Location,total_votes,2000_republican_votes,2000_democrat_votes
"Maryland, Anne Arundel",200657,104209.0,89624.0
"Maryland, Baltimore",304084,133033.0,160635.0
"Maryland, Calvert",29806,16004.0,12986.0
"Maryland, Caroline",8952,5300.0,3396.0
"Maryland, Carroll",64027,41742.0,20146.0
"Maryland, Cecil",28876,15494.0,12327.0
"Maryland, Charles",44592,21768.0,21873.0
"Maryland, Dorchester",11392,5847.0,5232.0
"Maryland, Frederick",78661,45350.0,30725.0
"Maryland, Garrett",10655,7514.0,2872.0
"Maryland, Harford",91424,52862.0,35665.0
"Maryland, Howard",112779,49809.0,58556.0
"Maryland, Kent",8085,4155.0,3627.0
"Maryland, Montgomery",371688,124580.0,232453.0
"Maryland, Prince George's",271909,49987.0,216119.0
"Maryland, Queen Anne's",16761,9970.0,6257.0
"Maryland, St. Mary's",29501,16856.0,11912.0
"Maryland, Somerset",7604,3609.0,3785.0
"Maryland, Talbot",15234,8874.0,5854.0
"Maryland, Washington",47470,27948.0,18221.0
"Maryland, Wicomico",31795,16338.0,14469.0
"Maryland, Worcester",20753,10742.0,9389.0
"Maryland, Baltimore City",192404,27150.0,158765.0
"Massachusetts, Barnstable",121086,49686.0,62363.0
"Massachusetts, Berkshire",59411,15805.0,37934.0
"Massachusetts, Bristol",211337,62848.0,136325.0
"Massachusetts, Dukes",8856,2315.0,5474.0
"Massachusetts, Essex",310333,110010.0,178400.0
"Massachusetts, Franklin",33366,10176.0,17945.0
"Massachusetts, Hampden",172093,59558.0,100103.0
"Massachusetts, Hampshire",68626,19202.0,38543.0
"Massachusetts, Middlesex",657048,198914.0,404043.0
"Massachusetts, Nantucket",4926,1624.0,2874.0
"Massachusetts, Norfolk",317177,107033.0,188450.0
"Massachusetts, Plymouth",211577,82751.0,115376.0
"Massachusetts, Suffolk",217000,44441.0,154888.0
"Massachusetts, Worcester",310148,114139.0,173769.0
"Michigan, Alcona",5997,3152.0,2696.0
"Michigan, Alger",4366,2142.0,2071.0
"Michigan, Allegan",44891,28197.0,15495.0
"Michigan, Alpena",14132,6769.0,7053.0
"Michigan, Antrim",11507,6780.0,4329.0
"Michigan, Arenac",7267,3421.0,3685.0
"Michigan, Baraga",3393,1836.0,1400.0
"Michigan, Barry",26244,15716.0,9769.0
"Michigan, Bay",51636,22150.0,28251.0
"Michigan, Benzie",8072,4172.0,3546.0
"Michigan, Berrien",65241,35689.0,28152.0
"Michigan, Branch",15783,8743.0,6691.0
"Michigan, Calhoun",55080,26291.0,27312.0
"Michigan, Cass",19825,10545.0,8808.0
"Michigan, Charlevoix",12487,7018.0,4958.0
"Michigan, Cheboygan",12617,6815.0,5484.0
"Michigan, Chippewa",14354,7526.0,6370.0
"Michigan, Clare",12607,5937.0,6287.0
"Michigan, Clinton",32199,18054.0,13394.0
"Michigan, Crawford",6364,3345.0,2790.0
"Michigan, Delta",17316,8871.0,7970.0
"Michigan, Dickinson",12832,6932.0,5533.0
"Michigan, Eaton",49272,24803.0,23211.0
"Michigan, Emmet",14711,8602.0,5451.0
"Michigan, Genesee",190865,66641.0,119833.0
"Michigan, Gladwin",11629,5743.0,5573.0
"Michigan, Gogebic",8339,3929.0,4066.0
"Michigan, Grand Traverse",38229,22358.0,14371.0
"Michigan, Gratiot",15179,8312.0,6538.0
"Michigan, Hillsdale",17473,10483.0,6495.0
"Michigan, Houghton",14216,7895.0,5688.0
"Michigan, Huron",16095,8911.0,6899.0
"Michigan, Ingham",120595,47314.0,69231.0
"Michigan, Ionia",23970,13915.0,9481.0
"Michigan, Iosco",13222,6345.0,6505.0
"Michigan, Iron",6188,2967.0,3014.0
"Michigan, Isabella",21069,10053.0,10228.0
"Michigan, Jackson",61946,32066.0,28160.0
"Michigan, Kalamazoo",100656,48254.0,48807.0
"Michigan, Kalkaska",6849,3842.0,2774.0
"Michigan, Kent",250318,148602.0,95442.0
"Michigan, Keweenaw",1343,740.0,540.0
"Michigan, Lake",4693,1961.0,2584.0
"Michigan, Lapeer",37234,20351.0,15749.0
"Michigan, Leelanau",12009,6840.0,4635.0
"Michigan, Lenawee",40093,20681.0,18365.0
"Michigan, Livingston",75475,44637.0,28780.0
"Michigan, Luce",2536,1480.0,956.0
"Michigan, Mackinac",5970,3272.0,2533.0
"Michigan, Macomb",345559,164265.0,172625.0
"Michigan, Manistee",11428,5401.0,5639.0
"Michigan, Marquette",29179,12577.0,15503.0
"Michigan, Mason",13016,7066.0,5579.0
"Michigan, Mecosta",14754,8072.0,6300.0
"Michigan, Menominee",10434,5529.0,4597.0
"Michigan, Midland",38888,21887.0,15959.0
"Michigan, Missaukee",6496,4274.0,2062.0
"Michigan, Monroe",61795,28940.0,31555.0
"Michigan, Montcalm",22904,12696.0,9627.0
"Michigan, Montmorency",5009,2750.0,2139.0
"Michigan, Muskegon",69270,30028.0,37865.0
"Michigan, Newaygo",19557,11399.0,7677.0
"Michigan, Oakland",570265,274319.0,281201.0
"Michigan, Oceana",10772,5913.0,4597.0
"Michigan, Ogemaw",9855,4706.0,4896.0
"Michigan, Ontonagon",4151,2472.0,1514.0
"Michigan, Osceola",9930,5680.0,4006.0
"Michigan, Oscoda",3992,2207.0,1677.0
"Michigan, Otsego",10505,6108.0,4034.0
"Michigan, Ottawa",110599,78703.0,29600.0
"Michigan, Presque Isle",7080,3660.0,3242.0
"Michigan, Roscommon",12928,6190.0,6433.0
"Michigan, Saginaw",93756,41152.0,50825.0
"Michigan, St. Clair",68516,33571.0,33002.0
"Michigan, St. Joseph",22024,12906.0,8574.0
"Michigan, Sanilac",18566,10966.0,7153.0
"Michigan, Schoolcraft",4198,2088.0,2036.0
"Michigan, Shiawassee",32218,15816.0,15520.0
"Michigan, Tuscola",24652,13213.0,10845.0
"Michigan, Van Buren",29482,14792.0,13796.0
"Michigan, Washtenaw",144940,52459.0,86647.0
"Michigan, Wayne",768627,223021.0,530414.0
"Michigan, Wexford",12982,7215.0,5326.0
"Minnesota, Aitkin",8260,3755.0,3830.0
"Minnesota, Anoka",145619,69256.0,68008.0
"Minnesota, Becker",14333,8152.0,5253.0
"Minnesota, Beltrami",17217,8346.0,7301.0
"Minnesota, Benton",14908,7663.0,6009.0
"Minnesota, Big Stone",2980,1370.0,1430.0
"Minnesota, Blue Earth",27402,12942.0,12329.0
"Minnesota, Brown",12834,7370.0,4650.0
"Minnesota, Carlton",15081,5578.0,8620.0
"Minnesota, Carver",35021,20790.0,12462.0
"Minnesota, Cass",13593,7134.0,5534.0
"Minnesota, Chippewa",6352,2977.0,2952.0
"Minnesota, Chisago",21987,10937.0,9593.0
"Minnesota, Clay",23358,11712.0,10128.0
"Minnesota, Clearwater",3824,2137.0,1466.0
"Minnesota, Cook",2820,1295.0,1171.0
"Minnesota, Cottonwood",6181,3369.0,2503.0
"Minnesota, Crow Wing",28128,15035.0,11255.0
"Minnesota, Dakota",182249,87250.0,85446.0
"Minnesota, Dodge",8050,4213.0,3370.0
"Minnesota, Douglas",17205,9811.0,6352.0
"Minnesota, Faribault",8424,4336.0,3624.0
"Minnesota, Fillmore",10223,4646.0,5020.0
"Minnesota, Freeborn",16139,6843.0,8514.0
"Minnesota, Goodhue",22257,10852.0,9981.0
"Minnesota, Grant",3624,1804.0,1507.0
"Minnesota, Hennepin",573846,225657.0,307599.0
"Minnesota, Houston",10167,5077.0,4502.0
"Minnesota, Hubbard",9613,5307.0,3632.0
"Minnesota, Isanti",14929,7668.0,6247.0
"Minnesota, Itasca",21714,9545.0,10583.0
"Minnesota, Jackson",5438,2773.0,2364.0
"Minnesota, Kanabec",6811,3480.0,2831.0
"Minnesota, Kandiyohi",19285,10026.0,8220.0
"Minnesota, Kittson",2637,1353.0,1107.0
"Minnesota, Koochiching",6879,3523.0,2903.0
"Minnesota, Lac Qui Parle",4453,1941.0,2244.0
"Minnesota, Lake",6563,2465.0,3579.0
"Minnesota, Lake of the Woods",2187,1216.0,848.0
"Minnesota, Le Sueur",12331,6138.0,5361.0
"Minnesota, Lincoln",3284,1513.0,1590.0
"Minnesota, Lyon",11489,6087.0,4737.0
"Minnesota, McLeod",15394,8782.0,5609.0
"Minnesota, Mahnomen",2224,1122.0,921.0
"Minnesota, Marshall",5199,2912.0,1910.0
"Minnesota, Martin",10371,5686.0,4166.0
"Minnesota, Meeker",10672,5520.0,4402.0
"Minnesota, Mille Lacs",10253,5223.0,4376.0
"Minnesota, Morrison",14677,8197.0,5274.0
"Minnesota, Mower",18480,6873.0,10693.0
"Minnesota, Murray",4753,2407.0,2093.0
"Minnesota, Nicollet",15327,7221.0,7041.0
"Minnesota, Nobles",8872,4766.0,3760.0
"Minnesota, Norman",3641,1808.0,1575.0
"Minnesota, Olmsted",59392,30641.0,25822.0
"Minnesota, Otter Tail",28511,16963.0,9844.0
"Minnesota, Pennington",6320,3380.0,2458.0
"Minnesota, Pine",13068,5854.0,6148.0
"Minnesota, Pipestone",4894,2693.0,1970.0
"Minnesota, Polk",14140,7609.0,5764.0
"Minnesota, Pope",5987,2808.0,2771.0
"Minnesota, Ramsey",244278,87669.0,138470.0
"Minnesota, Red Lake",2090,1090.0,830.0
"Minnesota, Redwood",7748,4589.0,2681.0
"Minnesota, Renville",8122,4036.0,3533.0
"Minnesota, Rice",26021,10876.0,13140.0
"Minnesota, Rock",5010,2772.0,2081.0
"Minnesota, Roseau",7166,4695.0,2128.0
"Minnesota, Saint Louis",107464,35420.0,64237.0
"Minnesota, Scott",43793,23954.0,17503.0
"Minnesota, Sherburne",30835,16813.0,12109.0
"Minnesota, Sibley",7335,4087.0,2687.0
"Minnesota, Stearns",62476,32402.0,24800.0
"Minnesota, Steele",16066,8223.0,6900.0
"Minnesota, Stevens",5752,2831.0,2434.0
"Minnesota, Swift",5437,2376.0,2698.0
"Minnesota, Todd",11092,6031.0,4132.0
"Minnesota, Traverse",2106,1074.0,884.0
"Minnesota, Wabasha",10531,5245.0,4522.0
"Minnesota, Wadena",6382,3733.0,2251.0
"Minnesota, Waseca",8864,4608.0,3694.0
"Minnesota, Washington",107009,51502.0,49637.0
"Minnesota, Watonwan",5134,2562.0,2258.0
"Minnesota, Wilkin",3305,2032.0,1046.0
"Minnesota, Winona",23918,10773.0,11069.0
"Minnesota, Wright",43366,23861.0,16762.0
"Minnesota, Yellow Medicine",5515,2598.0,2528.0
"Mississippi, Adams",14879,6691.0,8065.0
"Mississippi, Alcorn",12638,7254.0,5059.0
"Mississippi, Amite",6408,3677.0,2673.0
"Mississippi, Attala",7173,4206.0,2922.0
"Mississippi, Benton",3481,1561.0,1886.0
"Mississippi, Bolivar",13538,4847.0,8436.0
"Mississippi, Calhoun",5758,3448.0,2251.0
"Mississippi, Carroll",4924,3165.0,1726.0
"Mississippi, Chickasaw",7175,3549.0,3519.0
"Mississippi, Choctaw",3719,2398.0,1278.0
"Mississippi, Claiborne",4615,883.0,3670.0
"Mississippi, Clarke",6919,4503.0,2368.0
"Mississippi, Clay",8165,3570.0,4515.0
"Mississippi, Coahoma",9553,3695.0,5662.0
"Mississippi, Copiah",10587,5643.0,4845.0
"Mississippi, Covington",6881,4180.0,2623.0
"Mississippi, DeSoto",34936,24879.0,9586.0
"Mississippi, Forrest",22251,13281.0,8500.0
"Mississippi, Franklin",3953,2427.0,1486.0
"Mississippi, George",7284,5143.0,1977.0
"Mississippi, Greene",4436,3082.0,1317.0
"Mississippi, Grenada",9385,5129.0,4163.0
"Mississippi, Hancock",14548,9326.0,4801.0
"Mississippi, Harrison",52616,32256.0,19142.0
"Mississippi, Hinds",87770,37753.0,46789.0
"Mississippi, Holmes",7422,1937.0,5447.0
"Mississippi, Humphreys",3944,1628.0,2288.0
"Mississippi, Issaquena",941,366.0,555.0
"Mississippi, Itawamba",8564,5424.0,2994.0
"Mississippi, Jackson",45107,30068.0,14193.0
"Mississippi, Jasper",6447,3294.0,3104.0
"Mississippi, Jefferson",3408,600.0,2786.0
"Mississippi, Jefferson Davis",5317,2437.0,2835.0
"Mississippi, Jones",24340,16341.0,7713.0
"Mississippi, Kemper",4261,1915.0,2311.0
"Mississippi, Lafayette",12678,7081.0,5139.0
"Mississippi, Lamar",16602,12795.0,3478.0
"Mississippi, Lauderdale",25970,17315.0,8412.0
"Mississippi, Lawrence",6587,3674.0,2841.0
"Mississippi, Leake",6952,4114.0,2793.0
"Mississippi, Lee",25094,15551.0,9142.0
"Mississippi, Leflore",11276,4626.0,6401.0
"Mississippi, Lincoln",13000,8540.0,4358.0
"Mississippi, Lowndes",19230,11404.0,7537.0
"Mississippi, Madison",29859,19109.0,10416.0
"Mississippi, Marion",10998,6796.0,4114.0
"Mississippi, Marshall",12592,4723.0,7735.0
"Mississippi, Monroe",13360,7397.0,5783.0
"Mississippi, Montgomery",4849,2630.0,2187.0
"Mississippi, Neshoba",9066,6409.0,2563.0
"Mississippi, Newton",7738,5540.0,2147.0
"Mississippi, Noxubee",4954,1530.0,3383.0
"Mississippi, Oktibbeha",14804,7959.0,6443.0
"Mississippi, Panola",11389,5424.0,5880.0
"Mississippi, Pearl River",16477,11575.0,4611.0
"Mississippi, Perry",4359,3026.0,1285.0
"Mississippi, Pike",14166,7464.0,6544.0
"Mississippi, Pontotoc",9510,6601.0,2771.0
"Mississippi, Prentiss",8482,5101.0,3287.0
"Mississippi, Quitman",3413,1280.0,2103.0
"Mississippi, Rankin",41435,32983.0,8050.0
"Mississippi, Scott",9206,5601.0,3548.0
"Mississippi, Sharkey",2903,1074.0,1706.0
"Mississippi, Simpson",9574,6254.0,3227.0
"Mississippi, Smith",6528,4838.0,1620.0
"Mississippi, Stone",5523,3702.0,1677.0
"Mississippi, Sunflower",8415,3369.0,4981.0
"Mississippi, Tallahatchie",5523,2428.0,3041.0
"Mississippi, Tate",8693,5148.0,3441.0
"Mississippi, Tippah",8403,5381.0,2908.0
"Mississippi, Tishomingo",6992,4122.0,2747.0
"Mississippi, Tunica",2366,792.0,1539.0
"Mississippi, Union",9311,6087.0,3094.0
"Mississippi, Walthall",5895,3476.0,2356.0
"Mississippi, Warren",18623,10892.0,7485.0
"Mississippi, Washington",18328,7367.0,10405.0
"Mississippi, Wayne",7705,4635.0,2981.0
"Mississippi, Webster",4545,3069.0,1426.0
"Mississippi, Wilkinson",4098,1423.0,2551.0
"Mississippi, Winston",8368,4645.0,3672.0
"Mississippi, Yalobusha",5228,2470.0,2674.0
"Mississippi, Yazoo",10516,5254.0,4997.0
"Missouri, Adair",10552,6050.0,4101.0
"Missouri, Andrew",7274,4257.0,2795.0
"Missouri, Atchison",2871,1798.0,1013.0
"Missouri, Audrain",9985,5256.0,4551.0
"Missouri, Barry",12368,7885.0,4135.0
"Missouri, Barton",5366,3836.0,1424.0
"Missouri, Bates",7792,4245.0,3386.0
"Missouri, Benton",7534,4218.0,3150.0
"Missouri, Bollinger",5294,3487.0,1692.0
"Missouri, Boone",59609,28426.0,28811.0
"Missouri, Buchanan",34751,16423.0,17085.0
"Missouri, Butler",14397,9111.0,4996.0
"Missouri, Caldwell",3850,2220.0,1488.0
"Missouri, Callaway",15308,8238.0,6708.0
"Missouri, Camden",17099,10358.0,6323.0
"Missouri, Cape Girardeau",29859,19832.0,9334.0
"Missouri, Carroll",4581,2880.0,1620.0
"Missouri, Carter",2808,1730.0,997.0
"Missouri, Cass",35869,20113.0,14921.0
"Missouri, Cedar",5663,3530.0,1979.0
"Missouri, Chariton",4154,2300.0,1792.0
"Missouri, Christian",23228,14824.0,7896.0
"Missouri, Clark",3802,1899.0,1812.0
"Missouri, Clay",80173,39083.0,39084.0
"Missouri, Clinton",8531,4323.0,3994.0
"Missouri, Cole",32775,20167.0,12056.0
"Missouri, Cooper",6790,4072.0,2567.0
"Missouri, Crawford",8302,4754.0,3350.0
"Missouri, Dade",3752,2468.0,1193.0
"Missouri, Dallas",6219,3723.0,2311.0
"Missouri, Daviess",3494,2011.0,1367.0
"Missouri, DeKalb",4049,2363.0,1562.0
"Missouri, Dent",5988,3996.0,1839.0
"Missouri, Douglas",5281,3599.0,1546.0
"Missouri, Dunklin",10525,5426.0,4947.0
"Missouri, Franklin",39194,21863.0,16172.0
"Missouri, Gasconade",6629,4190.0,2257.0
"Missouri, Gentry",3105,1771.0,1271.0
"Missouri, Greene",102926,59178.0,41091.0
"Missouri, Grundy",4708,2976.0,1563.0
"Missouri, Harrison",3991,2552.0,1328.0
"Missouri, Henry",9778,5120.0,4459.0
"Missouri, Hickory",4238,2172.0,1961.0
"Missouri, Holt",2662,1738.0,871.0
"Missouri, Howard",4512,2414.0,1944.0
"Missouri, Howell",14075,9018.0,4641.0
"Missouri, Iron",4414,2237.0,2044.0
"Missouri, Jackson",272062,104418.0,160419.0
"Missouri, Jasper",37481,24899.0,11737.0
"Missouri, Jefferson",77204,36766.0,38616.0
"Missouri, Johnson",16787,9339.0,6926.0
"Missouri, Knox",2055,1226.0,787.0
"Missouri, Laclede",13046,8556.0,4183.0
"Missouri, Lafayette",14520,7849.0,6343.0
"Missouri, Lawrence",12903,8305.0,4235.0
"Missouri, Lewis",4484,2388.0,2023.0
"Missouri, Lincoln",15913,8549.0,6961.0
"Missouri, Linn",6010,3246.0,2646.0
"Missouri, Livingston",6276,3709.0,2425.0
"Missouri, McDonald",6529,4460.0,1866.0
"Missouri, Macon",7175,4232.0,2817.0
"Missouri, Madison",4373,2460.0,1828.0
"Missouri, Maries",3854,2216.0,1554.0
"Missouri, Marion",11712,6550.0,4993.0
"Missouri, Mercer",1842,1250.0,555.0
"Missouri, Miller",9356,5945.0,3217.0
"Missouri, Mississippi",5215,2395.0,2756.0
"Missouri, Moniteau",6065,3764.0,2176.0
"Missouri, Monroe",4094,2175.0,1860.0
"Missouri, Montgomery",5303,3106.0,2092.0
"Missouri, Morgan",7881,4460.0,3235.0
"Missouri, New Madrid",7266,3416.0,3738.0
"Missouri, Newton",21162,14232.0,6447.0
"Missouri, Nodaway",9049,5161.0,3553.0
"Missouri, Oregon",4233,2521.0,1568.0
"Missouri, Osage",6178,4154.0,1938.0
"Missouri, Ozark",4292,2663.0,1432.0
"Missouri, Pemiscot",6060,2750.0,3245.0
"Missouri, Perry",6903,4667.0,2085.0
"Missouri, Pettis",15755,9533.0,5855.0
"Missouri, Phelps",16146,9444.0,6262.0
"Missouri, Pike",7351,3648.0,3557.0
"Missouri, Platte",34054,17785.0,15325.0
"Missouri, Polk",10294,6430.0,3606.0
"Missouri, Pulaski",10531,6531.0,3800.0
"Missouri, Putnam",2334,1593.0,708.0
"Missouri, Ralls",4542,2446.0,2033.0
"Missouri, Randolph",9186,4844.0,4116.0
"Missouri, Ray",9747,4517.0,4970.0
"Missouri, Reynolds",3131,1762.0,1298.0
"Missouri, Ripley",5065,3121.0,1820.0
"Missouri, St. Charles",128686,72114.0,53806.0
"Missouri, St. Clair",4739,2731.0,1866.0
"Missouri, Ste. Genevieve",7311,3505.0,3600.0
"Missouri, St. Francois",18841,9327.0,9075.0
"Missouri, St. Louis County",486884,224689.0,250631.0
"Missouri, Saline",9355,4572.0,4585.0
"Missouri, Schuyler",2006,1159.0,808.0
"Missouri, Scotland",2179,1335.0,790.0
"Missouri, Scott",15704,8999.0,6452.0
"Missouri, Shannon",3781,2245.0,1430.0
"Missouri, Shelby",3257,1936.0,1262.0
"Missouri, Stoddard",12454,7727.0,4476.0
"Missouri, Stone",12151,7793.0,4055.0
"Missouri, Sullivan",3064,1877.0,1127.0
"Missouri, Taney",15112,9647.0,5092.0
"Missouri, Texas",9932,6136.0,3486.0
"Missouri, Vernon",8408,4985.0,3156.0
"Missouri, Warren",10740,5979.0,4524.0
"Missouri, Washington",8265,4020.0,4047.0
"Missouri, Wayne",5848,3346.0,2387.0
"Missouri, Webster",11880,7350.0,4174.0
"Missouri, Worth",1158,651.0,469.0
"Missouri, Wright",7841,5391.0,2250.0
"Missouri, St. Louis City",124752,24799.0,96557.0
"Montana, Beaverhead",4196,3113.0,799.0
"Montana, Big Horn",4161,1651.0,2345.0
"Montana, Blaine",2759,1410.0,1246.0
"Montana, Broadwater",2074,1488.0,462.0
"Montana, Carbon",4789,3008.0,1434.0
"Montana, Carter",645,573.0,53.0
"Montana, Cascade",33317,18164.0,13137.0
"Montana, Chouteau",2885,2039.0,686.0
"Montana, Custer",4905,3156.0,1501.0
"Montana, Daniels",1110,750.0,303.0
"Montana, Dawson",4271,2723.0,1364.0
"Montana, Deer Lodge",4534,1493.0,2672.0
"Montana, Fallon",1369,1061.0,256.0
"Montana, Fergus",5994,4353.0,1352.0
"Montana, Flathead",33839,22519.0,8329.0
"Montana, Gallatin",32040,18833.0,10009.0
"Montana, Garfield",744,651.0,61.0
"Montana, Glacier",4124,1709.0,2211.0
"Montana, Golden Valley",531,405.0,88.0
"Montana, Granite",1590,1181.0,295.0
"Montana, Hill",6558,3392.0,2760.0
"Montana, Jefferson",5163,3308.0,1513.0
"Montana, Judith Basin",1394,1057.0,278.0
"Montana, Lake",11448,6441.0,3884.0
"Montana, Lewis and Clark",27269,15091.0,9982.0
"Montana, Liberty",1044,752.0,243.0
"Montana, Lincoln",7846,5578.0,1629.0
"Montana, McCone",1142,827.0,267.0
"Montana, Madison",3656,2656.0,758.0
"Montana, Meagher",935,698.0,176.0
"Montana, Mineral",1639,1078.0,382.0
"Montana, Missoula",46576,21474.0,17241.0
"Montana, Musselshell",2207,1582.0,512.0
"Montana, Park",7406,4523.0,2154.0
"Montana, Petroleum",306,254.0,36.0
"Montana, Phillips",2228,1727.0,423.0
"Montana, Pondera",2896,1948.0,792.0
"Montana, Powder River",1008,860.0,115.0
"Montana, Powell",2832,1971.0,638.0
"Montana, Prairie",746,541.0,164.0
"Montana, Ravalli",17238,11241.0,4451.0
"Montana, Richland",4033,2858.0,1018.0
"Montana, Roosevelt",3813,1605.0,2059.0
"Montana, Rosebud",3423,1826.0,1394.0
"Montana, Sanders",4721,3144.0,1165.0
"Montana, Sheridan",1965,1176.0,702.0
"Montana, Silver Bow",16703,6299.0,8967.0
"Montana, Stillwater",3918,2765.0,925.0
"Montana, Sweet Grass",1846,1450.0,305.0
"Montana, Teton",3314,2294.0,847.0
"Montana, Toole",2378,1639.0,630.0
"Montana, Treasure",479,344.0,106.0
"Montana, Valley",3963,2500.0,1273.0
"Montana, Wheatland",999,708.0,243.0
"Montana, Wibaux",518,369.0,121.0
"Montana, Yellowstone",57499,33922.0,20370.0
"Nebraska, Adams",12438,8162.0,3686.0
"Nebraska, Antelope",3368,2562.0,678.0
"Nebraska, Arthur",272,235.0,26.0
"Nebraska, Banner",462,390.0,65.0
"Nebraska, Blaine",349,299.0,43.0
"Nebraska, Boone",2862,2196.0,575.0
"Nebraska, Box Butte",5089,3208.0,1614.0
"Nebraska, Boyd",1242,931.0,265.0
"Nebraska, Brown",1684,1375.0,250.0
"Nebraska, Buffalo",16461,11931.0,3927.0
"Nebraska, Burt",3392,2056.0,1223.0
"Nebraska, Butler",3828,2638.0,1028.0
"Nebraska, Cass",10280,6144.0,3656.0
"Nebraska, Cedar",4269,2989.0,1062.0
"Nebraska, Chase",1875,1505.0,306.0
"Nebraska, Cherry",2847,2322.0,446.0
"Nebraska, Cheyenne",4186,3207.0,844.0
"Nebraska, Clay",3215,2326.0,774.0
"Nebraska, Colfax",3315,2338.0,863.0
"Nebraska, Cuming",4215,3232.0,857.0
"Nebraska, Custer",5414,4245.0,976.0
"Nebraska, Dakota",6061,3119.0,2695.0
"Nebraska, Dawes",3621,2549.0,823.0
"Nebraska, Dawson",7507,5511.0,1740.0
"Nebraska, Deuel",1033,783.0,213.0
"Nebraska, Dixon",2792,1834.0,820.0
"Nebraska, Dodge",14472,8871.0,5021.0
"Nebraska, Douglas",183156,101025.0,73347.0
"Nebraska, Dundy",1011,801.0,179.0
"Nebraska, Fillmore",2998,2024.0,848.0
"Nebraska, Franklin",1668,1196.0,420.0
"Nebraska, Frontier",1393,1102.0,244.0
"Nebraska, Furnas",2431,1849.0,534.0
"Nebraska, Gage",9506,5538.0,3516.0
"Nebraska, Garden",1219,963.0,203.0
"Nebraska, Garfield",963,718.0,202.0
"Nebraska, Gosper",1014,757.0,228.0
"Nebraska, Grant",385,324.0,49.0
"Nebraska, Greeley",1310,839.0,416.0
"Nebraska, Hall",18546,11803.0,5952.0
"Nebraska, Hamilton",4491,3251.0,1066.0
"Nebraska, Harlan",1852,1358.0,438.0
"Nebraska, Hayes",571,486.0,66.0
"Nebraska, Hitchcock",1480,1126.0,312.0
"Nebraska, Holt",4959,3954.0,846.0
"Nebraska, Hooker",409,317.0,74.0
"Nebraska, Howard",2827,1760.0,955.0
"Nebraska, Jefferson",3847,2351.0,1361.0
"Nebraska, Johnson",2112,1210.0,794.0
"Nebraska, Kearney",3122,2333.0,680.0
"Nebraska, Keith",3849,2953.0,778.0
"Nebraska, Keya Paha",513,422.0,78.0
"Nebraska, Kimball",1820,1379.0,379.0
"Nebraska, Knox",3978,2784.0,1037.0
"Nebraska, Lancaster",107132,55514.0,44650.0
"Nebraska, Lincoln",15114,9220.0,5205.0
"Nebraska, Logan",412,336.0,60.0
"Nebraska, Loup",378,284.0,84.0
"Nebraska, McPherson",301,244.0,48.0
"Nebraska, Madison",12853,9636.0,2772.0
"Nebraska, Merrick",3340,2380.0,848.0
"Nebraska, Morrill",2138,1597.0,460.0
"Nebraska, Nance",1665,1105.0,497.0
"Nebraska, Nemaha",3369,2177.0,1063.0
"Nebraska, Nuckolls",2443,1701.0,644.0
"Nebraska, Otoe",6662,4178.0,2208.0
"Nebraska, Pawnee",1519,937.0,522.0
"Nebraska, Perkins",1452,1170.0,243.0
"Nebraska, Phelps",4627,3575.0,934.0
"Nebraska, Pierce",3208,2534.0,570.0
"Nebraska, Platte",12859,9861.0,2612.0
"Nebraska, Polk",2613,1925.0,610.0
"Nebraska, Red Willow",5025,3680.0,1188.0
"Nebraska, Richardson",4150,2623.0,1382.0
"Nebraska, Rock",894,725.0,141.0
"Nebraska, Saline",5145,2581.0,2321.0
"Nebraska, Sarpy",45278,28979.0,14637.0
"Nebraska, Saunders",8919,5688.0,2852.0
"Nebraska, Scotts Bluff",13839,9397.0,3937.0
"Nebraska, Seward",7016,4457.0,2250.0
"Nebraska, Sheridan",2576,2105.0,392.0
"Nebraska, Sherman",1705,1072.0,564.0
"Nebraska, Sioux",752,629.0,98.0
"Nebraska, Stanton",2486,1895.0,500.0
"Nebraska, Thayer",3006,2096.0,821.0
"Nebraska, Thomas",395,329.0,55.0
"Nebraska, Thurston",2082,1040.0,924.0
"Nebraska, Valley",2263,1610.0,583.0
"Nebraska, Washington",8626,5758.0,2550.0
"Nebraska, Wayne",3940,2774.0,1001.0
"Nebraska, Webster",1945,1302.0,584.0
"Nebraska, Wheeler",453,351.0,85.0
"Nebraska, York",6460,4816.0,1407.0
"Nevada, Churchill",8823,6237.0,2191.0
"Nevada, Clark",382198,170932.0,196100.0
"Nevada, Douglas",17974,11193.0,5837.0
"Nevada, Elko",14180,11025.0,2542.0
"Nevada, Esmeralda",491,333.0,116.0
"Nevada, Eureka",837,632.0,150.0
"Nevada, Humboldt",5030,3638.0,1128.0
"Nevada, Lander",2119,1619.0,395.0
"Nevada, Lincoln",1956,1372.0,461.0
"Nevada, Lyon",11992,7270.0,3955.0
"Nevada, Mineral",2293,1227.0,916.0
"Nevada, Nye",12181,6904.0,4525.0
"Nevada, Pershing",1802,1221.0,476.0
"Nevada, Storey",1798,1014.0,666.0
"Nevada, Washoe",122301,63640.0,52097.0
"Nevada, White Pine",3543,2234.0,1069.0
"Nevada, Carson City",19452,11084.0,7354.0
"New Hampshire, Belknap",26795,14799.0,10719.0
"New Hampshire, Carroll",23879,12597.0,9852.0
"New Hampshire, Cheshire",33395,13793.0,17382.0
"New Hampshire, Coos",14600,7329.0,6570.0
"New Hampshire, Grafton",38733,18092.0,18326.0
