State,County,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Missouri,Morgan,19291,19543,19588,19831,20106,20273,20570,20716,20745,20566
Missouri,New Madrid,19657,19638,19416,19405,19235,18919,18821,18780,18805,18896
Missouri,Newton,52699,52939,53408,54347,55100,55941,56671,57470,57600,57946
Missouri,Nodaway,21897,22070,22239,22319,22517,22588,22698,22804,23026,23242
Missouri,Oregon,10327,10219,10328,10422,10503,10513,10669,10685,10697,10724
Missouri,Osage,13026,13046,13073,13315,13361,13507,13687,13648,13753,13886
Missouri,Ozark,9532,9447,9496,9582,9555,9557,9667,9655,9718,9673
Missouri,Pemiscot,20060,19887,19839,19592,19338,19211,18953,18788,18552,18378
Missouri,Perry,18134,18171,18318,18313,18454,18602,18672,18961,18976,19050
Missouri,Pettis,39486,39577,39543,39669,39883,40455,40937,41239,41565,41907
Missouri,Phelps,39945,40219,41193,41883,42616,43327,44025,44300,44200,44540
Missouri,Pike,18301,18258,18311,18426,18434,18725,18707,18588,18602,18544
Missouri,Platte,74316,76143,77986,79577,81106,82615,83913,85656,87003,88219
Missouri,Polk,26999,27421,27826,28345,28690,29308,30053,30576,30790,31085
Missouri,Pulaski,41957,43558,44535,44507,45301,45570,46482,47357,48300,50630
Missouri,Putnam,5231,5203,5180,5161,5131,5153,5167,5047,5028,4988
Missouri,Ralls,9669,9704,9755,9755,9792,9998,10092,10148,10117,10109
Missouri,Randolph,24660,24679,24701,25010,25211,25451,25480,25597,25597,25364
Missouri,Ray,23393,23427,23538,23703,23739,23605,23842,23712,23764,23541
Missouri,Reynolds,6708,6557,6664,6668,6717,6707,6707,6736,6688,6667
Missouri,Ripley,13482,13460,13608,13752,13843,13920,14049,14059,14039,14033
Missouri,St. Charles,286218,294908,303224,311405,319729,328892,337952,345395,351179,356902
Missouri,St. Clair,9698,9656,9692,9656,9711,9733,9694,9802,9757,9708
Missouri,Ste. Genevieve,17973,18013,18039,18161,18218,18233,18263,18293,18186,18156
Missouri,St. Francois,55773,56242,56823,58118,60829,62298,62917,63636,64280,64864
Missouri,St. Louis,1016178,1016243,1014359,1011678,1007813,1004109,1002050,999389,998331,998618
Missouri,Saline,23747,23399,22960,22896,23058,23053,23008,23029,22967,23221
Missouri,Schuyler,4178,4184,4245,4264,4313,4280,4267,4313,4383,4414
Missouri,Scotland,4976,4956,4877,4879,4838,4793,4823,4830,4818,4842
Missouri,Scott,40371,40206,39885,39850,39704,39719,39626,39509,39293,39185
Missouri,Shannon,8331,8303,8273,8213,8254,8300,8313,8402,8420,8446
Missouri,Shelby,6790,6787,6724,6669,6661,6683,6533,6500,6421,6369
Missouri,Stoddard,29756,29772,29976,29908,30064,30240,30314,30253,30062,29821
Missouri,Stone,28600,28841,29347,30044,30542,30800,31546,31966,32119,32214
Missouri,Sullivan,7227,7237,7247,7042,6925,6840,6783,6706,6736,6689
Missouri,Taney,40059,40609,41554,42447,43381,44635,46200,48020,49711,50794
Missouri,Texas,23049,24174,24464,24388,24845,24961,25385,25490,25597,25790
Missouri,Vernon,20428,20514,20454,20481,20620,20722,20715,20746,20891,21071
Missouri,Warren,24745,25426,26266,27169,27971,29095,30175,31152,31975,32320
Missouri,Washington,23395,23514,23796,23956,24174,24211,24619,24856,25113,25111
Missouri,Wayne,13259,13368,13318,13435,13394,13514,13429,13356,13397,13486
Missouri,Webster,31219,31863,32299,32680,33394,34005,34692,35477,35938,35997
Missouri,Worth,2382,2324,2320,2291,2269,2231,2202,2217,2166,2199
Missouri,Wright,17926,17963,18147,18217,18226,18489,18554,18713,18904,18633
Missouri,St. Louis city,347144,343243,338457,334893,330988,324945,320131,317959,317955,318842
Montana,Beaverhead,9204,9058,9018,8924,8908,8904,9012,9028,9166,9200
Montana,Big Horn,12669,12783,12713,12652,12731,12634,12540,12549,12564,12747
Montana,Blaine,6968,6748,6769,6699,6571,6592,6536,6472,6401,6445
Montana,Broadwater,4378,4438,4478,4562,4711,4775,4958,5089,5261,5496
Montana,Carbon,9561,9665,9714,9747,9796,9921,9916,9973,9965,10033
Montana,Carter,1335,1337,1319,1290,1284,1258,1227,1216,1172,1180
Montana,Cascade,80318,80055,79848,79633,80198,80041,79984,80099,80529,80680
Montana,Chouteau,6062,5899,5811,5775,5729,5708,5709,5746,5774,5793
Montana,Custer,11678,11484,11510,11438,11510,11423,11395,11480,11515,11646
Montana,Daniels,2005,1999,1912,1881,1804,1782,1748,1702,1704,1732
Montana,Dawson,9050,8963,8801,8812,8764,8800,8853,8944,8925,9008
Montana,Deer Lodge,9409,9303,9238,9189,9274,9274,9180,9264,9351,9260
Montana,Fallon,2816,2741,2725,2769,2773,2712,2722,2768,2807,2882
Montana,Fergus,11902,11736,11666,11565,11546,11444,11501,11463,11448,11571
Montana,Flathead,74774,76171,77583,79643,81247,83320,85759,88245,90260,90910
Montana,Gallatin,68375,70120,71824,74504,77124,80310,83984,86620,88932,89187
Montana,Garfield,1268,1269,1258,1254,1236,1202,1233,1234,1205,1240
Montana,Glacier,13183,13098,13101,13168,13388,13264,13250,13179,13109,13266
Montana,Golden Valley,1019,992,1012,981,1001,1014,973,964,890,897
Montana,Granite,2849,2905,2919,2931,2943,3009,3013,3039,3031,3057
Montana,Hill,16605,16378,16139,15988,15947,15870,15981,16031,15889,15981
Montana,Jefferson,10052,10087,10181,10262,10511,10709,10801,11040,11203,11364
Montana,Judith Basin,2330,2266,2246,2201,2196,2161,2146,2083,2071,2076
Montana,Lake,26588,26810,26814,27117,27634,28023,28283,28235,28515,28668
Montana,Lewis and Clark,55886,56262,56271,57110,58041,58529,59529,60646,61747,62671
Montana,Liberty,2168,2163,2144,2212,2263,2266,2216,2236,2225,2283
Montana,Lincoln,18818,18646,18669,18861,18991,19180,19228,19440,19541,19657
Montana,McCone,1960,1874,1828,1797,1781,1778,1765,1767,1720,1705
Montana,Madison,6870,6856,6935,6894,6999,7211,7343,7560,7674,7674
Montana,Meagher,1916,1906,1895,1913,1935,1899,1923,1908,1893,1897
Montana,Mineral,3877,3839,3837,3936,3985,4133,4211,4156,4177,4200
Montana,Missoula,96178,97435,98968,99976,100934,102298,104372,106110,107747,108717
Montana,Musselshell,4471,4368,4353,4361,4370,4323,4398,4394,4423,4478
Montana,Park,15710,15651,15676,15539,15509,15629,15690,15828,15896,15738
Montana,Petroleum,493,490,506,506,519,492,495,470,481,488
Montana,Phillips,4568,4498,4383,4317,4295,4228,4166,4193,4182,4242
Montana,Pondera,6384,6360,6285,6228,6140,6148,6172,6169,6117,6109
Montana,Powder River,1847,1814,1834,1837,1789,1739,1794,1761,1756,1738
Montana,Powell,7203,7033,6986,6893,6872,6997,7115,7117,7036,7093
Montana,Prairie,1179,1208,1173,1168,1153,1098,1098,1083,1123,1139
Montana,Ravalli,36301,36683,37308,38184,38739,39012,39555,40023,40223,39956
Montana,Richland,9619,9424,9286,9195,9096,9207,9267,9356,9430,9679
Montana,Roosevelt,10623,10558,10389,10344,10459,10437,10285,10166,10129,10334
Montana,Rosebud,9399,9248,9196,9210,9136,9131,9057,9089,9095,9174
Montana,Sanders,10287,10489,10466,10554,10895,11002,11178,11364,11433,11471
Montana,Sheridan,4078,3952,3825,3697,3683,3573,3507,3469,3385,3387
Montana,Silver Bow,34571,33882,33636,33474,33416,33414,33441,33489,33812,34008
Montana,Stillwater,8247,8392,8441,8451,8435,8481,8659,8867,8945,9077
Montana,Sweet Grass,3633,3594,3617,3591,3676,3675,3697,3778,3755,3731
Montana,Teton,6436,6373,6286,6314,6209,6105,6110,6143,6143,6050
Montana,Toole,5261,5228,5184,5006,5069,5130,5085,4969,5079,5245
Montana,Treasure,854,836,793,784,799,766,759,748,754,720
Montana,Valley,7653,7587,7512,7427,7422,7367,7272,7332,7415,7349
Montana,Wheatland,2243,2174,2193,2131,2113,2086,2035,2080,2151,2158
Montana,Wibaux,1072,1032,1028,1020,1019,995,984,1014,986,1030
Montana,Yellowstone,129570,130801,132165,133715,135441,137623,139582,141518,144255,146465
Nebraska,Adams,31154,31021,30716,30693,30740,30987,30910,30892,31160,31280
Nebraska,Antelope,7435,7242,7229,7172,7063,6994,6836,6767,6704,6739
Nebraska,Arthur,445,423,421,439,433,428,450,457,453,442
Nebraska,Banner,819,808,769,763,749,731,733,715,677,686
Nebraska,Blaine,583,564,551,545,515,492,493,463,456,477
Nebraska,Boone,6214,6146,6053,5888,5813,5746,5623,5582,5548,5514
Nebraska,Box Butte,12235,11985,11951,11719,11528,11422,11338,11409,11482,11347
Nebraska,Boyd,2431,2390,2352,2304,2246,2219,2143,2109,2102,2075
Nebraska,Brown,3534,3510,3497,3478,3441,3329,3319,3225,3149,3115
Nebraska,Buffalo,42310,42418,42949,43251,43753,44131,44645,45060,45343,45970
Nebraska,Burt,7786,7659,7486,7366,7399,7225,7122,6999,6967,6885
Nebraska,Butler,8826,8878,8817,8716,8631,8479,8396,8375,8355,8387
Nebraska,Cass,24365,24460,24602,24868,25074,25170,25240,25256,25322,25122
Nebraska,Cedar,9604,9470,9391,9291,9246,9240,9060,8941,8839,8854
Nebraska,Chase,4053,4003,4045,4090,4018,3983,3965,3913,3865,3921
Nebraska,Cherry,6152,6060,6054,6031,6064,6039,5927,5834,5752,5683
Nebraska,Cheyenne,9832,9943,9973,9935,9970,10125,9943,10139,10150,10032
Nebraska,Clay,7029,6944,6899,6859,6795,6669,6609,6564,6543,6512
Nebraska,Colfax,10452,10440,10478,10433,10457,10238,9993,9993,10083,10380
Nebraska,Cuming,10169,10054,9962,9832,9709,9642,9440,9286,9215,9132
Nebraska,Custer,11784,11593,11508,11388,11328,11248,11090,11005,11001,10999
Nebraska,Dakota,20296,20331,20374,20488,20410,20191,20295,20564,20559,20924
Nebraska,Dawes,9054,9162,9227,9306,9127,9087,9040,9181,9134,9218
Nebraska,Dawson,24410,24359,24149,24175,24112,24085,24291,24178,24160,24212
Nebraska,Deuel,2086,2085,2029,2027,2025,1999,1969,1982,1986,1941
Nebraska,Dixon,6246,6156,6064,5984,5908,5961,5987,5993,6004,6013
Nebraska,Dodge,36231,36143,36060,36184,36267,36442,36597,36647,36548,36604
Nebraska,Douglas,464701,468125,471866,476701,482075,488114,493757,498743,504547,511902
Nebraska,Dundy,2268,2179,2159,2170,2154,2091,2051,2010,1973,1997
Nebraska,Fillmore,6607,6493,6376,6371,6281,6126,6053,5985,5940,5898
Nebraska,Franklin,3544,3467,3484,3440,3411,3425,3352,3207,3167,3186
Nebraska,Frontier,3085,3069,3037,2981,2990,2944,2879,2860,2786,2772
Nebraska,Furnas,5299,5232,5261,5207,5112,5051,5016,4929,4873,4934
Nebraska,Gage,22955,23039,23031,23056,23052,22866,22875,22843,22574,22364
Nebraska,Garden,2289,2306,2284,2304,2245,2111,2120,2046,2004,2010
Nebraska,Garfield,1899,1913,1945,1936,1955,1969,1984,1977,2001,2029
Nebraska,Gosper,2146,2096,2100,2136,2112,2110,2075,2101,2049,2020
Nebraska,Grant,736,743,726,697,680,676,677,660,653,619
Nebraska,Greeley,2712,2700,2696,2662,2643,2577,2578,2538,2548,2502
Nebraska,Hall,53569,53508,53722,54050,54413,54535,55190,55742,56795,57955
Nebraska,Hamilton,9377,9307,9323,9349,9319,9269,9196,9204,9157,9113
Nebraska,Harlan,3764,3732,3677,3717,3633,3558,3522,3511,3435,3406
Nebraska,Hayes,1070,1088,1098,1092,1063,1051,994,977,986,987
Nebraska,Hitchcock,3103,3095,3056,3047,3055,2954,2956,2931,2927,2906
Nebraska,Holt,11487,11346,11210,11042,10868,10839,10613,10541,10399,10406
Nebraska,Hooker,773,745,731,737,748,744,751,732,734,733
Nebraska,Howard,6523,6448,6427,6509,6465,6432,6357,6333,6261,6288
Nebraska,Jefferson,8324,8288,8253,8157,8117,8025,7970,7765,7684,7602
Nebraska,Johnson,4506,4491,4927,5102,5372,5257,5257,5163,5203,5199
Nebraska,Kearney,6889,6842,6785,6800,6776,6698,6614,6624,6554,6476
Nebraska,Keith,8839,8767,8757,8514,8444,8418,8381,8423,8290,8320
Nebraska,Keya Paha,981,966,957,964,942,904,892,857,836,820
Nebraska,Kimball,4060,4055,4046,3960,3921,3925,3879,3809,3761,3799
Nebraska,Knox,9336,9177,9108,9065,9025,8897,8846,8862,8708,8700
Nebraska,Lancaster,251523,254630,258398,262667,265087,268868,272286,276012,279605,283097
Nebraska,Lincoln,34660,34669,34525,34776,35177,35577,35973,36011,36301,36280
Nebraska,Logan,773,780,764,737,738,747,756,751,730,738
Nebraska,Loup,709,715,736,722,669,652,635,649,630,629
Nebraska,McPherson,532,534,549,538,531,522,518,545,558,537
Nebraska,Madison,35230,35601,35862,35858,35722,35631,35415,34298,34319,34609
Nebraska,Merrick,8152,8045,8054,8033,8018,7904,7813,7709,7734,7813
Nebraska,Morrill,5420,5344,5225,5202,5147,5110,5090,5122,5079,5019
Nebraska,Nance,4054,4039,3948,3842,3787,3831,3807,3766,3745,3729
Nebraska,Nemaha,7578,7446,7330,7215,7182,7252,7311,7220,7280,7178
Nebraska,Nuckolls,5032,4947,4844,4873,4872,4796,4709,4642,4571,4495
Nebraska,Otoe,15494,15554,15524,15478,15525,15607,15753,15841,15728,15608
Nebraska,Pawnee,3088,3020,3020,2907,2907,2884,2802,2791,2711,2752
Nebraska,Perkins,3181,3125,3119,3082,3134,3145,3041,3013,2949,2937
Nebraska,Phelps,9733,9704,9684,9576,9535,9402,9405,9222,9195,9148
Nebraska,Pierce,7824,7731,7627,7615,7477,7508,7416,7314,7286,7260
Nebraska,Platte,31500,31319,30939,30756,30658,30865,31100,31408,31527,32017
Nebraska,Polk,5610,5533,5556,5529,5466,5473,5409,5447,5402,5409
Nebraska,Red Willow,11487,11483,11436,11336,11351,11219,11194,11053,11034,11018
Nebraska,Richardson,9507,9260,9125,8949,8879,8799,8642,8480,8413,8383
Nebraska,Rock,1743,1709,1674,1600,1597,1557,1552,1551,1554,1550
Nebraska,Saline,13880,14004,14110,14232,14206,14136,13987,14069,14048,14166
Nebraska,Sarpy,123309,126442,129496,132017,136339,140239,144070,148214,152762,156147
Nebraska,Saunders,19852,19962,19925,20104,20248,20460,20411,20483,20446,20515
Nebraska,Scotts Bluff,37012,36561,36572,36468,36278,36277,36223,36338,36536,36677
Nebraska,Seward,16519,16607,16574,16527,16681,16601,16654,16490,16653,16536
Nebraska,Sheridan,6165,5995,5995,5842,5851,5726,5649,5592,5500,5498
Nebraska,Sherman,3298,3289,3228,3222,3255,3239,3148,3145,3147,3129
Nebraska,Sioux,1471,1406,1443,1489,1438,1437,1409,1404,1360,1324
Nebraska,Stanton,6416,6374,6453,6437,6426,6376,6363,6248,6145,6157
Nebraska,Thayer,6030,5884,5723,5625,5495,5454,5312,5308,5253,5210
Nebraska,Thomas,733,717,691,689,664,661,659,667,661,655
Nebraska,Thurston,7139,7085,6989,6987,6943,7009,6947,6925,6821,6866
Nebraska,Valley,4649,4623,4541,4581,4482,4395,4367,4327,4228,4228
Nebraska,Washington,18803,19134,19264,19510,19589,19861,20056,20203,20101,20124
Nebraska,Wayne,9854,9788,9664,9689,9612,9654,9720,9506,9481,9552
Nebraska,Webster,4045,4017,3970,3952,3949,3902,3846,3859,3771,3788
Nebraska,Wheeler,885,858,837,815,811,832,826,837,831,809
Nebraska,York,14553,14438,14230,14175,13952,14021,14130,14078,13881,13689
Nevada,Churchill,24024,24342,24155,24026,24226,24593,24842,24961,25049,25067
Nevada,Clark,1393909,1460500,1522962,1584166,1662773,1729522,1803774,1867817,1912349,1939407
Nevada,Douglas,41443,42327,43436,44524,46388,46731,46855,47166,47270,46965
Nevada,Elko,45233,45063,44173,43693,43830,44760,46108,47423,47634,48445
Nevada,Esmeralda,978,966,926,885,879,886,883,829,820,806
Nevada,Eureka,1632,1641,1629,1505,1470,1467,1579,1683,1778,1926
Nevada,Humboldt,15868,15211,14776,14630,14912,15046,15420,15658,15958,16290
Nevada,Lander,5702,5450,5180,5017,5086,5117,5307,5439,5521,5660
Nevada,Lincoln,4179,4194,4294,4366,4401,4612,4729,4859,5106,5246
Nevada,Lyon,34809,36012,37573,39646,42534,46228,49827,51725,52156,51819
Nevada,Mineral,4999,4852,4716,4750,4892,4880,4864,4880,4781,4769
Nevada,Nye,32914,33684,34433,35525,37287,40027,42530,44279,44367,44446
Nevada,Pershing,6672,6597,6636,6519,6533,6580,6653,6715,6665,6731
Nevada,Storey,3393,3382,3332,3411,3531,3830,3913,4000,4099,4065
Nevada,Washoe,341389,351959,362374,372302,382777,392716,400453,408724,414793,417722
Nevada,White Pine,9029,8747,8693,8651,8708,9166,9511,9626,9732,9900
Nevada,Carson City,52568,53472,54503,55234,55995,55982,55410,55288,55552,55401
New Hampshire,Belknap,56473,57597,58609,59497,60170,60287,60105,60109,60239,60171
New Hampshire,Carroll,43907,44200,45074,45697,46496,46652,47421,47829,48013,47763
New Hampshire,Cheshire,73953,74372,75047,76135,76709,77061,77658,77745,77472,77302
New Hampshire,Coos,33158,33113,33234,33462,33589,33845,33814,33751,33488,33224
New Hampshire,Grafton,81868,82233,83152,84211,85312,86287,87236,87764,88745,88926
New Hampshire,Hillsborough,382162,387414,389665,391461,394428,396381,398169,398843,399556,400148
New Hampshire,Merrimack,136576,138309,140880,142548,143841,145195,146609,147024,147170,146723
New Hampshire,Rockingham,278599,282932,286218,287893,289103,291190,293618,294132,294996,295083
New Hampshire,Strafford,112643,114382,115811,116846,117926,118681,120363,121735,122460,123034
New Hampshire,Sullivan,40543,40965,41399,42090,42547,42913,43396,43608,43767,43728
New Jersey,Atlantic,253674,255737,259263,263285,267723,270332,271759,272303,273014,274049
New Jersey,Bergen,885180,888782,890647,892214,893378,891446,889406,890817,895328,900319
New Jersey,Burlington,424453,429727,436445,442434,446548,447245,448373,447560,446831,447391
New Jersey,Camden,506707,506326,507899,508563,510137,511982,513195,513546,513853,513668
New Jersey,Cape May,102314,102023,101694,101710,100482,99269,98695,97686,97550,97238
New Jersey,Cumberland,146263,146451,147294,148437,149837,152022,153371,154489,155738,156531
New Jersey,Essex,792253,794312,795625,795167,791305,786341,781027,778996,778165,781943
New Jersey,Gloucester,256524,258783,262909,267445,271714,275122,280015,284086,286072,287362
New Jersey,Hudson,610135,616629,615554,614813,614607,614664,613577,613637,619533,628572
New Jersey,Hunterdon,122579,124500,125892,126935,127583,128072,128535,128568,128449,128364
New Jersey,Mercer,351465,353816,355935,358724,361248,362015,362840,363088,364119,365388
New Jersey,Middlesex,752880,761770,769280,775973,781582,787329,786890,792137,799191,805204
New Jersey,Monmouth,616849,620563,624532,627413,628605,627838,626934,626644,627348,628669
New Jersey,Morris,471326,473515,477234,481000,483997,485472,487486,488355,489743,490779
New Jersey,Ocean,513608,523357,536069,545093,551262,556012,561302,565356,569485,573123
New Jersey,Passaic,490733,493252,494571,494915,493981,493600,492730,492886,494904,498641
New Jersey,Salem,64177,64069,64434,64345,64835,65388,65831,65864,65974,66183
New Jersey,Somerset,298761,301671,305255,307902,310424,312617,314993,317128,318856,321564
New Jersey,Sussex,144714,146004,147712,149260,149906,150192,150508,150600,150145,149487
New Jersey,Union,523124,526183,527625,527611,526916,526161,525153,524960,527528,532434
New Jersey,Warren,102902,105201,106774,108163,108491,108855,109059,109179,109264,108693
New Mexico,Bernalillo,557601,564241,576532,587049,600449,615320,628632,638978,646879,655279
New Mexico,Catron,3567,3488,3501,3456,3468,3425,3573,3638,3631,3689
New Mexico,Chaves,61317,60928,60768,61248,61478,62172,62486,63587,64378,65110
New Mexico,Cibola,25633,26488,26592,26940,27167,27204,27032,27258,27259,27097
New Mexico,Colfax,14202,14140,14215,14088,14093,14031,13982,13933,13764,13731
New Mexico,Curry,44991,44964,45133,45385,46640,46981,47018,46588,45512,46555
New Mexico,De Baca,2218,2174,2158,2132,2062,2098,1994,1995,2000,2002
New Mexico,Doña Ana,175098,176496,178464,182045,184939,189199,193701,197853,200855,205401
New Mexico,Eddy,51399,50765,51002,51036,51242,50732,51366,51923,52566,53578
New Mexico,Grant,30882,30692,30165,29485,29038,29281,29503,29841,29921,29865
New Mexico,Guadalupe,4693,4791,4771,4875,4731,4713,4701,4759,4701,4637
New Mexico,Harding,801,781,745,763,782,756,749,732,690,700
New Mexico,Hidalgo,5766,5439,5272,5127,5028,4955,4921,5005,5022,5019
New Mexico,Lea,55264,55377,56340,56643,57471,58331,59541,61058,62737,64483
New Mexico,Lincoln,19477,19333,19467,19930,20242,20453,20588,20442,20458,20521
New Mexico,Los Alamos,18263,17610,18060,18408,18416,18407,18477,18281,17924,17742
New Mexico,Luna,24908,24593,24630,24762,24822,25102,25303,25328,25375,25119
New Mexico,McKinley,74563,74387,72868,71545,71500,70666,70541,69959,70449,70567
New Mexico,Mora,5196,5166,5151,5145,5061,5002,4992,4964,4909,4859
New Mexico,Otero,62151,61277,61194,61371,62662,62533,62200,62466,62498,62462
New Mexico,Quay,10012,9791,9638,9541,9306,9131,9036,8996,8978,8920
New Mexico,Rio Arriba,41197,40870,40717,40416,40342,40198,40335,40268,40008,40023
New Mexico,Roosevelt,18007,18377,18627,18722,18856,19093,19186,19359,19074,19192
New Mexico,Sandoval,91251,93440,96263,99350,102583,107436,114231,120401,125368,128985
New Mexico,San Juan,114131,115745,119430,121553,123179,124809,125028,126149,126905,129359
New Mexico,San Miguel,30052,29788,29707,29530,29547,29621,29388,29259,29234,29336
New Mexico,Santa Fe,129713,131057,133555,135213,136391,137610,138786,140210,141704,143205
New Mexico,Sierra,13209,12960,12672,12703,12382,12120,11997,11812,11914,11940
New Mexico,Socorro,18002,17907,17769,17997,17944,18052,18081,17995,17966,17927
New Mexico,Taos,30080,30236,30844,31307,31675,31850,32170,32485,32467,32792
New Mexico,Torrance,16915,16660,16520,16879,17184,16702,16728,16559,16257,16414
New Mexico,Union,4192,4138,4138,4080,4107,4198,4210,4286,4380,4523
New Mexico,Valencia,66453,67591,68401,68850,69021,70093,71661,73703,74879,75770
New York,Albany,295106,296232,298283,301085,302173,302791,303997,303858,303739,304733
New York,Allegany,49819,50079,50014,50165,50311,49768,49359,49079,49177,48969
New York,Bronx,1334319,1346555,1358739,1362373,1358963,1351736,1348164,1354056,1363488,1376261
New York,Broome,200351,200868,201438,201037,200974,200477,200905,200877,201029,200935
New York,Cattaraugus,83927,83346,83301,83335,82864,82039,81342,81056,80761,80491
New York,Cayuga,81871,81313,81401,81395,81284,81104,80892,80629,80482,80172
New York,Chautauqua,139593,138730,138346,137587,137174,136139,135640,135481,135229,135197
New York,Chemung,91094,90780,90613,90154,89777,88860,88732,88634,88503,88849
New York,Chenango,51325,51109,51205,51393,51297,51154,51391,51463,51326,50639
New York,Clinton,79891,80320,80707,81396,81803,82233,82547,82556,82401,82280
New York,Columbia,63046,62953,63182,63304,63646,63717,63427,63430,63253,63023
New York,Cortland,48693,48903,48891,49475,49628,49330,49449,49624,49537,49358
New York,Delaware,47864,47771,47666,47930,48283,48377,48271,48450,48363,48182
New York,Dutchess,280914,284712,287700,290781,292859,294362,294712,295319,296267,296887
New York,Erie,949440,946515,943551,941846,938333,931745,925564,921887,920571,919334
New York,Essex,38911,38893,39195,39334,39295,39321,39490,39373,39435,39478
New York,Franklin,51044,50925,50924,51228,51197,51257,51511,51782,51907,51706
New York,Fulton,54976,54904,54988,55081,55233,55301,55328,55489,55584,55558
New York,Genesee,60539,60321,60289,60412,60224,60068,59919,59930,59895,59932
New York,Greene,47986,47976,48177,48416,48755,49142,49513,49537,49467,49372
New York,Hamilton,5377,5312,5232,5181,5158,5093,4987,4969,4893,4858
New York,Herkimer,64451,64274,63971,64080,64332,64292,64029,64343,64404,64381
New York,Jefferson,111790,111422,111112,110246,109924,113486,113650,115059,115033,115023
New York,Kings,2467006,2477252,2480559,2472999,2459094,2445809,2436132,2441324,2460361,2487751
New York,Lewis,26989,26951,26618,26692,26661,26773,27001,27086,26878,27047
New York,Livingston,64705,65088,65118,65130,65484,65322,65357,65460,65637,65420
New York,Madison,69450,69852,70261,71010,71397,71471,72042,72709,73075,73169
New York,Monroe,738979,739891,741391,741671,741075,738506,738329,739249,741018,743386
New York,Montgomery,49605,49472,49298,49449,49460,49505,49724,49798,49951,50001
New York,Nassau,1336713,1337086,1339572,1339761,1337964,1332318,1324905,1322048,1325129,1332088
New York,New York,1540547,1555729,1555382,1562154,1569947,1573573,1578171,1581402,1587022,1583431
New York,Niagara,219620,218552,218127,218072,217737,216818,216148,215791,215793,216043
New York,Oneida,235146,234247,234078,234243,234654,234282,234229,234488,234482,234619
New York,Onondaga,458034,458576,459484,460961,461412,460910,460925,461287,463472,465633
New York,Ontario,100106,100819,101763,102625,103385,104259,104644,105216,106302,107214
New York,Orange,342892,347674,352975,358727,362934,364522,366908,368464,370201,372079
New York,Orleans,44178,43898,43660,43593,43682,43475,43420,43342,43254,42975
New York,Oswego,122477,122269,122496,123120,123340,122640,122354,122213,122366,122055
New York,Otsego,61860,61924,62093,62567,62934,63069,63032,62914,62561,62280
New York,Putnam,96049,97055,98263,98964,99468,99575,99357,99454,99537,99666
New York,Queens,2230501,2231316,2224507,2214608,2198516,2185222,2173862,2177351,2193623,2217166
New York,Rensselaer,152684,152700,153040,154201,155523,156104,157312,158243,159011,159150
New York,Richmond,445235,448961,452813,455939,456846,457028,457577,459642,463701,466965
New York,Rockland,287720,290613,293728,296224,297562,298737,299390,301668,305413,308652
New York,St. Lawrence,111864,111497,111292,111329,111468,111606,111556,111586,111684,112169
New York,Saratoga,201514,203974,206446,209410,211478,212975,214627,215798,217282,218652
New York,Schenectady,146581,146334,147199,147891,148900,150200,151768,152275,153360,154050
New York,Schoharie,31514,31794,31785,32032,32310,32534,32661,32894,32890,32776
New York,Schuyler,19232,19175,19179,19151,19034,18880,18752,18707,18644,18398
New York,Seneca,33343,34764,35046,35212,35312,35177,35223,35469,35370,35286
New York,Steuben,98764,99216,99583,99191,98983,98868,98473,98541,98726,98949
New York,Suffolk,1424081,1442488,1456745,1470849,1478215,1477687,1475626,1475255,1480218,1487206
New York,Sullivan,74134,74143,74452,75447,76265,76780,77231,77991,77755,77647
New York,Tioga,51838,51712,51992,51895,51631,51611,51536,51565,51498,51236
New York,Tompkins,96608,97458,98227,99049,99531,99433,99651,99910,100383,101497
New York,Ulster,177810,178440,180128,180942,181847,182438,182845,182818,183174,182638
New York,Warren,63273,63406,63774,64323,64576,65206,65554,65740,65848,65694
New York,Washington,60977,61142,61152,61621,62278,62468,62771,63054,63252,63077
New York,Wayne,93791,93794,93735,94001,93860,93727,93595,93539,93739,93643
New York,Westchester,925511,931577,935219,935799,935457,933401,931426,933414,937449,944201
New York,Wyoming,43399,43061,43007,42955,42852,42780,42673,42515,42281,42236
New York,Yates,24723,24725,24688,24898,25008,25129,25025,25234,25352,25303
North Carolina,Alamance,131423,133346,135239,136009,137619,139311,141462,144712,147704,149954
North Carolina,Alexander,33774,34187,34665,34998,35343,35786,36243,36609,36840,37053
North Carolina,Alleghany,10673,10740,10740,10776,10790,10788,10940,11061,11131,11125
North Carolina,Anson,25342,25553,25723,25749,26386,26585,26599,26664,26837,26917
North Carolina,Ashe,24480,24750,25029,25288,25684,25838,26134,26506,26858,27144
North Carolina,Avery,17318,17706,17867,17896,17971,17945,18104,17949,18024,17925
North Carolina,Beaufort,44950,45084,45216,45418,45618,46059,46622,46702,47297,47485
North Carolina,Bertie,19762,19829,19841,19897,20018,20057,19936,20927,21121,21216
North Carolina,Bladen,32270,32714,32782,33129,33684,33934,34114,34285,34665,34852
North Carolina,Brunswick,73717,76005,78296,80584,83327,87846,93938,99008,103257,105777
North Carolina,Buncombe,207152,209104,211841,214982,218139,221642,226524,230766,233772,236349
North Carolina,Burke,89353,89525,89371,89493,89394,89526,89903,90146,90788,91178
North Carolina,Cabarrus,132231,136463,140054,143336,146429,150797,157735,165717,171915,175993
