State,County,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Texas,Stephens,9636,9455,9374,9407,9327,9409,9450,9513,9556,9675
Texas,Sterling,1358,1341,1326,1285,1261,1198,1124,1152,1169,1160
Texas,Stonewall,1664,1568,1487,1452,1427,1393,1425,1439,1443,1433
Texas,Sutton,4024,4032,4072,4029,4124,4203,4299,4314,4321,4272
Texas,Swisher,8341,8248,8071,8062,8004,7910,7901,7855,7802,7680
Texas,Tarrant,1456919,1490204,1524249,1553086,1580595,1612048,1662005,1707157,1745602,1784078
Texas,Taylor,126649,125920,125920,125542,126702,127248,127838,128503,128903,130247
Texas,Terrell,1059,1017,1009,995,939,942,921,886,884,930
Texas,Terry,12705,12473,12559,12534,12532,12417,12448,12424,12394,12550
Texas,Throckmorton,1831,1791,1739,1702,1652,1695,1710,1653,1635,1654
Texas,Titus,28138,28100,28387,28947,29461,28803,29541,30231,30963,31749
Texas,Tom Green,104083,103923,104035,104330,104744,104974,106125,106680,107639,108879
Texas,Travis,819692,844877,848090,856315,870809,891266,925151,955399,980699,1006503
Texas,Trinity,13793,13852,14033,14156,14246,14395,14376,14425,14380,14472
Texas,Tyler,20854,20657,20825,20823,21038,20935,21034,21279,21570,21737
Texas,Upshur,35402,35746,36739,37232,37530,37957,38004,38275,38706,39084
Texas,Upton,3376,3231,3273,3202,3168,3117,3174,3123,3231,3327
Texas,Uvalde,25900,25939,26309,26258,26205,26368,26301,26217,26206,26223
Texas,Val Verde,45020,45144,45495,46184,46941,47108,47401,47676,47882,48463
Texas,Van Zandt,48324,48932,49953,50293,51366,51579,52194,52151,52470,52359
Texas,Victoria,83937,84491,84573,84674,84718,84453,84528,85261,85762,86635
Texas,Walker,61768,62444,62216,63609,64551,65676,65591,65517,65726,66748
Texas,Waller,32843,33747,35060,36333,36850,37242,38260,39809,40578,42087
Texas,Ward,10808,10459,10337,10237,10189,10232,10301,10275,10588,10734
Texas,Washington,30423,30433,30741,30995,31330,31710,32199,32434,32869,33459
Texas,Webb,194576,200347,206001,211786,217858,223703,229307,234594,240287,245908
Texas,Wharton,41220,40991,40915,41026,40992,40987,41073,40845,40893,40998
Texas,Wheeler,5253,5170,5094,4926,4934,4945,5055,5138,5199,5375
Texas,Wichita,131817,130790,130761,130411,131677,130767,131376,130564,130340,130913
Texas,Wilbarger,14613,14299,14248,14023,13879,13830,13835,13746,13506,13575
Texas,Willacy,20076,20016,20198,20418,20767,21229,21463,21576,21763,21862
Texas,Williamson,255379,276940,290112,302895,316532,332169,351970,373723,395437,410800
Texas,Wilson,32721,33408,34254,35458,36721,37706,39007,40354,41657,42181
Texas,Winkler,7083,7056,6960,6738,6735,6578,6642,6775,7024,7128
Texas,Wise,49373,50927,52381,53691,54497,55613,56569,57247,58181,59134
Texas,Wood,36811,37288,37633,38915,39600,39917,41099,41414,41722,41870
Texas,Yoakum,7274,7299,7212,7235,7362,7404,7404,7588,7765,7908
Texas,Young,17846,17659,17665,17892,17921,17801,18227,18135,18104,18466
Texas,Zapata,12088,12266,12514,12584,12727,13043,13069,13388,13640,13876
Texas,Zavala,11636,11596,11616,11513,11512,11565,11642,11657,11725,11544
Utah,Beaver,5998,5999,6058,6039,6077,6192,6281,6266,6413,6552
Utah,Box Elder,42882,43362,44038,44548,44666,45090,45948,47193,48437,49372
Utah,Cache,91861,92831,95493,97101,98854,100501,101236,103624,106824,110291
Utah,Carbon,20491,19937,20114,20146,20026,19870,20072,20554,20596,21143
Utah,Daggett,926,929,907,914,952,967,984,974,993,1037
Utah,Davis,240422,244687,249676,255582,262189,269208,278800,288236,295801,301965
Utah,Duchesne,14449,14652,14969,15002,15101,15473,15823,16651,17412,18536
Utah,Emery,10850,10614,10548,10545,10460,10471,10445,10566,10740,10896
Utah,Garfield,4747,4705,4650,4605,4552,4582,4670,4850,5010,5068
Utah,Grand,8420,8436,8556,8556,8528,8657,8787,8838,8981,9034
Utah,Iron,34002,34771,35728,36202,37223,39555,42000,43645,44547,45693
Utah,Juab,8268,8388,8482,8622,8803,8926,9175,9607,10024,10209
Utah,Kane,6094,6000,6081,6133,6200,6369,6678,6778,6853,7001
Utah,Millard,12385,12294,12223,12168,12017,11935,11946,11954,12146,12343
Utah,Morgan,7165,7337,7488,7572,7725,7977,8342,8771,9126,9318
Utah,Piute,1436,1414,1417,1409,1430,1430,1429,1419,1511,1528
Utah,Rich,1965,1932,1947,2039,2051,2055,2035,2124,2227,2253
Utah,Salt Lake,901018,910750,918152,924802,934140,947963,966798,983719,999553,1016795
Utah,San Juan,14334,13495,13662,13571,13723,13653,13679,14028,14436,14514
Utah,Sanpete,22806,23294,23566,23866,24217,24607,25051,25846,26959,27511
Utah,Sevier,18877,18975,19088,19192,19412,19415,19844,20236,20599,20694
Utah,Summit,29964,30803,31536,32353,33271,34137,34242,34647,35229,35838
Utah,Tooele,41519,43331,44998,46652,47894,49258,51483,53821,55909,57218
Utah,Uintah,25215,25786,26395,26561,26994,27661,28662,29920,31009,32931
Utah,Utah,371811,385671,397190,406158,416220,430697,448296,469574,487615,504801
Utah,Wasatch,15421,16205,16975,17765,18349,19410,20755,21413,22120,22886
Utah,Washington,91206,94512,99274,104188,110207,119000,126796,132277,135552,137088
Utah,Wayne,2533,2532,2559,2527,2505,2510,2594,2648,2731,2788
Utah,Weber,197437,200073,203045,205319,207794,210150,212656,217567,223676,228118
Vermont,Addison,36002,36055,36320,36432,36580,36611,36758,36886,36905,36847
Vermont,Bennington,36965,36974,37105,37083,37062,36960,37127,37077,37168,37151
Vermont,Caledonia,29662,29704,30046,30188,30642,30881,31252,31238,31167,31213
Vermont,Chittenden,147161,148441,149639,150410,151445,152163,152861,153625,154659,155793
Vermont,Essex,6445,6467,6503,6480,6478,6450,6341,6421,6404,6331
Vermont,Franklin,45530,45900,46305,46590,46942,47192,47392,47455,47462,47620
Vermont,Grand Isle,6909,7020,7108,7201,7265,7282,7173,7152,7211,7022
Vermont,Lamoille,23285,23378,23475,23539,23444,23421,23642,23778,23971,24193
Vermont,Orange,28381,28696,28735,28921,29040,29066,29249,29119,29032,28965
Vermont,Orleans,26321,26443,26540,26908,27064,27224,27215,27332,27269,27234
Vermont,Rutland,63373,63132,62982,63113,62997,63003,62894,62618,62368,61946
Vermont,Washington,58072,58526,58889,58958,59081,59366,59414,59275,59278,59353
Vermont,Windham,44074,43998,44122,44353,44241,44187,44390,44444,44407,44441
Vermont,Windsor,57438,57489,57673,57682,57639,57409,57184,57061,56850,56708
Virginia,Accomack,38215,37742,37308,36742,36310,35835,35192,34553,33970,33415
Virginia,Albemarle,83532,85002,86150,87620,89491,91676,93852,95009,97081,98071
Virginia,Alleghany,17213,17082,16953,16687,16645,16580,16564,16530,16404,16306
Virginia,Amelia,11446,11481,11540,11544,11712,11943,12250,12447,12563,12594
Virginia,Amherst,31854,31953,31775,31810,31783,31955,32094,32203,32510,32447
Virginia,Appomattox,13692,13809,13733,13765,13916,13981,14215,14425,14795,14812
Virginia,Arlington,189198,190386,190137,188735,187901,187760,188176,190759,196305,202637
Virginia,Augusta,65572,66124,66735,67660,68899,69949,71896,73041,73555,73844
Virginia,Bath,5020,4997,5012,4974,4934,4891,4823,4835,4778,4743
Virginia,Bedford,60472,60985,61580,62441,63563,64825,66363,67392,67594,68399
Virginia,Bland,6833,6876,6836,6913,6913,6873,6840,6930,6921,6868
Virginia,Botetourt,30648,30748,31155,31454,31715,31803,32491,32681,32955,33042
Virginia,Brunswick,18387,18331,18236,18072,17981,17981,18011,17823,17791,17507
Virginia,Buchanan,26838,26501,26299,25941,25647,25315,25009,24670,24371,24234
Virginia,Buckingham,15634,15857,15908,16057,16168,16401,16547,16737,16819,17148
Virginia,Campbell,51082,51349,51685,51885,52093,52795,53475,53769,54232,54472
Virginia,Caroline,22136,22168,22566,23135,23920,25475,26722,27592,28011,28263
Virginia,Carroll,29264,29448,29415,29472,29670,29660,29894,29933,30067,30002
Virginia,Charles City,6930,6952,7030,7091,7050,7060,7156,7148,7232,7216
Virginia,Charlotte,12476,12481,12590,12465,12524,12631,12731,12680,12654,12588
Virginia,Chesterfield,261047,265544,270741,276300,283030,289998,298496,304636,309837,313096
Virginia,Clarke,12672,12862,12950,13110,13413,13710,13939,13969,14092,14015
Virginia,Craig,5073,5056,5065,5097,5142,5139,5158,5212,5167,5120
Virginia,Culpeper,34442,35299,36612,38121,39670,41894,44076,45527,46056,46236
Virginia,Cumberland,8987,9002,9093,9216,9223,9465,9596,9762,9849,10013
Virginia,Dickenson,16322,16237,16074,16018,16003,16111,15958,15971,16078,15925
Virginia,Dinwiddie,24674,24666,25038,25415,25770,26149,26590,27078,27694,27888
Virginia,Essex,9984,9994,10074,10201,10238,10445,10576,10739,10920,11104
Virginia,Fairfax,975476,991564,998613,1003070,1010938,1019490,1018981,1027727,1044178,1065142
Virginia,Fauquier,55470,56878,58522,59863,61319,62686,63761,64122,64558,64907
Virginia,Floyd,13909,14086,14172,14261,14371,14588,14762,14823,15101,15150
Virginia,Fluvanna,20191,21027,21921,22835,23451,24318,24638,25134,25461,25576
Virginia,Franklin,47546,48384,49167,50012,51001,51976,53037,54447,55284,55732
Virginia,Frederick,59639,61360,63313,65379,67442,69921,72456,74670,76060,77477
Virginia,Giles,16738,16799,16800,16821,16786,16963,17161,17138,17168,17264
Virginia,Gloucester,34793,34852,35103,35454,35714,36011,36220,36466,36638,36778
Virginia,Goochland,16935,17250,17610,18062,18570,19349,20176,20869,21285,21604
Virginia,Grayson,16782,16548,16558,16414,16301,16153,16096,16066,15938,15696
Virginia,Greene,15454,15793,16308,16677,16895,17155,17607,17972,18131,18237
Virginia,Greensville,11566,11605,11639,11876,11428,12063,12048,12147,12206,12272
Virginia,Halifax,37299,37003,36919,36645,36382,36340,36383,36338,36347,36293
Virginia,Hanover,86972,88845,91370,93466,95295,96451,98025,98830,99404,99651
Virginia,Henrico,264385,267722,270608,274555,280290,286441,291460,296408,300198,304763
Virginia,Henry,57903,57393,56986,56506,56183,55651,55464,55284,55073,54402
Virginia,Highland,2529,2530,2450,2490,2442,2463,2479,2424,2403,2363
Virginia,Isle of Wight,29849,30119,30497,31224,31899,32566,33716,34581,34955,35270
Virginia,James City,48536,49786,51722,53734,56182,58428,61133,63007,64436,66118
Virginia,King and Queen,6620,6607,6586,6558,6739,6792,6915,6948,6916,6893
Virginia,King George,16916,17136,17717,18326,19124,20476,21519,22444,22996,23335
Virginia,King William,13238,13412,13589,13808,13975,14278,14874,15296,15604,15768
Virginia,Lancaster,11549,11401,11417,11519,11514,11533,11551,11573,11481,11403
Virginia,Lee,23548,23320,24278,24967,25168,25150,25228,25322,25463,25578
Virginia,Loudoun,173907,189910,203543,220366,238299,254909,267194,279704,292570,303661
Virginia,Louisa,25819,26320,27027,27867,28582,29835,30946,31716,32475,32840
Virginia,Lunenburg,13093,13050,13109,13064,12952,13030,13070,13024,12936,12887
Virginia,Madison,12535,12643,12838,12865,12902,13106,13291,13429,13332,13358
Virginia,Mathews,9142,9145,9118,9091,9021,8962,8987,9026,9041,8997
Virginia,Mecklenburg,32384,32425,32528,32546,32547,32554,32642,32823,32920,32815
Virginia,Middlesex,9932,10007,10029,10238,10399,10526,10732,10763,10806,10875
Virginia,Montgomery,83799,85236,85746,86708,87289,88696,90062,91548,92724,93772
Virginia,Nelson,14451,14496,14614,14718,14699,14828,14809,14993,15050,15090
Virginia,New Kent,13537,13876,14192,14764,15317,15953,16680,17254,17728,18057
Virginia,Northampton,13025,12843,12729,12714,12759,12771,12776,12649,12586,12460
Virginia,Northumberland,12229,12239,12451,12543,12487,12501,12430,12466,12496,12379
Virginia,Nottoway,15773,15849,15756,15693,15628,15795,15719,15799,15847,15894
Virginia,Orange,25981,26431,27128,27951,28658,29990,31438,32273,33077,33329
Virginia,Page,23149,23171,23265,23531,23527,23708,24045,24222,24208,24076
Virginia,Patrick,19418,19293,19071,18979,18836,18802,18766,18748,18677,18562
Virginia,Pittsylvania,61835,62037,61975,62107,62279,62467,62586,62803,63472,63386
Virginia,Powhatan,22585,23090,24105,24888,25568,26372,27391,27599,27745,27983
Virginia,Prince Edward,19708,19737,20264,20203,20639,21341,21722,22293,22959,23260
Virginia,Prince George,33100,33586,34258,34345,34925,34798,34575,34466,35059,35828
Virginia,Prince William,284565,298843,311749,323377,337439,350612,359174,368016,374776,389001
Virginia,Pulaski,35144,35120,34817,34789,34829,34748,34891,35058,35051,34988
Virginia,Rappahannock,6980,7157,7197,7200,7289,7384,7348,7403,7420,7333
Virginia,Richmond,8803,8924,9003,9103,9202,9213,9328,9426,9386,9251
Virginia,Roanoke,85744,85941,86569,87338,88177,89245,90489,91120,91704,92215
Virginia,Rockbridge,20835,20905,20989,21189,21432,21738,21931,22228,22363,22269
Virginia,Rockingham,67977,68671,69315,69975,70789,72030,73000,74274,75075,75850
Virginia,Russell,29251,29001,28741,28766,28546,28508,28618,28889,28831,29012
Virginia,Scott,23351,23127,23048,22978,22954,23084,23272,23302,23237,23212
Virginia,Shenandoah,35240,35835,36525,37309,38272,39406,40610,41214,41720,41743
Virginia,Smyth,33079,32931,32849,32733,32570,32519,32632,32449,32386,32283
Virginia,Southampton,17493,17489,17353,17409,17535,17810,18028,18571,18706,18607
Virginia,Spotsylvania,91387,96326,101802,106525,110580,115017,117891,119083,120195,121038
Virginia,Stafford,93625,98320,103943,109166,113798,117611,119892,122526,124323,126449
Virginia,Surry,6833,6829,6886,6901,6873,6865,6991,7042,7061,7037
Virginia,Sussex,12456,12318,12109,12205,12014,11933,12193,12191,12215,12175
Virginia,Tazewell,44418,43985,43995,44042,44102,44025,44195,44169,45020,45069
Virginia,Warren,31690,32222,33031,33797,34434,35405,36231,36814,37259,37240
Virginia,Washington,51230,51441,51670,51908,52341,52940,53322,54216,54475,54722
Virginia,Westmoreland,16644,16518,16528,16718,16658,16757,16841,17127,17305,17448
Virginia,Wise,42077,41810,41667,41640,41591,41585,41531,41543,41489,41454
Virginia,Wythe,27621,27585,27710,27859,27947,28349,28628,28827,29123,29216
Virginia,York,57119,58651,60126,60620,61926,63076,63912,64710,64944,65197
Virginia,Alexandria city,129225,130932,130614,129421,128765,128181,127676,129175,132949,137523
Virginia,Bedford city,6425,6400,6320,6237,6198,6186,6147,6169,6150,6174
Virginia,Bristol city,17289,17330,17087,17465,17536,17493,17684,17540,17631,17842
Virginia,Buena Vista city,6381,6423,6412,6555,6588,6634,6679,6618,6664,6677
Virginia,Charlottesville city,41351,41436,41449,40695,40281,40597,41066,41538,42130,43054
Virginia,Chesapeake city,200224,202325,203970,206909,211927,215128,217271,217450,218458,220176
Virginia,Colonial Heights city,16905,17002,17026,17056,17296,17348,17604,17462,17387,17525
Virginia,Covington city,6281,6319,6283,6230,6192,6073,5979,6057,5991,5948
Virginia,Danville city,48104,47415,46929,46515,45788,45086,44586,44162,43765,43496
Virginia,Emporia city,5655,5618,5736,5693,5659,5657,5734,5755,5820,5865
Virginia,Fairfax city,21600,21668,21603,21518,21160,20860,21407,21682,22112,22418
Virginia,Falls Church city,10441,10550,10600,10596,10589,10840,10852,10947,11219,11787
Virginia,Franklin city,8269,8160,8044,8113,8177,8278,8489,8611,8538,8489
Virginia,Fredericksburg city,19461,20061,20501,20659,21567,21660,22479,22898,23277,23775
Virginia,Galax city,6921,6775,6738,6744,6790,6821,6879,6880,6888,6966
Virginia,Hampton city,146054,143432,141844,140413,140200,141314,140839,140222,138957,137833
Virginia,Harrisonburg city,40437,41646,42837,43176,43753,44572,45858,46551,47286,48294
Virginia,Hopewell city,22277,22147,22291,22046,21998,22131,22295,22549,22576,22455
Virginia,Lexington city,6825,6858,6842,6750,6810,6903,6978,6956,6963,7006
Virginia,Lynchburg city,65330,65003,65263,66496,67021,68773,70919,72869,74018,75137
Virginia,Manassas city,34914,35341,35878,36253,36564,36452,35631,34969,34858,36674
Virginia,Manassas Park city,10305,10777,11150,11357,11982,12451,12490,12677,12744,13613
Virginia,Martinsville city,15331,15173,14867,14796,14448,14405,14281,14042,14040,14012
Virginia,Newport News city,180236,181873,183061,183404,185204,183651,183581,182528,181287,181000
Virginia,Norfolk city,234986,236489,241704,239286,243836,239650,243406,241248,241201,241725
Virginia,Norton city,3916,3896,3929,3944,3847,3767,3825,3869,3861,3903
Virginia,Petersburg city,33561,33183,32803,32645,32292,31930,32181,32318,32321,32168
Virginia,Poquoson city,11582,11523,11697,11797,11772,11879,12008,12089,12103,12153
Virginia,Portsmouth city,100337,99166,98297,97184,97428,98069,99213,97831,95802,95384
Virginia,Radford city,15872,16193,15963,15691,15743,15995,16163,16341,16304,16361
Virginia,Richmond city,196782,197575,197513,197306,196878,197465,198618,200201,202254,203678
Virginia,Roanoke city,94941,94931,93956,93716,93614,93932,94247,94916,95813,97023
Virginia,Salem city,24747,24487,24554,24465,24096,24310,24508,24482,24673,24684
Virginia,Staunton city,23896,23734,23691,23726,23501,23603,23638,23920,23945,23764
Virginia,Suffolk city,64216,66448,69274,72721,75725,77957,80291,81273,82603,83648
Virginia,Virginia Beach city,426918,428396,430183,431600,437494,436210,437739,434732,433331,435004
Virginia,Waynesboro city,19661,19744,20010,20163,20351,20533,20728,20747,20920,20985
Virginia,Williamsburg city,12012,12024,11829,11796,11986,12400,12810,13142,13296,13687
Virginia,Winchester city,23699,24224,24602,24649,25175,25565,25757,25701,26004,26036
Washington,Adams,16458,16259,16445,16612,16664,16918,16997,17413,17782,18405
Washington,Asotin,20546,20447,20490,20487,20783,20908,21133,21188,21393,21415
Washington,Benton,143131,145909,150323,153596,155689,157726,159564,161669,166573,171122
Washington,Chelan,66648,66574,66742,67173,67882,68747,69536,70214,70813,71679
Washington,Clallam,64269,64756,65777,66301,67411,68720,69642,70186,70769,71077
Washington,Clark,347208,357211,366405,374098,384931,394277,401698,408820,415282,421236
Washington,Columbia,4069,4034,3995,4003,4027,3974,3895,3897,3903,3977
Washington,Cowlitz,92984,93608,94325,94516,95541,96536,99162,100744,101688,102126
Washington,Douglas,32674,32787,33044,33481,34086,34622,35558,36503,37216,37935
Washington,Ferry,7276,7285,7280,7424,7478,7495,7562,7430,7439,7538
Washington,Franklin,49565,50511,52365,55447,58165,61360,64585,67586,70775,74478
Washington,Garfield,2383,2313,2293,2316,2270,2274,2245,2203,2244,2237
Washington,Grant,74918,76044,76944,77955,78734,79531,81036,82645,84944,87340
Washington,Grays Harbor,67075,67896,68264,69065,69775,70423,71256,71827,72027,72468
Washington,Island,71886,73884,74840,74670,77667,77589,79136,78726,78375,78248
Washington,Jefferson,26414,26845,27201,27588,27949,28506,29239,29346,29648,29714
Washington,King,1739009,1754090,1758685,1763440,1775297,1795268,1822967,1847986,1875020,1912012
Washington,Kitsap,232720,234513,238129,239758,241960,239806,245054,244105,246912,248800
Washington,Kittitas,33537,34000,34977,35726,36921,37537,38680,39158,40015,40466
Washington,Klickitat,19204,19161,19060,19242,19232,19279,19701,19898,20135,20164
Washington,Lewis,68596,68934,69452,70366,71021,72060,73318,74229,74899,75316
Washington,Lincoln,10143,10123,10092,10206,10442,10350,10418,10509,10608,10570
Washington,Mason,49631,50298,51215,52351,53819,55198,56872,58679,59785,60333
Washington,Okanogan,39566,39126,38865,38575,38847,39143,39322,39676,40235,40699
Washington,Pacific,20939,20631,20514,20885,20953,21228,21326,21415,21305,21026
Washington,Pend Oreille,11672,11807,11934,12029,12244,12357,12681,12828,12985,13043
Washington,Pierce,703993,716447,728091,733969,740137,748148,763408,772484,785400,796483
Washington,San Juan,14120,14334,14628,14787,15071,15167,15270,15400,15590,15714
Washington,Skagit,103420,104534,105563,107369,109030,110683,112621,114066,115808,116557
Washington,Skamania,9895,9833,9886,10046,10236,10303,10583,10786,10918,10955
Washington,Snohomish,609185,622390,631526,635612,643533,654849,670706,683997,694622,706302
Washington,Spokane,418803,422922,427107,430710,435268,440439,447517,456150,462263,468235
