location,year,state,state_code,county,candidate,party,candidate_votes,total_votes,Location
"North Carolina, Alamance",2016,North Carolina,NC,Alamance,Donald Trump,republican,38815.0,71157,"North Carolina, Alamance"
"North Carolina, Alexander",2016,North Carolina,NC,Alexander,Hillary Clinton,democrat,3767.0,18271,"North Carolina, Alexander"
"North Carolina, Alexander",2016,North Carolina,NC,Alexander,Donald Trump,republican,13893.0,18271,"North Carolina, Alexander"
"North Carolina, Alleghany",2016,North Carolina,NC,Alleghany,Hillary Clinton,democrat,1306.0,5315,"North Carolina, Alleghany"
"North Carolina, Alleghany",2016,North Carolina,NC,Alleghany,Donald Trump,republican,3814.0,5315,"North Carolina, Alleghany"
"North Carolina, Anson",2016,North Carolina,NC,Anson,Hillary Clinton,democrat,5859.0,10545,"North Carolina, Anson"
"North Carolina, Anson",2016,North Carolina,NC,Anson,Donald Trump,republican,4506.0,10545,"North Carolina, Anson"
"North Carolina, Ashe",2016,North Carolina,NC,Ashe,Hillary Clinton,democrat,3500.0,13424,"North Carolina, Ashe"
"North Carolina, Ashe",2016,North Carolina,NC,Ashe,Donald Trump,republican,9412.0,13424,"North Carolina, Ashe"
"North Carolina, Avery",2016,North Carolina,NC,Avery,Hillary Clinton,democrat,1689.0,8249,"North Carolina, Avery"
"North Carolina, Avery",2016,North Carolina,NC,Avery,Donald Trump,republican,6298.0,8249,"North Carolina, Avery"
"North Carolina, Beaufort",2016,North Carolina,NC,Beaufort,Hillary Clinton,democrat,8764.0,23938,"North Carolina, Beaufort"
"North Carolina, Beaufort",2016,North Carolina,NC,Beaufort,Donald Trump,republican,14543.0,23938,"North Carolina, Beaufort"
"North Carolina, Bertie",2016,North Carolina,NC,Bertie,Hillary Clinton,democrat,5778.0,9347,"North Carolina, Bertie"
"North Carolina, Bertie",2016,North Carolina,NC,Bertie,Donald Trump,republican,3456.0,9347,"North Carolina, Bertie"
"North Carolina, Bladen",2016,North Carolina,NC,Bladen,Hillary Clinton,democrat,7058.0,15897,"North Carolina, Bladen"
"North Carolina, Bladen",2016,North Carolina,NC,Bladen,Donald Trump,republican,8550.0,15897,"North Carolina, Bladen"
"North Carolina, Brunswick",2016,North Carolina,NC,Brunswick,Hillary Clinton,democrat,23282.0,68351,"North Carolina, Brunswick"
"North Carolina, Brunswick",2016,North Carolina,NC,Brunswick,Donald Trump,republican,42720.0,68351,"North Carolina, Brunswick"
"North Carolina, Buncombe",2016,North Carolina,NC,Buncombe,Hillary Clinton,democrat,75452.0,138947,"North Carolina, Buncombe"
"North Carolina, Buncombe",2016,North Carolina,NC,Buncombe,Donald Trump,republican,55716.0,138947,"North Carolina, Buncombe"
"North Carolina, Burke",2016,North Carolina,NC,Burke,Hillary Clinton,democrat,11251.0,38920,"North Carolina, Burke"
"North Carolina, Burke",2016,North Carolina,NC,Burke,Donald Trump,republican,26238.0,38920,"North Carolina, Burke"
"North Carolina, Cabarrus",2016,North Carolina,NC,Cabarrus,Hillary Clinton,democrat,35521.0,93289,"North Carolina, Cabarrus"
"North Carolina, Cabarrus",2016,North Carolina,NC,Cabarrus,Donald Trump,republican,53819.0,93289,"North Carolina, Cabarrus"
"North Carolina, Caldwell",2016,North Carolina,NC,Caldwell,Hillary Clinton,democrat,8425.0,36320,"North Carolina, Caldwell"
"North Carolina, Caldwell",2016,North Carolina,NC,Caldwell,Donald Trump,republican,26621.0,36320,"North Carolina, Caldwell"
"North Carolina, Camden",2016,North Carolina,NC,Camden,Hillary Clinton,democrat,1274.0,5006,"North Carolina, Camden"
"North Carolina, Camden",2016,North Carolina,NC,Camden,Donald Trump,republican,3546.0,5006,"North Carolina, Camden"
"North Carolina, Carteret",2016,North Carolina,NC,Carteret,Hillary Clinton,democrat,9939.0,37781,"North Carolina, Carteret"
"North Carolina, Carteret",2016,North Carolina,NC,Carteret,Donald Trump,republican,26569.0,37781,"North Carolina, Carteret"
"North Carolina, Caswell",2016,North Carolina,NC,Caswell,Hillary Clinton,democrat,4792.0,11070,"North Carolina, Caswell"
"North Carolina, Caswell",2016,North Carolina,NC,Caswell,Donald Trump,republican,6026.0,11070,"North Carolina, Caswell"
"North Carolina, Catawba",2016,North Carolina,NC,Catawba,Hillary Clinton,democrat,21216.0,72351,"North Carolina, Catawba"
"North Carolina, Catawba",2016,North Carolina,NC,Catawba,Donald Trump,republican,48324.0,72351,"North Carolina, Catawba"
"North Carolina, Chatham",2016,North Carolina,NC,Chatham,Hillary Clinton,democrat,21065.0,39849,"North Carolina, Chatham"
"North Carolina, Chatham",2016,North Carolina,NC,Chatham,Donald Trump,republican,17105.0,39849,"North Carolina, Chatham"
"North Carolina, Cherokee",2016,North Carolina,NC,Cherokee,Hillary Clinton,democrat,2860.0,14181,"North Carolina, Cherokee"
"North Carolina, Cherokee",2016,North Carolina,NC,Cherokee,Donald Trump,republican,10844.0,14181,"North Carolina, Cherokee"
"North Carolina, Chowan",2016,North Carolina,NC,Chowan,Hillary Clinton,democrat,2992.0,7228,"North Carolina, Chowan"
"North Carolina, Chowan",2016,North Carolina,NC,Chowan,Donald Trump,republican,4014.0,7228,"North Carolina, Chowan"
"North Carolina, Clay",2016,North Carolina,NC,Clay,Hillary Clinton,democrat,1367.0,6010,"North Carolina, Clay"
"North Carolina, Clay",2016,North Carolina,NC,Clay,Donald Trump,republican,4437.0,6010,"North Carolina, Clay"
"North Carolina, Cleveland",2016,North Carolina,NC,Cleveland,Hillary Clinton,democrat,14964.0,44673,"North Carolina, Cleveland"
"North Carolina, Cleveland",2016,North Carolina,NC,Cleveland,Donald Trump,republican,28479.0,44673,"North Carolina, Cleveland"
"North Carolina, Columbus",2016,North Carolina,NC,Columbus,Hillary Clinton,democrat,9063.0,23732,"North Carolina, Columbus"
"North Carolina, Columbus",2016,North Carolina,NC,Columbus,Donald Trump,republican,14272.0,23732,"North Carolina, Columbus"
"North Carolina, Craven",2016,North Carolina,NC,Craven,Hillary Clinton,democrat,17630.0,47001,"North Carolina, Craven"
"North Carolina, Craven",2016,North Carolina,NC,Craven,Donald Trump,republican,27731.0,47001,"North Carolina, Craven"
"North Carolina, Cumberland",2016,North Carolina,NC,Cumberland,Hillary Clinton,democrat,71605.0,127506,"North Carolina, Cumberland"
"North Carolina, Cumberland",2016,North Carolina,NC,Cumberland,Donald Trump,republican,51265.0,127506,"North Carolina, Cumberland"
"North Carolina, Currituck",2016,North Carolina,NC,Currituck,Hillary Clinton,democrat,2913.0,12669,"North Carolina, Currituck"
"North Carolina, Currituck",2016,North Carolina,NC,Currituck,Donald Trump,republican,9163.0,12669,"North Carolina, Currituck"
"North Carolina, Dare",2016,North Carolina,NC,Dare,Hillary Clinton,democrat,7222.0,19609,"North Carolina, Dare"
"North Carolina, Dare",2016,North Carolina,NC,Dare,Donald Trump,republican,11460.0,19609,"North Carolina, Dare"
"North Carolina, Davidson",2016,North Carolina,NC,Davidson,Hillary Clinton,democrat,18109.0,74856,"North Carolina, Davidson"
"North Carolina, Davidson",2016,North Carolina,NC,Davidson,Donald Trump,republican,54317.0,74856,"North Carolina, Davidson"
"North Carolina, Davie",2016,North Carolina,NC,Davie,Hillary Clinton,democrat,5270.0,21756,"North Carolina, Davie"
"North Carolina, Davie",2016,North Carolina,NC,Davie,Donald Trump,republican,15602.0,21756,"North Carolina, Davie"
"North Carolina, Duplin",2016,North Carolina,NC,Duplin,Hillary Clinton,democrat,8283.0,20856,"North Carolina, Duplin"
"North Carolina, Duplin",2016,North Carolina,NC,Duplin,Donald Trump,republican,12217.0,20856,"North Carolina, Duplin"
"North Carolina, Durham",2016,North Carolina,NC,Durham,Hillary Clinton,democrat,121250.0,156134,"North Carolina, Durham"
"North Carolina, Durham",2016,North Carolina,NC,Durham,Donald Trump,republican,28350.0,156134,"North Carolina, Durham"
"North Carolina, Edgecombe",2016,North Carolina,NC,Edgecombe,Hillary Clinton,democrat,16224.0,24886,"North Carolina, Edgecombe"
"North Carolina, Edgecombe",2016,North Carolina,NC,Edgecombe,Donald Trump,republican,8261.0,24886,"North Carolina, Edgecombe"
"North Carolina, Forsyth",2016,North Carolina,NC,Forsyth,Hillary Clinton,democrat,94464.0,178312,"North Carolina, Forsyth"
"North Carolina, Forsyth",2016,North Carolina,NC,Forsyth,Donald Trump,republican,75975.0,178312,"North Carolina, Forsyth"
"North Carolina, Franklin",2016,North Carolina,NC,Franklin,Hillary Clinton,democrat,12874.0,30368,"North Carolina, Franklin"
"North Carolina, Franklin",2016,North Carolina,NC,Franklin,Donald Trump,republican,16368.0,30368,"North Carolina, Franklin"
"North Carolina, Gaston",2016,North Carolina,NC,Gaston,Hillary Clinton,democrat,31177.0,96431,"North Carolina, Gaston"
"North Carolina, Gaston",2016,North Carolina,NC,Gaston,Donald Trump,republican,61798.0,96431,"North Carolina, Gaston"
"North Carolina, Gates",2016,North Carolina,NC,Gates,Hillary Clinton,democrat,2385.0,5392,"North Carolina, Gates"
"North Carolina, Gates",2016,North Carolina,NC,Gates,Donald Trump,republican,2874.0,5392,"North Carolina, Gates"
"North Carolina, Graham",2016,North Carolina,NC,Graham,Hillary Clinton,democrat,768.0,4168,"North Carolina, Graham"
"North Carolina, Graham",2016,North Carolina,NC,Graham,Donald Trump,republican,3283.0,4168,"North Carolina, Graham"
"North Carolina, Granville",2016,North Carolina,NC,Granville,Hillary Clinton,democrat,12909.0,27353,"North Carolina, Granville"
"North Carolina, Granville",2016,North Carolina,NC,Granville,Donald Trump,republican,13591.0,27353,"North Carolina, Granville"
"North Carolina, Greene",2016,North Carolina,NC,Greene,Hillary Clinton,democrat,3605.0,8095,"North Carolina, Greene"
"North Carolina, Greene",2016,North Carolina,NC,Greene,Donald Trump,republican,4374.0,8095,"North Carolina, Greene"
"North Carolina, Guilford",2016,North Carolina,NC,Guilford,Hillary Clinton,democrat,149248.0,257405,"North Carolina, Guilford"
"North Carolina, Guilford",2016,North Carolina,NC,Guilford,Donald Trump,republican,98062.0,257405,"North Carolina, Guilford"
"North Carolina, Halifax",2016,North Carolina,NC,Halifax,Hillary Clinton,democrat,15748.0,25167,"North Carolina, Halifax"
"North Carolina, Halifax",2016,North Carolina,NC,Halifax,Donald Trump,republican,9031.0,25167,"North Carolina, Halifax"
"North Carolina, Harnett",2016,North Carolina,NC,Harnett,Hillary Clinton,democrat,16737.0,46065,"North Carolina, Harnett"
"North Carolina, Harnett",2016,North Carolina,NC,Harnett,Donald Trump,republican,27614.0,46065,"North Carolina, Harnett"
"North Carolina, Haywood",2016,North Carolina,NC,Haywood,Hillary Clinton,democrat,10473.0,30727,"North Carolina, Haywood"
"North Carolina, Haywood",2016,North Carolina,NC,Haywood,Donald Trump,republican,18929.0,30727,"North Carolina, Haywood"
"North Carolina, Henderson",2016,North Carolina,NC,Henderson,Hillary Clinton,democrat,19827.0,58176,"North Carolina, Henderson"
"North Carolina, Henderson",2016,North Carolina,NC,Henderson,Donald Trump,republican,35809.0,58176,"North Carolina, Henderson"
"North Carolina, Hertford",2016,North Carolina,NC,Hertford,Hillary Clinton,democrat,6910.0,10186,"North Carolina, Hertford"
"North Carolina, Hertford",2016,North Carolina,NC,Hertford,Donald Trump,republican,3099.0,10186,"North Carolina, Hertford"
"North Carolina, Hoke",2016,North Carolina,NC,Hoke,Hillary Clinton,democrat,9726.0,18230,"North Carolina, Hoke"
"North Carolina, Hoke",2016,North Carolina,NC,Hoke,Donald Trump,republican,7760.0,18230,"North Carolina, Hoke"
"North Carolina, Hyde",2016,North Carolina,NC,Hyde,Hillary Clinton,democrat,965.0,2304,"North Carolina, Hyde"
"North Carolina, Hyde",2016,North Carolina,NC,Hyde,Donald Trump,republican,1288.0,2304,"North Carolina, Hyde"
"North Carolina, Iredell",2016,North Carolina,NC,Iredell,Hillary Clinton,democrat,24734.0,82567,"North Carolina, Iredell"
"North Carolina, Iredell",2016,North Carolina,NC,Iredell,Donald Trump,republican,54754.0,82567,"North Carolina, Iredell"
"North Carolina, Jackson",2016,North Carolina,NC,Jackson,Hillary Clinton,democrat,7713.0,18713,"North Carolina, Jackson"
"North Carolina, Jackson",2016,North Carolina,NC,Jackson,Donald Trump,republican,9870.0,18713,"North Carolina, Jackson"
"North Carolina, Johnston",2016,North Carolina,NC,Johnston,Hillary Clinton,democrat,28362.0,85909,"North Carolina, Johnston"
"North Carolina, Johnston",2016,North Carolina,NC,Johnston,Donald Trump,republican,54372.0,85909,"North Carolina, Johnston"
"North Carolina, Jones",2016,North Carolina,NC,Jones,Hillary Clinton,democrat,2065.0,5135,"North Carolina, Jones"
"North Carolina, Jones",2016,North Carolina,NC,Jones,Donald Trump,republican,2974.0,5135,"North Carolina, Jones"
"North Carolina, Lee",2016,North Carolina,NC,Lee,Hillary Clinton,democrat,10469.0,25084,"North Carolina, Lee"
"North Carolina, Lee",2016,North Carolina,NC,Lee,Donald Trump,republican,13712.0,25084,"North Carolina, Lee"
"North Carolina, Lenoir",2016,North Carolina,NC,Lenoir,Hillary Clinton,democrat,12634.0,26807,"North Carolina, Lenoir"
"North Carolina, Lenoir",2016,North Carolina,NC,Lenoir,Donald Trump,republican,13613.0,26807,"North Carolina, Lenoir"
"North Carolina, Lincoln",2016,North Carolina,NC,Lincoln,Hillary Clinton,democrat,9897.0,40023,"North Carolina, Lincoln"
"North Carolina, Lincoln",2016,North Carolina,NC,Lincoln,Donald Trump,republican,28806.0,40023,"North Carolina, Lincoln"
"North Carolina, Macon",2016,North Carolina,NC,Macon,Hillary Clinton,democrat,4876.0,17734,"North Carolina, Macon"
"North Carolina, Macon",2016,North Carolina,NC,Macon,Donald Trump,republican,12127.0,17734,"North Carolina, Macon"
"North Carolina, Madison",2016,North Carolina,NC,Madison,Hillary Clinton,democrat,3926.0,11269,"North Carolina, Madison"
"North Carolina, Madison",2016,North Carolina,NC,Madison,Donald Trump,republican,6783.0,11269,"North Carolina, Madison"
"North Carolina, Martin",2016,North Carolina,NC,Martin,Hillary Clinton,democrat,5846.0,11964,"North Carolina, Martin"
"North Carolina, Martin",2016,North Carolina,NC,Martin,Donald Trump,republican,5897.0,11964,"North Carolina, Martin"
"North Carolina, McDowell",2016,North Carolina,NC,McDowell,Hillary Clinton,democrat,4667.0,19875,"North Carolina, McDowell"
"North Carolina, McDowell",2016,North Carolina,NC,McDowell,Donald Trump,republican,14568.0,19875,"North Carolina, McDowell"
"North Carolina, Mecklenburg",2016,North Carolina,NC,Mecklenburg,Hillary Clinton,democrat,294562.0,472857,"North Carolina, Mecklenburg"
"North Carolina, Mecklenburg",2016,North Carolina,NC,Mecklenburg,Donald Trump,republican,155518.0,472857,"North Carolina, Mecklenburg"
"North Carolina, Mitchell",2016,North Carolina,NC,Mitchell,Hillary Clinton,democrat,1596.0,8096,"North Carolina, Mitchell"
"North Carolina, Mitchell",2016,North Carolina,NC,Mitchell,Donald Trump,republican,6282.0,8096,"North Carolina, Mitchell"
"North Carolina, Montgomery",2016,North Carolina,NC,Montgomery,Hillary Clinton,democrat,4150.0,11540,"North Carolina, Montgomery"
"North Carolina, Montgomery",2016,North Carolina,NC,Montgomery,Donald Trump,republican,7130.0,11540,"North Carolina, Montgomery"
"North Carolina, Moore",2016,North Carolina,NC,Moore,Hillary Clinton,democrat,16329.0,48692,"North Carolina, Moore"
"North Carolina, Moore",2016,North Carolina,NC,Moore,Donald Trump,republican,30490.0,48692,"North Carolina, Moore"
"North Carolina, Nash",2016,North Carolina,NC,Nash,Hillary Clinton,democrat,23235.0,47665,"North Carolina, Nash"
"North Carolina, Nash",2016,North Carolina,NC,Nash,Donald Trump,republican,23319.0,47665,"North Carolina, Nash"
"North Carolina, New Hanover",2016,North Carolina,NC,New Hanover,Hillary Clinton,democrat,50979.0,111905,"North Carolina, New Hanover"
"North Carolina, New Hanover",2016,North Carolina,NC,New Hanover,Donald Trump,republican,55344.0,111905,"North Carolina, New Hanover"
"North Carolina, Northampton",2016,North Carolina,NC,Northampton,Hillary Clinton,democrat,6144.0,9848,"North Carolina, Northampton"
"North Carolina, Northampton",2016,North Carolina,NC,Northampton,Donald Trump,republican,3582.0,9848,"North Carolina, Northampton"
"North Carolina, Onslow",2016,North Carolina,NC,Onslow,Hillary Clinton,democrat,17514.0,57135,"North Carolina, Onslow"
"North Carolina, Onslow",2016,North Carolina,NC,Onslow,Donald Trump,republican,37122.0,57135,"North Carolina, Onslow"
"North Carolina, Orange",2016,North Carolina,NC,Orange,Hillary Clinton,democrat,59923.0,82340,"North Carolina, Orange"
"North Carolina, Orange",2016,North Carolina,NC,Orange,Donald Trump,republican,18557.0,82340,"North Carolina, Orange"
"North Carolina, Pamlico",2016,North Carolina,NC,Pamlico,Hillary Clinton,democrat,2448.0,6870,"North Carolina, Pamlico"
"North Carolina, Pamlico",2016,North Carolina,NC,Pamlico,Donald Trump,republican,4258.0,6870,"North Carolina, Pamlico"
"North Carolina, Pasquotank",2016,North Carolina,NC,Pasquotank,Hillary Clinton,democrat,8615.0,17391,"North Carolina, Pasquotank"
"North Carolina, Pasquotank",2016,North Carolina,NC,Pasquotank,Donald Trump,republican,8180.0,17391,"North Carolina, Pasquotank"
"North Carolina, Pender",2016,North Carolina,NC,Pender,Hillary Clinton,democrat,9354.0,27885,"North Carolina, Pender"
"North Carolina, Pender",2016,North Carolina,NC,Pender,Donald Trump,republican,17639.0,27885,"North Carolina, Pender"
"North Carolina, Perquimans",2016,North Carolina,NC,Perquimans,Hillary Clinton,democrat,2319.0,6708,"North Carolina, Perquimans"
"North Carolina, Perquimans",2016,North Carolina,NC,Perquimans,Donald Trump,republican,4177.0,6708,"North Carolina, Perquimans"
"North Carolina, Person",2016,North Carolina,NC,Person,Hillary Clinton,democrat,7833.0,19615,"North Carolina, Person"
"North Carolina, Person",2016,North Carolina,NC,Person,Donald Trump,republican,11185.0,19615,"North Carolina, Person"
"North Carolina, Pitt",2016,North Carolina,NC,Pitt,Hillary Clinton,democrat,41824.0,80527,"North Carolina, Pitt"
"North Carolina, Pitt",2016,North Carolina,NC,Pitt,Donald Trump,republican,35691.0,80527,"North Carolina, Pitt"
"North Carolina, Polk",2016,North Carolina,NC,Polk,Hillary Clinton,democrat,3735.0,10934,"North Carolina, Polk"
"North Carolina, Polk",2016,North Carolina,NC,Polk,Donald Trump,republican,6768.0,10934,"North Carolina, Polk"
"North Carolina, Randolph",2016,North Carolina,NC,Randolph,Hillary Clinton,democrat,13194.0,64575,"North Carolina, Randolph"
"North Carolina, Randolph",2016,North Carolina,NC,Randolph,Donald Trump,republican,49430.0,64575,"North Carolina, Randolph"
"North Carolina, Richmond",2016,North Carolina,NC,Richmond,Hillary Clinton,democrat,8501.0,19328,"North Carolina, Richmond"
"North Carolina, Richmond",2016,North Carolina,NC,Richmond,Donald Trump,republican,10383.0,19328,"North Carolina, Richmond"
"North Carolina, Robeson",2016,North Carolina,NC,Robeson,Hillary Clinton,democrat,19016.0,40858,"North Carolina, Robeson"
"North Carolina, Robeson",2016,North Carolina,NC,Robeson,Donald Trump,republican,20762.0,40858,"North Carolina, Robeson"
"North Carolina, Rockingham",2016,North Carolina,NC,Rockingham,Hillary Clinton,democrat,14228.0,42278,"North Carolina, Rockingham"
"North Carolina, Rockingham",2016,North Carolina,NC,Rockingham,Donald Trump,republican,26830.0,42278,"North Carolina, Rockingham"
"North Carolina, Rowan",2016,North Carolina,NC,Rowan,Hillary Clinton,democrat,19400.0,64369,"North Carolina, Rowan"
"North Carolina, Rowan",2016,North Carolina,NC,Rowan,Donald Trump,republican,42810.0,64369,"North Carolina, Rowan"
"North Carolina, Rutherford",2016,North Carolina,NC,Rutherford,Hillary Clinton,democrat,7512.0,30307,"North Carolina, Rutherford"
"North Carolina, Rutherford",2016,North Carolina,NC,Rutherford,Donald Trump,republican,21871.0,30307,"North Carolina, Rutherford"
"North Carolina, Sampson",2016,North Carolina,NC,Sampson,Hillary Clinton,democrat,10547.0,25928,"North Carolina, Sampson"
"North Carolina, Sampson",2016,North Carolina,NC,Sampson,Donald Trump,republican,14838.0,25928,"North Carolina, Sampson"
"North Carolina, Scotland",2016,North Carolina,NC,Scotland,Hillary Clinton,democrat,7319.0,13928,"North Carolina, Scotland"
"North Carolina, Scotland",2016,North Carolina,NC,Scotland,Donald Trump,republican,6256.0,13928,"North Carolina, Scotland"
"North Carolina, Stanly",2016,North Carolina,NC,Stanly,Hillary Clinton,democrat,7094.0,29917,"North Carolina, Stanly"
"North Carolina, Stanly",2016,North Carolina,NC,Stanly,Donald Trump,republican,21964.0,29917,"North Carolina, Stanly"
"North Carolina, Stokes",2016,North Carolina,NC,Stokes,Hillary Clinton,democrat,4665.0,22550,"North Carolina, Stokes"
"North Carolina, Stokes",2016,North Carolina,NC,Stokes,Donald Trump,republican,17116.0,22550,"North Carolina, Stokes"
"North Carolina, Surry",2016,North Carolina,NC,Surry,Hillary Clinton,democrat,7488.0,32196,"North Carolina, Surry"
"North Carolina, Surry",2016,North Carolina,NC,Surry,Donald Trump,republican,23671.0,32196,"North Carolina, Surry"
"North Carolina, Swain",2016,North Carolina,NC,Swain,Hillary Clinton,democrat,2196.0,6124,"North Carolina, Swain"
"North Carolina, Swain",2016,North Carolina,NC,Swain,Donald Trump,republican,3565.0,6124,"North Carolina, Swain"
"North Carolina, Transylvania",2016,North Carolina,NC,Transylvania,Hillary Clinton,democrat,6558.0,17869,"North Carolina, Transylvania"
"North Carolina, Transylvania",2016,North Carolina,NC,Transylvania,Donald Trump,republican,10520.0,17869,"North Carolina, Transylvania"
"North Carolina, Tyrrell",2016,North Carolina,NC,Tyrrell,Hillary Clinton,democrat,720.0,1739,"North Carolina, Tyrrell"
"North Carolina, Tyrrell",2016,North Carolina,NC,Tyrrell,Donald Trump,republican,975.0,1739,"North Carolina, Tyrrell"
"North Carolina, Union",2016,North Carolina,NC,Union,Hillary Clinton,democrat,34337.0,105710,"North Carolina, Union"
"North Carolina, Union",2016,North Carolina,NC,Union,Donald Trump,republican,66707.0,105710,"North Carolina, Union"
"North Carolina, Vance",2016,North Carolina,NC,Vance,Hillary Clinton,democrat,12229.0,19977,"North Carolina, Vance"
"North Carolina, Vance",2016,North Carolina,NC,Vance,Donald Trump,republican,7332.0,19977,"North Carolina, Vance"
"North Carolina, Wake",2016,North Carolina,NC,Wake,Hillary Clinton,democrat,302736.0,527624,"North Carolina, Wake"
"North Carolina, Wake",2016,North Carolina,NC,Wake,Donald Trump,republican,196082.0,527624,"North Carolina, Wake"
"North Carolina, Warren",2016,North Carolina,NC,Warren,Hillary Clinton,democrat,6413.0,9842,"North Carolina, Warren"
"North Carolina, Warren",2016,North Carolina,NC,Warren,Donald Trump,republican,3214.0,9842,"North Carolina, Warren"
"North Carolina, Washington",2016,North Carolina,NC,Washington,Hillary Clinton,democrat,3510.0,6165,"North Carolina, Washington"
"North Carolina, Washington",2016,North Carolina,NC,Washington,Donald Trump,republican,2564.0,6165,"North Carolina, Washington"
"North Carolina, Watauga",2016,North Carolina,NC,Watauga,Hillary Clinton,democrat,14138.0,29985,"North Carolina, Watauga"
"North Carolina, Watauga",2016,North Carolina,NC,Watauga,Donald Trump,republican,13697.0,29985,"North Carolina, Watauga"
"North Carolina, Wayne",2016,North Carolina,NC,Wayne,Hillary Clinton,democrat,21770.0,50689,"North Carolina, Wayne"
"North Carolina, Wayne",2016,North Carolina,NC,Wayne,Donald Trump,republican,27540.0,50689,"North Carolina, Wayne"
"North Carolina, Wilkes",2016,North Carolina,NC,Wilkes,Hillary Clinton,democrat,6638.0,31296,"North Carolina, Wilkes"
"North Carolina, Wilkes",2016,North Carolina,NC,Wilkes,Donald Trump,republican,23752.0,31296,"North Carolina, Wilkes"
"North Carolina, Wilson",2016,North Carolina,NC,Wilson,Hillary Clinton,democrat,19663.0,38135,"North Carolina, Wilson"
"North Carolina, Wilson",2016,North Carolina,NC,Wilson,Donald Trump,republican,17531.0,38135,"North Carolina, Wilson"
"North Carolina, Yadkin",2016,North Carolina,NC,Yadkin,Hillary Clinton,democrat,3160.0,17624,"North Carolina, Yadkin"
"North Carolina, Yadkin",2016,North Carolina,NC,Yadkin,Donald Trump,republican,13880.0,17624,"North Carolina, Yadkin"
"North Carolina, Yancey",2016,North Carolina,NC,Yancey,Hillary Clinton,democrat,3196.0,9960,"North Carolina, Yancey"
"North Carolina, Yancey",2016,North Carolina,NC,Yancey,Donald Trump,republican,6385.0,9960,"North Carolina, Yancey"
"North Dakota, Adams",2016,North Dakota,ND,Adams,Hillary Clinton,democrat,216.0,1218,"North Dakota, Adams"
"North Dakota, Adams",2016,North Dakota,ND,Adams,Donald Trump,republican,909.0,1218,"North Dakota, Adams"
"North Dakota, Barnes",2016,North Dakota,ND,Barnes,Hillary Clinton,democrat,1597.0,5344,"North Dakota, Barnes"
"North Dakota, Barnes",2016,North Dakota,ND,Barnes,Donald Trump,republican,3160.0,5344,"North Dakota, Barnes"
"North Dakota, Benson",2016,North Dakota,ND,Benson,Hillary Clinton,democrat,842.0,2011,"North Dakota, Benson"
"North Dakota, Benson",2016,North Dakota,ND,Benson,Donald Trump,republican,929.0,2011,"North Dakota, Benson"
"North Dakota, Billings",2016,North Dakota,ND,Billings,Hillary Clinton,democrat,59.0,605,"North Dakota, Billings"
"North Dakota, Billings",2016,North Dakota,ND,Billings,Donald Trump,republican,495.0,605,"North Dakota, Billings"
"North Dakota, Bottineau",2016,North Dakota,ND,Bottineau,Hillary Clinton,democrat,736.0,3494,"North Dakota, Bottineau"
"North Dakota, Bottineau",2016,North Dakota,ND,Bottineau,Donald Trump,republican,2494.0,3494,"North Dakota, Bottineau"
"North Dakota, Bowman",2016,North Dakota,ND,Bowman,Hillary Clinton,democrat,227.0,1787,"North Dakota, Bowman"
"North Dakota, Bowman",2016,North Dakota,ND,Bowman,Donald Trump,republican,1446.0,1787,"North Dakota, Bowman"
"North Dakota, Burke",2016,North Dakota,ND,Burke,Hillary Clinton,democrat,119.0,1052,"North Dakota, Burke"
"North Dakota, Burke",2016,North Dakota,ND,Burke,Donald Trump,republican,895.0,1052,"North Dakota, Burke"
"North Dakota, Burleigh",2016,North Dakota,ND,Burleigh,Hillary Clinton,democrat,10881.0,47979,"North Dakota, Burleigh"
"North Dakota, Burleigh",2016,North Dakota,ND,Burleigh,Donald Trump,republican,32532.0,47979,"North Dakota, Burleigh"
"North Dakota, Cass",2016,North Dakota,ND,Cass,Hillary Clinton,democrat,31361.0,80821,"North Dakota, Cass"
"North Dakota, Cass",2016,North Dakota,ND,Cass,Donald Trump,republican,39816.0,80821,"North Dakota, Cass"
"North Dakota, Cavalier",2016,North Dakota,ND,Cavalier,Hillary Clinton,democrat,476.0,2006,"North Dakota, Cavalier"
"North Dakota, Cavalier",2016,North Dakota,ND,Cavalier,Donald Trump,republican,1357.0,2006,"North Dakota, Cavalier"
"North Dakota, Dickey",2016,North Dakota,ND,Dickey,Hillary Clinton,democrat,554.0,2407,"North Dakota, Dickey"
"North Dakota, Dickey",2016,North Dakota,ND,Dickey,Donald Trump,republican,1667.0,2407,"North Dakota, Dickey"
"North Dakota, Divide",2016,North Dakota,ND,Divide,Hillary Clinton,democrat,245.0,1219,"North Dakota, Divide"
"North Dakota, Divide",2016,North Dakota,ND,Divide,Donald Trump,republican,867.0,1219,"North Dakota, Divide"
"North Dakota, Dunn",2016,North Dakota,ND,Dunn,Hillary Clinton,democrat,358.0,2243,"North Dakota, Dunn"
"North Dakota, Dunn",2016,North Dakota,ND,Dunn,Donald Trump,republican,1771.0,2243,"North Dakota, Dunn"
"North Dakota, Eddy",2016,North Dakota,ND,Eddy,Hillary Clinton,democrat,355.0,1231,"North Dakota, Eddy"
"North Dakota, Eddy",2016,North Dakota,ND,Eddy,Donald Trump,republican,791.0,1231,"North Dakota, Eddy"
