Location,Total_Votes_2016,2016_republican_votes,2016_democrat_votes,State_Code
"Montana, Valley",3894,2698.0,886.0,MT
"Montana, Wheatland",946,702.0,179.0,MT
"Montana, Wibaux",541,463.0,55.0,MT
"Montana, Yellowstone",69108,40920.0,22171.0,MT
"Nebraska, Adams",13513,9287.0,3302.0,NE
"Nebraska, Antelope",3281,2732.0,383.0,NE
"Nebraska, Arthur",273,244.0,17.0,NE
"Nebraska, Banner",402,357.0,19.0,NE
"Nebraska, Blaine",317,276.0,30.0,NE
"Nebraska, Boone",2905,2299.0,414.0,NE
"Nebraska, Box Butte",4924,3617.0,965.0,NE
"Nebraska, Boyd",1156,983.0,128.0,NE
"Nebraska, Brown",1597,1385.0,153.0,NE
"Nebraska, Buffalo",21129,14569.0,4763.0,NE
"Nebraska, Burt",3558,2367.0,930.0,NE
"Nebraska, Butler",3981,3079.0,691.0,NE
"Nebraska, Cass",12933,8452.0,3484.0,NE
"Nebraska, Cedar",4420,3532.0,571.0,NE
"Nebraska, Chase",1898,1648.0,171.0,NE
"Nebraska, Cherry",3118,2623.0,317.0,NE
"Nebraska, Cheyenne",4711,3665.0,711.0,NE
"Nebraska, Clay",3065,2422.0,477.0,NE
"Nebraska, Colfax",3214,2171.0,859.0,NE
"Nebraska, Cuming",4074,3122.0,719.0,NE
"Nebraska, Custer",5652,4695.0,641.0,NE
"Nebraska, Dakota",6279,3616.0,2314.0,NE
"Nebraska, Dawes",3676,2632.0,801.0,NE
"Nebraska, Dawson",8635,5984.0,2136.0,NE
"Nebraska, Deuel",984,809.0,120.0,NE
"Nebraska, Dixon",2782,2041.0,556.0,NE
"Nebraska, Dodge",15529,9933.0,4544.0,NE
"Nebraska, Douglas",240433,108077.0,113798.0,NE
"Nebraska, Dundy",953,823.0,89.0,NE
"Nebraska, Fillmore",2941,2130.0,613.0,NE
"Nebraska, Franklin",1673,1347.0,250.0,NE
"Nebraska, Frontier",1328,1110.0,161.0,NE
"Nebraska, Furnas",2340,1921.0,304.0,NE
"Nebraska, Gage",10048,6380.0,2935.0,NE
"Nebraska, Garden",1075,869.0,153.0,NE
"Nebraska, Garfield",980,821.0,121.0,NE
"Nebraska, Gosper",1010,794.0,166.0,NE
"Nebraska, Grant",405,367.0,20.0,NE
"Nebraska, Greeley",1175,912.0,210.0,NE
"Nebraska, Hall",22060,14408.0,6282.0,NE
"Nebraska, Hamilton",5004,3783.0,878.0,NE
"Nebraska, Harlan",1832,1496.0,254.0,NE
"Nebraska, Hayes",514,472.0,30.0,NE
"Nebraska, Hitchcock",1468,1232.0,161.0,NE
"Nebraska, Holt",5118,4354.0,531.0,NE
"Nebraska, Hooker",417,355.0,40.0,NE
"Nebraska, Howard",2994,2284.0,544.0,NE
"Nebraska, Jefferson",3494,2399.0,837.0,NE
"Nebraska, Johnson",2089,1355.0,563.0,NE
"Nebraska, Kearney",3296,2531.0,550.0,NE
"Nebraska, Keith",4034,3235.0,571.0,NE
"Nebraska, Keya Paha",479,460.0,40.0,NE
"Nebraska, Kimball",1677,1330.0,230.0,NE
"Nebraska, Knox",4115,3188.0,720.0,NE
"Nebraska, Lancaster",136223,61588.0,61898.0,NE
"Nebraska, Lincoln",16131,12164.0,2913.0,NE
"Nebraska, Logan",453,400.0,32.0,NE
"Nebraska, Loup",385,323.0,48.0,NE
"Nebraska, Madison",14343,10628.0,2711.0,NE
"Nebraska, McPherson",287,257.0,14.0,NE
"Nebraska, Merrick",3788,2926.0,602.0,NE
"Nebraska, Morrill",2209,1802.0,284.0,NE
"Nebraska, Nance",1621,1261.0,281.0,NE
"Nebraska, Nemaha",3161,2116.0,785.0,NE
"Nebraska, Nuckolls",2205,1726.0,353.0,NE
"Nebraska, Otoe",7457,4860.0,2025.0,NE
"Nebraska, Pawnee",1327,974.0,279.0,NE
"Nebraska, Perkins",1455,1217.0,161.0,NE
"Nebraska, Phelps",4695,3849.0,572.0,NE
"Nebraska, Pierce",3630,3052.0,382.0,NE
"Nebraska, Platte",14433,10965.0,2646.0,NE
"Nebraska, Polk",2582,2028.0,413.0,NE
"Nebraska, Red Willow",5170,4258.0,645.0,NE
"Nebraska, Richardson",3805,2769.0,818.0,NE
"Nebraska, Rock",798,687.0,70.0,NE
"Nebraska, Saline",5136,3004.0,1733.0,NE
"Nebraska, Sarpy",80580,45143.0,28033.0,NE
"Nebraska, Saunders",10860,7555.0,2523.0,NE
"Nebraska, Scotts Bluff",14317,10076.0,3207.0,NE
"Nebraska, Seward",7922,5454.0,1875.0,NE
"Nebraska, Sheridan",2608,2211.0,287.0,NE
"Nebraska, Sherman",1573,1150.0,340.0,NE
"Nebraska, Sioux",736,616.0,81.0,NE
"Nebraska, Stanton",2801,2187.0,417.0,NE
"Nebraska, Thayer",2690,2051.0,499.0,NE
"Nebraska, Thomas",393,344.0,30.0,NE
"Nebraska, Thurston",2088,1043.0,919.0,NE
"Nebraska, Valley",2205,1780.0,339.0,NE
"Nebraska, Washington",10832,7424.0,2623.0,NE
"Nebraska, Wayne",3776,2693.0,835.0,NE
"Nebraska, Webster",1708,1330.0,306.0,NE
"Nebraska, Wheeler",465,377.0,62.0,NE
"Nebraska, York",6381,4700.0,1186.0,NE
"Nevada, Carson City",25016,13125.0,9610.0,NV
"Nevada, Churchill",10938,7830.0,2210.0,NV
"Nevada, Clark",767156,320057.0,402227.0,NV
"Nevada, Douglas",27885,17415.0,8454.0,NV
"Nevada, Elko",18559,13551.0,3401.0,NV
"Nevada, Esmeralda",423,329.0,65.0,NV
"Nevada, Eureka",854,723.0,74.0,NV
"Nevada, Humboldt",6433,4521.0,1386.0,NV
"Nevada, Lander",2413,1828.0,403.0,NV
"Nevada, Lincoln",2132,1671.0,285.0,NV
"Nevada, Lyon",23762,16005.0,6146.0,NV
"Nevada, Mineral",1997,1179.0,637.0,NV
"Nevada, Nye",19595,13324.0,5094.0,NV
"Nevada, Pershing",1982,1403.0,430.0,NV
"Nevada, Storey",2558,1616.0,752.0,NV
"Nevada, Washoe",209909,94758.0,97379.0,NV
"Nevada, White Pine",3773,2723.0,707.0,NV
"New Hampshire, Belknap",35045,19315.0,13517.0,NH
"New Hampshire, Carroll",29616,14635.0,12987.0,NH
"New Hampshire, Cheshire",41895,16876.0,22064.0,NH
"New Hampshire, Coos",15627,7952.0,6563.0,NH
"New Hampshire, Grafton",51191,19010.0,28510.0,NH
"New Hampshire, Hillsborough",214157,100013.0,99589.0,NH
"New Hampshire, Merrimack",83648,37674.0,40198.0,NH
"New Hampshire, Rockingham",181434,90447.0,79994.0,NH
"New Hampshire, Strafford",69000,29072.0,34894.0,NH
"New Hampshire, Sullivan",22683,10796.0,10210.0,NH
"New Jersey, Atlantic",117291,52690.0,60924.0,NJ
"New Jersey, Bergen",419296,175529.0,231211.0,NJ
"New Jersey, Burlington",218943,89272.0,121725.0,NJ
"New Jersey, Camden",226592,72631.0,146717.0,NJ
"New Jersey, Cape May",48722,28446.0,18750.0,NJ
"New Jersey, Cumberland",54004,24453.0,27771.0,NJ
"New Jersey, Essex",310934,63176.0,240837.0,NJ
"New Jersey, Gloucester",139542,67544.0,66870.0,NJ
"New Jersey, Hudson",219375,49043.0,163917.0,NJ
"New Jersey, Hunterdon",70836,38712.0,28898.0,NJ
"New Jersey, Mercer",156529,46193.0,104775.0,NJ
"New Jersey, Middlesex",326102,122953.0,193044.0,NJ
"New Jersey, Monmouth",314377,166723.0,137181.0,NJ
"New Jersey, Morris",250416,126071.0,115249.0,NJ
"New Jersey, Ocean",274362,179079.0,87150.0,NJ
"New Jersey, Passaic",194802,72902.0,116759.0,NJ
"New Jersey, Salem",29494,16381.0,11904.0,NJ
"New Jersey, Somerset",157092,65505.0,85689.0,NJ
"New Jersey, Sussex",74126,46658.0,24212.0,NJ
"New Jersey, Union",221975,68114.0,147414.0,NJ
"New Jersey, Warren",49236,29858.0,17281.0,NJ
"New Mexico, Bernalillo",274662,94698.0,143417.0,NM
"New Mexico, Catron",2049,1464.0,427.0,NM
"New Mexico, Chaves",20271,12872.0,5534.0,NM
"New Mexico, Cibola",8063,3195.0,3741.0,NM
"New Mexico, Colfax",5332,2585.0,2129.0,NM
"New Mexico, Curry",13370,9035.0,3121.0,NM
"New Mexico, De Baca",910,620.0,193.0,NM
"New Mexico, Eddy",19667,13147.0,5033.0,NM
"New Mexico, Grant",12811,5288.0,6276.0,NM
"New Mexico, Guadalupe",1827,595.0,970.0,NM
"New Mexico, Harding",527,311.0,156.0,NM
"New Mexico, Hidalgo",1872,910.0,784.0,NM
"New Mexico, Lea",17712,12495.0,3930.0,NM
"New Mexico, Lincoln",8902,5896.0,2331.0,NM
"New Mexico, Los Alamos",10885,3359.0,5562.0,NM
"New Mexico, Luna",7295,3478.0,3195.0,NM
"New Mexico, McKinley",21703,5104.0,13576.0,NM
"New Mexico, Mora",2441,665.0,1536.0,NM
"New Mexico, Otero",20060,11887.0,6124.0,NM
"New Mexico, Quay",3572,2212.0,1017.0,NM
"New Mexico, Rio Arriba",14878,3599.0,9592.0,NM
"New Mexico, Roosevelt",5950,3884.0,1454.0,NM
"New Mexico, San Juan",46110,27946.0,12865.0,NM
"New Mexico, San Miguel",10751,2313.0,7285.0,NM
"New Mexico, Sandoval",61690,25905.0,27707.0,NM
"New Mexico, Santa Fe",71434,14332.0,50793.0,NM
"New Mexico, Sierra",5181,3010.0,1612.0,NM
"New Mexico, Socorro",6868,2616.0,3313.0,NM
"New Mexico, Taos",15260,2727.0,10668.0,NM
"New Mexico, Torrance",6324,3714.0,1785.0,NM
"New Mexico, Union",1702,1216.0,320.0,NM
"New Mexico, Valencia",27592,13215.0,10841.0,NM
"New York, Albany",139830,47810.0,83077.0,NY
"New York, Allegany",18692,12525.0,4882.0,NY
"New York, Bronx",399522,37797.0,353646.0,NY
"New York, Broome",86072,40943.0,39212.0,NY
"New York, Cattaraugus",31161,19692.0,9497.0,NY
"New York, Cayuga",33172,17384.0,13522.0,NY
"New York, Chautauqua",54234,31594.0,19091.0,NY
"New York, Chemung",36119,20097.0,13757.0,NY
"New York, Chenango",20160,11921.0,6775.0,NY
"New York, Clinton",32105,14449.0,15059.0,NY
"New York, Columbia",30902,13756.0,15284.0,NY
"New York, Cortland",20244,9900.0,8771.0,NY
"New York, Delaware",19792,11942.0,6627.0,NY
"New York, Dutchess",130934,61797.0,62261.0,NY
"New York, Erie",423625,188303.0,215456.0,NY
"New York, Essex",17218,7958.0,7762.0,NY
"New York, Franklin",16952,8221.0,7297.0,NY
"New York, Fulton",21214,13462.0,6496.0,NY
"New York, Genesee",26432,16915.0,7650.0,NY
"New York, Greene",22050,13073.0,7405.0,NY
"New York, Hamilton",3225,2064.0,949.0,NY
"New York, Herkimer",26255,16699.0,8083.0,NY
"New York, Jefferson",38236,21763.0,13809.0,NY
"New York, Kings",805605,141044.0,640553.0,NY
"New York, Lewis",11325,7400.0,3146.0,NY
"New York, Livingston",30031,17290.0,10697.0,NY
"New York, Madison",30064,15936.0,11667.0,NY
"New York, Monroe",347790,136582.0,188592.0,NY
"New York, Montgomery",19054,11301.0,6595.0,NY
"New York, Nassau",636967,288313.0,326088.0,NY
"New York, New York",668939,64929.0,579013.0,NY
"New York, Niagara",92402,51961.0,35559.0,NY
"New York, Oneida",91009,51437.0,33743.0,NY
"New York, Onondaga",208440,83649.0,112337.0,NY
"New York, Ontario",52258,26029.0,22233.0,NY
"New York, Orange",152021,76645.0,68278.0,NY
"New York, Orleans",16380,10936.0,4470.0,NY
"New York, Oswego",48180,27688.0,17095.0,NY
"New York, Otsego",25668,13308.0,10451.0,NY
"New York, Putnam",48563,27024.0,19366.0,NY
"New York, Queens",686393,149341.0,517220.0,NY
"New York, Rensselaer",71562,33726.0,32717.0,NY
"New York, Richmond",180960,101437.0,74143.0,NY
"New York, Rockland",135087,60911.0,69342.0,NY
"New York, Saratoga",114094,54575.0,50913.0,NY
"New York, Schenectady",67280,28953.0,33747.0,NY
"New York, Schoharie",14050,8831.0,4240.0,NY
"New York, Schuyler",8772,5050.0,3091.0,NY
"New York, Seneca",13980,7236.0,5697.0,NY
"New York, St. Lawrence",39158,19942.0,16488.0,NY
"New York, Steuben",42002,26831.0,12526.0,NY
"New York, Suffolk",681254,350570.0,303951.0,NY
"New York, Sullivan",29955,15931.0,12568.0,NY
"New York, Tioga",22299,13260.0,7526.0,NY
"New York, Tompkins",42678,10371.0,28890.0,NY
"New York, Ulster",81355,34006.0,42101.0,NY
"New York, Warren",31408,15751.0,13091.0,NY
"New York, Washington",24528,13610.0,9098.0,NY
"New York, Wayne",39687,23380.0,13473.0,NY
"New York, Westchester",420655,131238.0,272926.0,NY
"New York, Wyoming",17298,12442.0,3904.0,NY
"New York, Yates",10066,5660.0,3659.0,NY
"North Carolina, Alamance",71157,38815.0,29833.0,NC
"North Carolina, Alexander",18271,13893.0,3767.0,NC
"North Carolina, Alleghany",5315,3814.0,1306.0,NC
"North Carolina, Anson",10545,4506.0,5859.0,NC
"North Carolina, Ashe",13424,9412.0,3500.0,NC
"North Carolina, Avery",8249,6298.0,1689.0,NC
"North Carolina, Beaufort",23938,14543.0,8764.0,NC
"North Carolina, Bertie",9347,3456.0,5778.0,NC
"North Carolina, Bladen",15897,8550.0,7058.0,NC
"North Carolina, Brunswick",68351,42720.0,23282.0,NC
"North Carolina, Buncombe",138947,55716.0,75452.0,NC
"North Carolina, Burke",38920,26238.0,11251.0,NC
"North Carolina, Cabarrus",93289,53819.0,35521.0,NC
"North Carolina, Caldwell",36320,26621.0,8425.0,NC
"North Carolina, Camden",5006,3546.0,1274.0,NC
"North Carolina, Carteret",37781,26569.0,9939.0,NC
"North Carolina, Caswell",11070,6026.0,4792.0,NC
"North Carolina, Catawba",72351,48324.0,21216.0,NC
"North Carolina, Chatham",39849,17105.0,21065.0,NC
"North Carolina, Cherokee",14181,10844.0,2860.0,NC
"North Carolina, Chowan",7228,4014.0,2992.0,NC
"North Carolina, Clay",6010,4437.0,1367.0,NC
"North Carolina, Cleveland",44673,28479.0,14964.0,NC
"North Carolina, Columbus",23732,14272.0,9063.0,NC
"North Carolina, Craven",47001,27731.0,17630.0,NC
"North Carolina, Cumberland",127506,51265.0,71605.0,NC
"North Carolina, Currituck",12669,9163.0,2913.0,NC
"North Carolina, Dare",19609,11460.0,7222.0,NC
"North Carolina, Davidson",74856,54317.0,18109.0,NC
"North Carolina, Davie",21756,15602.0,5270.0,NC
"North Carolina, Duplin",20856,12217.0,8283.0,NC
"North Carolina, Durham",156134,28350.0,121250.0,NC
"North Carolina, Edgecombe",24886,8261.0,16224.0,NC
"North Carolina, Forsyth",178312,75975.0,94464.0,NC
"North Carolina, Franklin",30368,16368.0,12874.0,NC
"North Carolina, Gaston",96431,61798.0,31177.0,NC
"North Carolina, Gates",5392,2874.0,2385.0,NC
"North Carolina, Graham",4168,3283.0,768.0,NC
"North Carolina, Granville",27353,13591.0,12909.0,NC
"North Carolina, Greene",8095,4374.0,3605.0,NC
"North Carolina, Guilford",257405,98062.0,149248.0,NC
"North Carolina, Halifax",25167,9031.0,15748.0,NC
"North Carolina, Harnett",46065,27614.0,16737.0,NC
"North Carolina, Haywood",30727,18929.0,10473.0,NC
"North Carolina, Henderson",58176,35809.0,19827.0,NC
"North Carolina, Hertford",10186,3099.0,6910.0,NC
"North Carolina, Hoke",18230,7760.0,9726.0,NC
"North Carolina, Hyde",2304,1288.0,965.0,NC
"North Carolina, Iredell",82567,54754.0,24734.0,NC
"North Carolina, Jackson",18713,9870.0,7713.0,NC
"North Carolina, Johnston",85909,54372.0,28362.0,NC
"North Carolina, Jones",5135,2974.0,2065.0,NC
"North Carolina, Lee",25084,13712.0,10469.0,NC
"North Carolina, Lenoir",26807,13613.0,12634.0,NC
"North Carolina, Lincoln",40023,28806.0,9897.0,NC
"North Carolina, Macon",17734,12127.0,4876.0,NC
"North Carolina, Madison",11269,6783.0,3926.0,NC
"North Carolina, Martin",11964,5897.0,5846.0,NC
"North Carolina, McDowell",19875,14568.0,4667.0,NC
"North Carolina, Mecklenburg",472857,155518.0,294562.0,NC
"North Carolina, Mitchell",8096,6282.0,1596.0,NC
"North Carolina, Montgomery",11540,7130.0,4150.0,NC
"North Carolina, Moore",48692,30490.0,16329.0,NC
"North Carolina, Nash",47665,23319.0,23235.0,NC
"North Carolina, New Hanover",111905,55344.0,50979.0,NC
"North Carolina, Northampton",9848,3582.0,6144.0,NC
"North Carolina, Onslow",57135,37122.0,17514.0,NC
"North Carolina, Orange",82340,18557.0,59923.0,NC
"North Carolina, Pamlico",6870,4258.0,2448.0,NC
"North Carolina, Pasquotank",17391,8180.0,8615.0,NC
"North Carolina, Pender",27885,17639.0,9354.0,NC
"North Carolina, Perquimans",6708,4177.0,2319.0,NC
"North Carolina, Person",19615,11185.0,7833.0,NC
"North Carolina, Pitt",80527,35691.0,41824.0,NC
"North Carolina, Polk",10934,6768.0,3735.0,NC
"North Carolina, Randolph",64575,49430.0,13194.0,NC
"North Carolina, Richmond",19328,10383.0,8501.0,NC
"North Carolina, Robeson",40858,20762.0,19016.0,NC
"North Carolina, Rockingham",42278,26830.0,14228.0,NC
"North Carolina, Rowan",64369,42810.0,19400.0,NC
"North Carolina, Rutherford",30307,21871.0,7512.0,NC
"North Carolina, Sampson",25928,14838.0,10547.0,NC
"North Carolina, Scotland",13928,6256.0,7319.0,NC
"North Carolina, Stanly",29917,21964.0,7094.0,NC
"North Carolina, Stokes",22550,17116.0,4665.0,NC
"North Carolina, Surry",32196,23671.0,7488.0,NC
"North Carolina, Swain",6124,3565.0,2196.0,NC
"North Carolina, Transylvania",17869,10520.0,6558.0,NC
"North Carolina, Tyrrell",1739,975.0,720.0,NC
"North Carolina, Union",105710,66707.0,34337.0,NC
"North Carolina, Vance",19977,7332.0,12229.0,NC
"North Carolina, Wake",527624,196082.0,302736.0,NC
"North Carolina, Warren",9842,3214.0,6413.0,NC
"North Carolina, Washington",6165,2564.0,3510.0,NC
"North Carolina, Watauga",29985,13697.0,14138.0,NC
"North Carolina, Wayne",50689,27540.0,21770.0,NC
"North Carolina, Wilkes",31296,23752.0,6638.0,NC
"North Carolina, Wilson",38135,17531.0,19663.0,NC
"North Carolina, Yadkin",17624,13880.0,3160.0,NC
"North Carolina, Yancey",9960,6385.0,3196.0,NC
"North Dakota, Adams",1218,909.0,216.0,ND
"North Dakota, Barnes",5344,3160.0,1597.0,ND
"North Dakota, Benson",2011,929.0,842.0,ND
"North Dakota, Billings",605,495.0,59.0,ND
"North Dakota, Bottineau",3494,2494.0,736.0,ND
"North Dakota, Bowman",1787,1446.0,227.0,ND
"North Dakota, Burke",1052,895.0,119.0,ND
"North Dakota, Burleigh",47979,32532.0,10881.0,ND
"North Dakota, Cass",80821,39816.0,31361.0,ND
"North Dakota, Cavalier",2006,1357.0,476.0,ND
"North Dakota, Dickey",2407,1667.0,554.0,ND
"North Dakota, Divide",1219,867.0,245.0,ND
"North Dakota, Dunn",2243,1771.0,358.0,ND
"North Dakota, Eddy",1231,791.0,355.0,ND
"North Dakota, Emmons",1981,1677.0,215.0,ND
"North Dakota, Foster",1719,1241.0,347.0,ND
"North Dakota, Golden Valley",957,796.0,99.0,ND
"North Dakota, Grand Forks",30365,16340.0,10851.0,ND
"North Dakota, Grant",1381,1108.0,185.0,ND
"North Dakota, Griggs",1265,847.0,298.0,ND
"North Dakota, Hettinger",1296,1050.0,168.0,ND
"North Dakota, Kidder",1376,1111.0,179.0,ND
"North Dakota, LaMoure",2151,1481.0,502.0,ND
"North Dakota, Logan",1067,888.0,114.0,ND
"North Dakota, McHenry",2820,2050.0,490.0,ND
"North Dakota, McIntosh",1446,1100.0,235.0,ND
"North Dakota, McKenzie",4672,3670.0,698.0,ND
"North Dakota, McLean",5315,3860.0,1081.0,ND
"North Dakota, Mercer",4682,3759.0,621.0,ND
"North Dakota, Morton",15832,11336.0,3080.0,ND
"North Dakota, Mountrail",4106,2582.0,1220.0,ND
"North Dakota, Nelson",1717,1025.0,536.0,ND
"North Dakota, Oliver",1017,830.0,119.0,ND
"North Dakota, Pembina",3153,2208.0,681.0,ND
"North Dakota, Pierce",2071,1437.0,431.0,ND
"North Dakota, Ramsey",5305,3217.0,1505.0,ND
"North Dakota, Ransom",2359,1210.0,838.0,ND
"North Dakota, Renville",1293,993.0,201.0,ND
"North Dakota, Richland",7592,4767.0,2064.0,ND
"North Dakota, Rolette",3755,1217.0,2099.0,ND
"North Dakota, Sargent",1997,1088.0,694.0,ND
"North Dakota, Sheridan",787,650.0,95.0,ND
"North Dakota, Sioux",1232,260.0,758.0,ND
"North Dakota, Slope",430,362.0,43.0,ND
"North Dakota, Stark",12322,9755.0,1753.0,ND
"North Dakota, Steele",999,538.0,361.0,ND
"North Dakota, Stutsman",10155,6718.0,2498.0,ND
"North Dakota, Towner",1157,733.0,305.0,ND
"North Dakota, Traill",3933,2265.0,1241.0,ND
"North Dakota, Walsh",4636,2995.0,1167.0,ND
"North Dakota, Ward",27412,18636.0,5806.0,ND
"North Dakota, Wells",2383,1796.0,419.0,ND
"North Dakota, Williams",12807,10069.0,1735.0,ND
"Ohio, Adams",11359,8659.0,2326.0,OH
"Ohio, Allen",45894,30487.0,13294.0,OH
"Ohio, Ashland",24590,17493.0,5740.0,OH
"Ohio, Ashtabula",40867,23318.0,15577.0,OH
"Ohio, Athens",29443,11354.0,16370.0,OH
"Ohio, Auglaize",23627,18658.0,3980.0,OH
"Ohio, Belmont",31122,21108.0,8785.0,OH
"Ohio, Brown",19607,14573.0,4353.0,OH
"Ohio, Butler",173839,106976.0,58642.0,OH
"Ohio, Carroll",13074,9254.0,3154.0,OH
"Ohio, Champaign",18104,12631.0,4594.0,OH
"Ohio, Clark",61429,35205.0,23328.0,OH
"Ohio, Clermont",99121,67518.0,26715.0,OH
"Ohio, Clinton",18675,13838.0,4066.0,OH
"Ohio, Columbiana",46201,31676.0,12432.0,OH
"Ohio, Coshocton",15552,10785.0,4013.0,OH
"Ohio, Crawford",19237,13611.0,4625.0,OH
"Ohio, Cuyahoga",603822,184211.0,398271.0,OH
"Ohio, Darke",25484,20012.0,4470.0,OH
"Ohio, Defiance",18192,11688.0,5368.0,OH
"Ohio, Delaware",103860,57568.0,40872.0,OH
"Ohio, Erie",37578,19648.0,16057.0,OH
"Ohio, Fairfield",72913,44314.0,24881.0,OH
"Ohio, Fayette",11162,7995.0,2739.0,OH
"Ohio, Franklin",581140,199331.0,351198.0,OH
"Ohio, Fulton",21225,13709.0,6069.0,OH
"Ohio, Gallia",12931,9822.0,2628.0,OH
"Ohio, Geauga",49941,30227.0,17569.0,OH
"Ohio, Greene",81858,48540.0,28943.0,OH
"Ohio, Guernsey",16557,11445.0,4359.0,OH
"Ohio, Hamilton",409109,173665.0,215719.0,OH
"Ohio, Hancock",36023,24183.0,9609.0,OH
"Ohio, Hardin",12294,8717.0,2920.0,OH
"Ohio, Harrison",7079,5098.0,1688.0,OH
"Ohio, Henry",13932,9301.0,3756.0,OH
"Ohio, Highland",18501,14020.0,3773.0,OH
"Ohio, Hocking",12838,8497.0,3775.0,OH
"Ohio, Holmes",11054,8720.0,1788.0,OH
"Ohio, Huron",24834,16226.0,7192.0,OH
"Ohio, Jackson",13693,9949.0,3226.0,OH
"Ohio, Jefferson",32201,21117.0,9675.0,OH
"Ohio, Knox",28687,19131.0,8171.0,OH
"Ohio, Lake",116246,64255.0,46397.0,OH
"Ohio, Lawrence",26607,18689.0,6974.0,OH
"Ohio, Licking",82761,51241.0,27376.0,OH
"Ohio, Logan",21571,15957.0,4647.0,OH
"Ohio, Lorain",140562,66818.0,66949.0,OH
"Ohio, Lucas",197556,75698.0,110833.0,OH
"Ohio, Madison",17290,11631.0,4779.0,OH
"Ohio, Mahoning",115072,53616.0,57381.0,OH
"Ohio, Marion",26322,16961.0,7928.0,OH
"Ohio, Medina",91373,54810.0,32182.0,OH
"Ohio, Meigs",9985,7309.0,2260.0,OH
"Ohio, Mercer",21726,17506.0,3384.0,OH
"Ohio, Miami",52734,37079.0,13120.0,OH
"Ohio, Monroe",6795,4868.0,1662.0,OH
"Ohio, Montgomery",258301,123909.0,122016.0,OH
"Ohio, Morgan",6443,4431.0,1736.0,OH
"Ohio, Morrow",16548,11948.0,3761.0,OH
"Ohio, Muskingum",36991,24056.0,11123.0,OH
"Ohio, Noble",6013,4549.0,1221.0,OH
"Ohio, Ottawa",22218,12653.0,8285.0,OH
"Ohio, Paulding",9047,6500.0,2093.0,OH
"Ohio, Perry",14995,10228.0,4138.0,OH
"Ohio, Pickaway",24745,17076.0,6529.0,OH
"Ohio, Pike",11879,7902.0,3539.0,OH
"Ohio, Portage",76139,39971.0,32397.0,OH
"Ohio, Preble",20565,15446.0,4325.0,OH
"Ohio, Putnam",18767,14961.0,2922.0,OH
"Ohio, Richland",55214,36590.0,16085.0,OH
"Ohio, Ross",30380,18652.0,10356.0,OH
"Ohio, Sandusky",28044,16316.0,9929.0,OH
"Ohio, Scioto",30784,20550.0,9132.0,OH
"Ohio, Seneca",23987,14825.0,7404.0,OH
"Ohio, Shelby",23740,18590.0,4243.0,OH
"Ohio, Stark",175239,98388.0,68146.0,OH
"Ohio, Summit",257979,112026.0,134256.0,OH
"Ohio, Trumbull",96029,49024.0,43014.0,OH
"Ohio, Tuscarawas",41289,26918.0,12188.0,OH
"Ohio, Union",27429,18096.0,7718.0,OH
"Ohio, Van Wert",13770,10469.0,2697.0,OH
"Ohio, Vinton",5502,3883.0,1351.0,OH
"Ohio, Warren",117267,77643.0,33730.0,OH
"Ohio, Washington",29840,20514.0,8026.0,OH
"Ohio, Wayne",49853,32270.0,15031.0,OH
"Ohio, Williams",17308,11939.0,4358.0,OH
"Ohio, Wood",64341,32498.0,27318.0,OH
"Ohio, Wyandot",10592,7468.0,2515.0,OH
"Oklahoma, Adair",6513,4787.0,1382.0,OK
"Oklahoma, Alfalfa",2258,1933.0,216.0,OK
"Oklahoma, Atoka",5018,4084.0,795.0,OK
"Oklahoma, Beaver",2243,1993.0,176.0,OK
"Oklahoma, Beckham",7552,6308.0,960.0,OK
"Oklahoma, Blaine",3793,2884.0,711.0,OK
"Oklahoma, Bryan",13818,10478.0,2804.0,OK
"Oklahoma, Caddo",9348,6482.0,2420.0,OK
"Oklahoma, Canadian",55278,39986.0,11674.0,OK
"Oklahoma, Carter",18534,13752.0,4002.0,OK
"Oklahoma, Cherokee",16490,9994.0,5456.0,OK
"Oklahoma, Choctaw",5426,4206.0,1067.0,OK
"Oklahoma, Cimarron",1079,963.0,71.0,OK
"Oklahoma, Cleveland",109450,62538.0,38829.0,OK
"Oklahoma, Coal",2399,1898.0,411.0,OK
"Oklahoma, Comanche",32564,19183.0,11463.0,OK
"Oklahoma, Cotton",2602,2054.0,424.0,OK
"Oklahoma, Craig",5785,4283.0,1252.0,OK
"Oklahoma, Creek",28830,21575.0,5841.0,OK
"Oklahoma, Custer",10541,7826.0,2104.0,OK
"Oklahoma, Delaware",15716,11826.0,3311.0,OK
"Oklahoma, Dewey",2248,1965.0,222.0,OK
"Oklahoma, Ellis",1827,1611.0,155.0,OK
"Oklahoma, Garfield",21710,16009.0,4397.0,OK
"Oklahoma, Garvin",10546,8253.0,1855.0,OK
"Oklahoma, Grady",22286,17316.0,3882.0,OK
"Oklahoma, Grant",2201,1827.0,288.0,OK
"Oklahoma, Greer",1896,1482.0,323.0,OK
"Oklahoma, Harmon",977,715.0,225.0,OK
"Oklahoma, Harper",1499,1318.0,134.0,OK
"Oklahoma, Haskell",4738,3701.0,882.0,OK
"Oklahoma, Hughes",4526,3388.0,961.0,OK
"Oklahoma, Jackson",7806,5969.0,1473.0,OK
"Oklahoma, Jefferson",2350,1910.0,365.0,OK
"Oklahoma, Johnston",4018,3093.0,786.0,OK
