Location,State_Code_x,County,State,State_Code_y,Party,Candidate,Total_Votes,County_Pop_2016
"Iowa, Fayette",IA,Fayette,Iowa,IA,democrat,Hillary Clinton,9975,"19,858"
"Iowa, Fayette",IA,Fayette,Iowa,IA,republican,Donald Trump,9975,"19,858"
"Iowa, Floyd",IA,Floyd,Iowa,IA,democrat,Hillary Clinton,8060,"15,857"
"Iowa, Floyd",IA,Floyd,Iowa,IA,republican,Donald Trump,8060,"15,857"
"Iowa, Franklin",IA,Franklin,Iowa,IA,democrat,Hillary Clinton,4968,"10,177"
"Iowa, Franklin",IA,Franklin,Iowa,IA,republican,Donald Trump,4968,"10,177"
"Iowa, Fremont",IA,Fremont,Iowa,IA,democrat,Hillary Clinton,3595,"6,947"
"Iowa, Fremont",IA,Fremont,Iowa,IA,republican,Donald Trump,3595,"6,947"
"Iowa, Greene",IA,Greene,Iowa,IA,democrat,Hillary Clinton,4821,"9,001"
"Iowa, Greene",IA,Greene,Iowa,IA,republican,Donald Trump,4821,"9,001"
"Iowa, Grundy",IA,Grundy,Iowa,IA,democrat,Hillary Clinton,6872,"12,286"
"Iowa, Grundy",IA,Grundy,Iowa,IA,republican,Donald Trump,6872,"12,286"
"Iowa, Guthrie",IA,Guthrie,Iowa,IA,democrat,Hillary Clinton,5750,"10,642"
"Iowa, Guthrie",IA,Guthrie,Iowa,IA,republican,Donald Trump,5750,"10,642"
"Iowa, Hamilton",IA,Hamilton,Iowa,IA,democrat,Hillary Clinton,7694,"15,075"
"Iowa, Hamilton",IA,Hamilton,Iowa,IA,republican,Donald Trump,7694,"15,075"
"Iowa, Hancock",IA,Hancock,Iowa,IA,democrat,Hillary Clinton,5871,"10,887"
"Iowa, Hancock",IA,Hancock,Iowa,IA,republican,Donald Trump,5871,"10,887"
"Iowa, Hardin",IA,Hardin,Iowa,IA,democrat,Hillary Clinton,8533,"17,196"
"Iowa, Hardin",IA,Hardin,Iowa,IA,republican,Donald Trump,8533,"17,196"
"Iowa, Harrison",IA,Harrison,Iowa,IA,democrat,Hillary Clinton,7465,"14,046"
"Iowa, Harrison",IA,Harrison,Iowa,IA,republican,Donald Trump,7465,"14,046"
"Iowa, Henry",IA,Henry,Iowa,IA,democrat,Hillary Clinton,9404,"19,833"
"Iowa, Henry",IA,Henry,Iowa,IA,republican,Donald Trump,9404,"19,833"
"Iowa, Howard",IA,Howard,Iowa,IA,democrat,Hillary Clinton,4559,"9,257"
"Iowa, Howard",IA,Howard,Iowa,IA,republican,Donald Trump,4559,"9,257"
"Iowa, Humboldt",IA,Humboldt,Iowa,IA,democrat,Hillary Clinton,5087,"9,530"
"Iowa, Humboldt",IA,Humboldt,Iowa,IA,republican,Donald Trump,5087,"9,530"
"Iowa, Ida",IA,Ida,Iowa,IA,democrat,Hillary Clinton,3612,"6,961"
"Iowa, Ida",IA,Ida,Iowa,IA,republican,Donald Trump,3612,"6,961"
"Iowa, Iowa",IA,Iowa,Iowa,IA,democrat,Hillary Clinton,8904,"16,192"
"Iowa, Iowa",IA,Iowa,Iowa,IA,republican,Donald Trump,8904,"16,192"
"Iowa, Jackson",IA,Jackson,Iowa,IA,democrat,Hillary Clinton,10310,"19,393"
"Iowa, Jackson",IA,Jackson,Iowa,IA,republican,Donald Trump,10310,"19,393"
"Iowa, Jasper",IA,Jasper,Iowa,IA,democrat,Hillary Clinton,19034,"36,736"
"Iowa, Jasper",IA,Jasper,Iowa,IA,republican,Donald Trump,19034,"36,736"
"Iowa, Jefferson",IA,Jefferson,Iowa,IA,democrat,Hillary Clinton,8156,"18,063"
"Iowa, Jefferson",IA,Jefferson,Iowa,IA,republican,Donald Trump,8156,"18,063"
"Iowa, Johnson",IA,Johnson,Iowa,IA,democrat,Hillary Clinton,76940,"146,928"
"Iowa, Johnson",IA,Johnson,Iowa,IA,republican,Donald Trump,76940,"146,928"
"Iowa, Jones",IA,Jones,Iowa,IA,democrat,Hillary Clinton,10133,"20,392"
"Iowa, Jones",IA,Jones,Iowa,IA,republican,Donald Trump,10133,"20,392"
"Iowa, Keokuk",IA,Keokuk,Iowa,IA,democrat,Hillary Clinton,4985,"10,170"
"Iowa, Keokuk",IA,Keokuk,Iowa,IA,republican,Donald Trump,4985,"10,170"
"Iowa, Kossuth",IA,Kossuth,Iowa,IA,democrat,Hillary Clinton,8607,"15,104"
"Iowa, Kossuth",IA,Kossuth,Iowa,IA,republican,Donald Trump,8607,"15,104"
"Iowa, Lee",IA,Lee,Iowa,IA,democrat,Hillary Clinton,16151,"34,458"
"Iowa, Lee",IA,Lee,Iowa,IA,republican,Donald Trump,16151,"34,458"
"Iowa, Linn",IA,Linn,Iowa,IA,democrat,Hillary Clinton,117098,"222,188"
"Iowa, Linn",IA,Linn,Iowa,IA,republican,Donald Trump,117098,"222,188"
"Iowa, Louisa",IA,Louisa,Iowa,IA,democrat,Hillary Clinton,5008,"11,221"
"Iowa, Louisa",IA,Louisa,Iowa,IA,republican,Donald Trump,5008,"11,221"
"Iowa, Lucas",IA,Lucas,Iowa,IA,democrat,Hillary Clinton,4354,"8,555"
"Iowa, Lucas",IA,Lucas,Iowa,IA,republican,Donald Trump,4354,"8,555"
"Iowa, Lyon",IA,Lyon,Iowa,IA,democrat,Hillary Clinton,6377,"11,780"
"Iowa, Lyon",IA,Lyon,Iowa,IA,republican,Donald Trump,6377,"11,780"
"Iowa, Madison",IA,Madison,Iowa,IA,democrat,Hillary Clinton,8636,"15,796"
"Iowa, Madison",IA,Madison,Iowa,IA,republican,Donald Trump,8636,"15,796"
"Iowa, Mahaska",IA,Mahaska,Iowa,IA,democrat,Hillary Clinton,10632,"22,186"
"Iowa, Mahaska",IA,Mahaska,Iowa,IA,republican,Donald Trump,10632,"22,186"
"Iowa, Marion",IA,Marion,Iowa,IA,democrat,Hillary Clinton,17816,"33,146"
"Iowa, Marion",IA,Marion,Iowa,IA,republican,Donald Trump,17816,"33,146"
"Iowa, Marshall",IA,Marshall,Iowa,IA,democrat,Hillary Clinton,17980,"40,135"
"Iowa, Marshall",IA,Marshall,Iowa,IA,republican,Donald Trump,17980,"40,135"
"Iowa, Mills",IA,Mills,Iowa,IA,democrat,Hillary Clinton,7698,"15,053"
"Iowa, Mills",IA,Mills,Iowa,IA,republican,Donald Trump,7698,"15,053"
"Iowa, Mitchell",IA,Mitchell,Iowa,IA,democrat,Hillary Clinton,5417,"10,644"
"Iowa, Mitchell",IA,Mitchell,Iowa,IA,republican,Donald Trump,5417,"10,644"
"Iowa, Monona",IA,Monona,Iowa,IA,democrat,Hillary Clinton,4572,"8,786"
"Iowa, Monona",IA,Monona,Iowa,IA,republican,Donald Trump,4572,"8,786"
"Iowa, Monroe",IA,Monroe,Iowa,IA,democrat,Hillary Clinton,3865,"7,836"
"Iowa, Monroe",IA,Monroe,Iowa,IA,republican,Donald Trump,3865,"7,836"
"Iowa, Montgomery",IA,Montgomery,Iowa,IA,democrat,Hillary Clinton,5044,"10,124"
"Iowa, Montgomery",IA,Montgomery,Iowa,IA,republican,Donald Trump,5044,"10,124"
"Iowa, Muscatine",IA,Muscatine,Iowa,IA,democrat,Hillary Clinton,19434,"42,968"
"Iowa, Muscatine",IA,Muscatine,Iowa,IA,republican,Donald Trump,19434,"42,968"
"Iowa, O'Brien",IA,O'Brien,Iowa,IA,democrat,Hillary Clinton,7406,"13,926"
"Iowa, O'Brien",IA,O'Brien,Iowa,IA,republican,Donald Trump,7406,"13,926"
"Iowa, Osceola",IA,Osceola,Iowa,IA,democrat,Hillary Clinton,3213,"6,095"
"Iowa, Osceola",IA,Osceola,Iowa,IA,republican,Donald Trump,3213,"6,095"
"Iowa, Page",IA,Page,Iowa,IA,democrat,Hillary Clinton,7044,"15,329"
"Iowa, Page",IA,Page,Iowa,IA,republican,Donald Trump,7044,"15,329"
"Iowa, Palo Alto",IA,Palo Alto,Iowa,IA,democrat,Hillary Clinton,4703,"9,034"
"Iowa, Palo Alto",IA,Palo Alto,Iowa,IA,republican,Donald Trump,4703,"9,034"
"Iowa, Plymouth",IA,Plymouth,Iowa,IA,democrat,Hillary Clinton,13190,"25,180"
"Iowa, Plymouth",IA,Plymouth,Iowa,IA,republican,Donald Trump,13190,"25,180"
"Iowa, Pocahontas",IA,Pocahontas,Iowa,IA,democrat,Hillary Clinton,3865,"6,854"
"Iowa, Pocahontas",IA,Pocahontas,Iowa,IA,republican,Donald Trump,3865,"6,854"
"Iowa, Polk",IA,Polk,Iowa,IA,democrat,Hillary Clinton,231555,"474,277"
"Iowa, Polk",IA,Polk,Iowa,IA,republican,Donald Trump,231555,"474,277"
"Iowa, Pottawattamie",IA,Pottawattamie,Iowa,IA,democrat,Hillary Clinton,42680,"93,518"
"Iowa, Pottawattamie",IA,Pottawattamie,Iowa,IA,republican,Donald Trump,42680,"93,518"
"Iowa, Poweshiek",IA,Poweshiek,Iowa,IA,democrat,Hillary Clinton,9833,"18,279"
"Iowa, Poweshiek",IA,Poweshiek,Iowa,IA,republican,Donald Trump,9833,"18,279"
"Iowa, Ringgold",IA,Ringgold,Iowa,IA,democrat,Hillary Clinton,2707,"4,985"
"Iowa, Ringgold",IA,Ringgold,Iowa,IA,republican,Donald Trump,2707,"4,985"
"Iowa, Sac",IA,Sac,Iowa,IA,democrat,Hillary Clinton,5212,"9,816"
"Iowa, Sac",IA,Sac,Iowa,IA,republican,Donald Trump,5212,"9,816"
"Iowa, Scott",IA,Scott,Iowa,IA,democrat,Hillary Clinton,86220,"172,135"
"Iowa, Scott",IA,Scott,Iowa,IA,republican,Donald Trump,86220,"172,135"
"Iowa, Shelby",IA,Shelby,Iowa,IA,democrat,Hillary Clinton,6370,"11,655"
"Iowa, Shelby",IA,Shelby,Iowa,IA,republican,Donald Trump,6370,"11,655"
"Iowa, Sioux",IA,Sioux,Iowa,IA,democrat,Hillary Clinton,18194,"34,944"
"Iowa, Sioux",IA,Sioux,Iowa,IA,republican,Donald Trump,18194,"34,944"
"Iowa, Story",IA,Story,Iowa,IA,democrat,Hillary Clinton,50667,"96,893"
"Iowa, Story",IA,Story,Iowa,IA,republican,Donald Trump,50667,"96,893"
"Iowa, Tama",IA,Tama,Iowa,IA,democrat,Hillary Clinton,8752,"17,192"
"Iowa, Tama",IA,Tama,Iowa,IA,republican,Donald Trump,8752,"17,192"
"Iowa, Taylor",IA,Taylor,Iowa,IA,democrat,Hillary Clinton,3029,"6,213"
"Iowa, Taylor",IA,Taylor,Iowa,IA,republican,Donald Trump,3029,"6,213"
"Iowa, Union",IA,Union,Iowa,IA,democrat,Hillary Clinton,5832,"12,360"
"Iowa, Union",IA,Union,Iowa,IA,republican,Donald Trump,5832,"12,360"
"Iowa, Van Buren",IA,Van Buren,Iowa,IA,democrat,Hillary Clinton,3561,"7,241"
"Iowa, Van Buren",IA,Van Buren,Iowa,IA,republican,Donald Trump,3561,"7,241"
"Iowa, Wapello",IA,Wapello,Iowa,IA,democrat,Hillary Clinton,15149,"35,265"
"Iowa, Wapello",IA,Wapello,Iowa,IA,republican,Donald Trump,15149,"35,265"
"Iowa, Warren",IA,Warren,Iowa,IA,democrat,Hillary Clinton,27300,"49,356"
"Iowa, Warren",IA,Warren,Iowa,IA,republican,Donald Trump,27300,"49,356"
"Iowa, Washington",IA,Washington,Iowa,IA,democrat,Hillary Clinton,10929,"22,126"
"Iowa, Washington",IA,Washington,Iowa,IA,republican,Donald Trump,10929,"22,126"
"Iowa, Wayne",IA,Wayne,Iowa,IA,democrat,Hillary Clinton,2940,"6,447"
"Iowa, Wayne",IA,Wayne,Iowa,IA,republican,Donald Trump,2940,"6,447"
"Iowa, Webster",IA,Webster,Iowa,IA,democrat,Hillary Clinton,17430,"36,781"
"Iowa, Webster",IA,Webster,Iowa,IA,republican,Donald Trump,17430,"36,781"
"Iowa, Winnebago",IA,Winnebago,Iowa,IA,democrat,Hillary Clinton,5787,"10,602"
"Iowa, Winnebago",IA,Winnebago,Iowa,IA,republican,Donald Trump,5787,"10,602"
"Iowa, Winneshiek",IA,Winneshiek,Iowa,IA,democrat,Hillary Clinton,11362,"20,427"
"Iowa, Winneshiek",IA,Winneshiek,Iowa,IA,republican,Donald Trump,11362,"20,427"
"Iowa, Woodbury",IA,Woodbury,Iowa,IA,democrat,Hillary Clinton,43718,"102,686"
"Iowa, Woodbury",IA,Woodbury,Iowa,IA,republican,Donald Trump,43718,"102,686"
"Iowa, Worth",IA,Worth,Iowa,IA,democrat,Hillary Clinton,4257,"7,471"
"Iowa, Worth",IA,Worth,Iowa,IA,republican,Donald Trump,4257,"7,471"
"Iowa, Wright",IA,Wright,Iowa,IA,democrat,Hillary Clinton,6026,"12,839"
"Iowa, Wright",IA,Wright,Iowa,IA,republican,Donald Trump,6026,"12,839"
"Kansas, Allen",KS,Allen,Kansas,KS,democrat,Hillary Clinton,5454,"12,670"
"Kansas, Allen",KS,Allen,Kansas,KS,republican,Donald Trump,5454,"12,670"
"Kansas, Anderson",KS,Anderson,Kansas,KS,democrat,Hillary Clinton,3350,"7,812"
"Kansas, Anderson",KS,Anderson,Kansas,KS,republican,Donald Trump,3350,"7,812"
"Kansas, Atchison",KS,Atchison,Kansas,KS,democrat,Hillary Clinton,6575,"16,376"
"Kansas, Atchison",KS,Atchison,Kansas,KS,republican,Donald Trump,6575,"16,376"
"Kansas, Barber",KS,Barber,Kansas,KS,democrat,Hillary Clinton,2252,"4,673"
"Kansas, Barber",KS,Barber,Kansas,KS,republican,Donald Trump,2252,"4,673"
"Kansas, Barton",KS,Barton,Kansas,KS,democrat,Hillary Clinton,10269,"26,878"
"Kansas, Barton",KS,Barton,Kansas,KS,republican,Donald Trump,10269,"26,878"
"Kansas, Bourbon",KS,Bourbon,Kansas,KS,democrat,Hillary Clinton,6093,"14,624"
"Kansas, Bourbon",KS,Bourbon,Kansas,KS,republican,Donald Trump,6093,"14,624"
"Kansas, Brown",KS,Brown,Kansas,KS,democrat,Hillary Clinton,4036,"9,641"
"Kansas, Brown",KS,Brown,Kansas,KS,republican,Donald Trump,4036,"9,641"
"Kansas, Butler",KS,Butler,Kansas,KS,democrat,Hillary Clinton,27657,"66,652"
"Kansas, Butler",KS,Butler,Kansas,KS,republican,Donald Trump,27657,"66,652"
"Kansas, Chase",KS,Chase,Kansas,KS,democrat,Hillary Clinton,1369,"2,632"
"Kansas, Chase",KS,Chase,Kansas,KS,republican,Donald Trump,1369,"2,632"
"Kansas, Chautauqua",KS,Chautauqua,Kansas,KS,democrat,Hillary Clinton,1481,"3,360"
"Kansas, Chautauqua",KS,Chautauqua,Kansas,KS,republican,Donald Trump,1481,"3,360"
"Kansas, Cherokee",KS,Cherokee,Kansas,KS,democrat,Hillary Clinton,8620,"20,256"
"Kansas, Cherokee",KS,Cherokee,Kansas,KS,republican,Donald Trump,8620,"20,256"
"Kansas, Cheyenne",KS,Cheyenne,Kansas,KS,democrat,Hillary Clinton,1407,"2,667"
"Kansas, Cheyenne",KS,Cheyenne,Kansas,KS,republican,Donald Trump,1407,"2,667"
"Kansas, Clark",KS,Clark,Kansas,KS,democrat,Hillary Clinton,1005,"2,065"
"Kansas, Clark",KS,Clark,Kansas,KS,republican,Donald Trump,1005,"2,065"
"Kansas, Clay",KS,Clay,Kansas,KS,democrat,Hillary Clinton,3820,"8,105"
"Kansas, Clay",KS,Clay,Kansas,KS,republican,Donald Trump,3820,"8,105"
"Kansas, Cloud",KS,Cloud,Kansas,KS,democrat,Hillary Clinton,3930,"9,070"
"Kansas, Cloud",KS,Cloud,Kansas,KS,republican,Donald Trump,3930,"9,070"
"Kansas, Coffey",KS,Coffey,Kansas,KS,democrat,Hillary Clinton,4068,"8,339"
"Kansas, Coffey",KS,Coffey,Kansas,KS,republican,Donald Trump,4068,"8,339"
"Kansas, Comanche",KS,Comanche,Kansas,KS,democrat,Hillary Clinton,867,"1,838"
"Kansas, Comanche",KS,Comanche,Kansas,KS,republican,Donald Trump,867,"1,838"
"Kansas, Cowley",KS,Cowley,Kansas,KS,democrat,Hillary Clinton,12621,"35,650"
"Kansas, Cowley",KS,Cowley,Kansas,KS,republican,Donald Trump,12621,"35,650"
"Kansas, Crawford",KS,Crawford,Kansas,KS,democrat,Hillary Clinton,14891,"39,046"
"Kansas, Crawford",KS,Crawford,Kansas,KS,republican,Donald Trump,14891,"39,046"
"Kansas, Decatur",KS,Decatur,Kansas,KS,democrat,Hillary Clinton,1452,"2,828"
"Kansas, Decatur",KS,Decatur,Kansas,KS,republican,Donald Trump,1452,"2,828"
"Kansas, Dickinson",KS,Dickinson,Kansas,KS,democrat,Hillary Clinton,8210,"18,956"
"Kansas, Dickinson",KS,Dickinson,Kansas,KS,republican,Donald Trump,8210,"18,956"
"Kansas, Doniphan",KS,Doniphan,Kansas,KS,democrat,Hillary Clinton,3378,"7,718"
"Kansas, Doniphan",KS,Doniphan,Kansas,KS,republican,Donald Trump,3378,"7,718"
"Kansas, Douglas",KS,Douglas,Kansas,KS,democrat,Hillary Clinton,50087,"119,662"
"Kansas, Douglas",KS,Douglas,Kansas,KS,republican,Donald Trump,50087,"119,662"
"Kansas, Edwards",KS,Edwards,Kansas,KS,democrat,Hillary Clinton,1319,"2,899"
"Kansas, Edwards",KS,Edwards,Kansas,KS,republican,Donald Trump,1319,"2,899"
"Kansas, Elk",KS,Elk,Kansas,KS,democrat,Hillary Clinton,1259,"2,511"
"Kansas, Elk",KS,Elk,Kansas,KS,republican,Donald Trump,1259,"2,511"
"Kansas, Ellis",KS,Ellis,Kansas,KS,democrat,Hillary Clinton,11947,"28,942"
"Kansas, Ellis",KS,Ellis,Kansas,KS,republican,Donald Trump,11947,"28,942"
"Kansas, Ellsworth",KS,Ellsworth,Kansas,KS,democrat,Hillary Clinton,2679,"6,302"
"Kansas, Ellsworth",KS,Ellsworth,Kansas,KS,republican,Donald Trump,2679,"6,302"
"Kansas, Finney",KS,Finney,Kansas,KS,democrat,Hillary Clinton,10159,"36,885"
"Kansas, Finney",KS,Finney,Kansas,KS,republican,Donald Trump,10159,"36,885"
"Kansas, Ford",KS,Ford,Kansas,KS,democrat,Hillary Clinton,7718,"34,552"
"Kansas, Ford",KS,Ford,Kansas,KS,republican,Donald Trump,7718,"34,552"
"Kansas, Franklin",KS,Franklin,Kansas,KS,democrat,Hillary Clinton,10965,"25,523"
"Kansas, Franklin",KS,Franklin,Kansas,KS,republican,Donald Trump,10965,"25,523"
"Kansas, Geary",KS,Geary,Kansas,KS,democrat,Hillary Clinton,7504,"35,223"
"Kansas, Geary",KS,Geary,Kansas,KS,republican,Donald Trump,7504,"35,223"
"Kansas, Gove",KS,Gove,Kansas,KS,democrat,Hillary Clinton,1343,"2,622"
"Kansas, Gove",KS,Gove,Kansas,KS,republican,Donald Trump,1343,"2,622"
"Kansas, Graham",KS,Graham,Kansas,KS,democrat,Hillary Clinton,1284,"2,562"
"Kansas, Graham",KS,Graham,Kansas,KS,republican,Donald Trump,1284,"2,562"
"Kansas, Grant",KS,Grant,Kansas,KS,democrat,Hillary Clinton,2389,"7,675"
"Kansas, Grant",KS,Grant,Kansas,KS,republican,Donald Trump,2389,"7,675"
"Kansas, Gray",KS,Gray,Kansas,KS,democrat,Hillary Clinton,2066,"6,031"
"Kansas, Gray",KS,Gray,Kansas,KS,republican,Donald Trump,2066,"6,031"
"Kansas, Greeley",KS,Greeley,Kansas,KS,democrat,Hillary Clinton,650,"1,277"
"Kansas, Greeley",KS,Greeley,Kansas,KS,republican,Donald Trump,650,"1,277"
"Kansas, Greenwood",KS,Greenwood,Kansas,KS,democrat,Hillary Clinton,2840,"6,112"
"Kansas, Greenwood",KS,Greenwood,Kansas,KS,republican,Donald Trump,2840,"6,112"
"Kansas, Hamilton",KS,Hamilton,Kansas,KS,democrat,Hillary Clinton,876,"2,634"
"Kansas, Hamilton",KS,Hamilton,Kansas,KS,republican,Donald Trump,876,"2,634"
"Kansas, Harper",KS,Harper,Kansas,KS,democrat,Hillary Clinton,2578,"5,667"
"Kansas, Harper",KS,Harper,Kansas,KS,republican,Donald Trump,2578,"5,667"
"Kansas, Harvey",KS,Harvey,Kansas,KS,democrat,Hillary Clinton,14916,"34,726"
"Kansas, Harvey",KS,Harvey,Kansas,KS,republican,Donald Trump,14916,"34,726"
"Kansas, Haskell",KS,Haskell,Kansas,KS,democrat,Hillary Clinton,1354,"4,026"
"Kansas, Haskell",KS,Haskell,Kansas,KS,republican,Donald Trump,1354,"4,026"
"Kansas, Hodgeman",KS,Hodgeman,Kansas,KS,democrat,Hillary Clinton,1017,"1,851"
"Kansas, Hodgeman",KS,Hodgeman,Kansas,KS,republican,Donald Trump,1017,"1,851"
"Kansas, Jackson",KS,Jackson,Kansas,KS,democrat,Hillary Clinton,5818,"13,270"
"Kansas, Jackson",KS,Jackson,Kansas,KS,republican,Donald Trump,5818,"13,270"
"Kansas, Jefferson",KS,Jefferson,Kansas,KS,democrat,Hillary Clinton,8337,"18,824"
"Kansas, Jefferson",KS,Jefferson,Kansas,KS,republican,Donald Trump,8337,"18,824"
"Kansas, Jewell",KS,Jewell,Kansas,KS,democrat,Hillary Clinton,1494,"2,880"
"Kansas, Jewell",KS,Jewell,Kansas,KS,republican,Donald Trump,1494,"2,880"
"Kansas, Johnson",KS,Johnson,Kansas,KS,democrat,Hillary Clinton,290090,"586,015"
"Kansas, Johnson",KS,Johnson,Kansas,KS,republican,Donald Trump,290090,"586,015"
"Kansas, Kearny",KS,Kearny,Kansas,KS,democrat,Hillary Clinton,1316,"3,890"
"Kansas, Kearny",KS,Kearny,Kansas,KS,republican,Donald Trump,1316,"3,890"
"Kansas, Kingman",KS,Kingman,Kansas,KS,democrat,Hillary Clinton,3334,"7,417"
"Kansas, Kingman",KS,Kingman,Kansas,KS,republican,Donald Trump,3334,"7,417"
"Kansas, Kiowa",KS,Kiowa,Kansas,KS,democrat,Hillary Clinton,1079,"2,507"
"Kansas, Kiowa",KS,Kiowa,Kansas,KS,republican,Donald Trump,1079,"2,507"
"Kansas, Labette",KS,Labette,Kansas,KS,democrat,Hillary Clinton,8107,"20,313"
"Kansas, Labette",KS,Labette,Kansas,KS,republican,Donald Trump,8107,"20,313"
"Kansas, Lane",KS,Lane,Kansas,KS,democrat,Hillary Clinton,871,"1,593"
"Kansas, Lane",KS,Lane,Kansas,KS,republican,Donald Trump,871,"1,593"
"Kansas, Leavenworth",KS,Leavenworth,Kansas,KS,democrat,Hillary Clinton,30301,"80,244"
"Kansas, Leavenworth",KS,Leavenworth,Kansas,KS,republican,Donald Trump,30301,"80,244"
"Kansas, Lincoln",KS,Lincoln,Kansas,KS,democrat,Hillary Clinton,1464,"3,077"
"Kansas, Lincoln",KS,Lincoln,Kansas,KS,republican,Donald Trump,1464,"3,077"
"Kansas, Linn",KS,Linn,Kansas,KS,democrat,Hillary Clinton,4427,"9,606"
"Kansas, Linn",KS,Linn,Kansas,KS,republican,Donald Trump,4427,"9,606"
"Kansas, Logan",KS,Logan,Kansas,KS,democrat,Hillary Clinton,1357,"2,818"
"Kansas, Logan",KS,Logan,Kansas,KS,republican,Donald Trump,1357,"2,818"
"Kansas, Lyon",KS,Lyon,Kansas,KS,democrat,Hillary Clinton,12288,"33,369"
"Kansas, Lyon",KS,Lyon,Kansas,KS,republican,Donald Trump,12288,"33,369"
"Kansas, Marion",KS,Marion,Kansas,KS,democrat,Hillary Clinton,5624,"12,017"
"Kansas, Marion",KS,Marion,Kansas,KS,republican,Donald Trump,5624,"12,017"
"Kansas, Marshall",KS,Marshall,Kansas,KS,democrat,Hillary Clinton,4673,"9,789"
"Kansas, Marshall",KS,Marshall,Kansas,KS,republican,Donald Trump,4673,"9,789"
"Kansas, McPherson",KS,McPherson,Kansas,KS,democrat,Hillary Clinton,12742,"28,429"
"Kansas, McPherson",KS,McPherson,Kansas,KS,republican,Donald Trump,12742,"28,429"
"Kansas, Meade",KS,Meade,Kansas,KS,democrat,Hillary Clinton,1720,"4,236"
"Kansas, Meade",KS,Meade,Kansas,KS,republican,Donald Trump,1720,"4,236"
"Kansas, Miami",KS,Miami,Kansas,KS,democrat,Hillary Clinton,15022,"32,923"
"Kansas, Miami",KS,Miami,Kansas,KS,republican,Donald Trump,15022,"32,923"
"Kansas, Mitchell",KS,Mitchell,Kansas,KS,democrat,Hillary Clinton,2942,"6,207"
"Kansas, Mitchell",KS,Mitchell,Kansas,KS,republican,Donald Trump,2942,"6,207"
"Kansas, Montgomery",KS,Montgomery,Kansas,KS,democrat,Hillary Clinton,12004,"32,859"
"Kansas, Montgomery",KS,Montgomery,Kansas,KS,republican,Donald Trump,12004,"32,859"
"Kansas, Morris",KS,Morris,Kansas,KS,democrat,Hillary Clinton,2624,"5,558"
"Kansas, Morris",KS,Morris,Kansas,KS,republican,Donald Trump,2624,"5,558"
"Kansas, Morton",KS,Morton,Kansas,KS,democrat,Hillary Clinton,1192,"2,790"
"Kansas, Morton",KS,Morton,Kansas,KS,republican,Donald Trump,1192,"2,790"
"Kansas, Nemaha",KS,Nemaha,Kansas,KS,democrat,Hillary Clinton,5122,"10,089"
"Kansas, Nemaha",KS,Nemaha,Kansas,KS,republican,Donald Trump,5122,"10,089"
"Kansas, Neosho",KS,Neosho,Kansas,KS,democrat,Hillary Clinton,6314,"16,127"
"Kansas, Neosho",KS,Neosho,Kansas,KS,republican,Donald Trump,6314,"16,127"
"Kansas, Ness",KS,Ness,Kansas,KS,democrat,Hillary Clinton,1454,"2,957"
"Kansas, Ness",KS,Ness,Kansas,KS,republican,Donald Trump,1454,"2,957"
"Kansas, Norton",KS,Norton,Kansas,KS,democrat,Hillary Clinton,2234,"5,491"
"Kansas, Norton",KS,Norton,Kansas,KS,republican,Donald Trump,2234,"5,491"
"Kansas, Osage",KS,Osage,Kansas,KS,democrat,Hillary Clinton,7046,"15,811"
"Kansas, Osage",KS,Osage,Kansas,KS,republican,Donald Trump,7046,"15,811"
"Kansas, Osborne",KS,Osborne,Kansas,KS,democrat,Hillary Clinton,1788,"3,588"
"Kansas, Osborne",KS,Osborne,Kansas,KS,republican,Donald Trump,1788,"3,588"
"Kansas, Ottawa",KS,Ottawa,Kansas,KS,democrat,Hillary Clinton,2903,"5,905"
"Kansas, Ottawa",KS,Ottawa,Kansas,KS,republican,Donald Trump,2903,"5,905"
"Kansas, Pawnee",KS,Pawnee,Kansas,KS,democrat,Hillary Clinton,2661,"6,719"
"Kansas, Pawnee",KS,Pawnee,Kansas,KS,republican,Donald Trump,2661,"6,719"
"Kansas, Phillips",KS,Phillips,Kansas,KS,democrat,Hillary Clinton,2664,"5,402"
"Kansas, Phillips",KS,Phillips,Kansas,KS,republican,Donald Trump,2664,"5,402"
"Kansas, Pottawatomie",KS,Pottawatomie,Kansas,KS,democrat,Hillary Clinton,10693,"23,605"
"Kansas, Pottawatomie",KS,Pottawatomie,Kansas,KS,republican,Donald Trump,10693,"23,605"
"Kansas, Pratt",KS,Pratt,Kansas,KS,democrat,Hillary Clinton,3842,"9,557"
"Kansas, Pratt",KS,Pratt,Kansas,KS,republican,Donald Trump,3842,"9,557"
"Kansas, Rawlins",KS,Rawlins,Kansas,KS,democrat,Hillary Clinton,1472,"2,500"
"Kansas, Rawlins",KS,Rawlins,Kansas,KS,republican,Donald Trump,1472,"2,500"
"Kansas, Reno",KS,Reno,Kansas,KS,democrat,Hillary Clinton,24210,"63,184"
"Kansas, Reno",KS,Reno,Kansas,KS,republican,Donald Trump,24210,"63,184"
"Kansas, Republic",KS,Republic,Kansas,KS,democrat,Hillary Clinton,2529,"4,659"
"Kansas, Republic",KS,Republic,Kansas,KS,republican,Donald Trump,2529,"4,659"
"Kansas, Rice",KS,Rice,Kansas,KS,democrat,Hillary Clinton,3804,"9,782"
