Location,State_Code_x,County,State,State_Code_y,Party,Candidate,Total_Votes,County_Pop_2016
"Nevada, Churchill",NV,Churchill,Nevada,NV,republican,Donald Trump,10938,"23,904"
"Nevada, Clark",NV,Clark,Nevada,NV,democrat,Hillary Clinton,767156,"2,138,836"
"Nevada, Clark",NV,Clark,Nevada,NV,republican,Donald Trump,767156,"2,138,836"
"Nevada, Douglas",NV,Douglas,Nevada,NV,democrat,Hillary Clinton,27885,"47,834"
"Nevada, Douglas",NV,Douglas,Nevada,NV,republican,Donald Trump,27885,"47,834"
"Nevada, Elko",NV,Elko,Nevada,NV,democrat,Hillary Clinton,18559,"52,082"
"Nevada, Elko",NV,Elko,Nevada,NV,republican,Donald Trump,18559,"52,082"
"Nevada, Esmeralda",NV,Esmeralda,Nevada,NV,democrat,Hillary Clinton,423,826
"Nevada, Esmeralda",NV,Esmeralda,Nevada,NV,republican,Donald Trump,423,826
"Nevada, Eureka",NV,Eureka,Nevada,NV,democrat,Hillary Clinton,854,"1,936"
"Nevada, Eureka",NV,Eureka,Nevada,NV,republican,Donald Trump,854,"1,936"
"Nevada, Humboldt",NV,Humboldt,Nevada,NV,democrat,Hillary Clinton,6433,"16,795"
"Nevada, Humboldt",NV,Humboldt,Nevada,NV,republican,Donald Trump,6433,"16,795"
"Nevada, Lander",NV,Lander,Nevada,NV,democrat,Hillary Clinton,2413,"5,684"
"Nevada, Lander",NV,Lander,Nevada,NV,republican,Donald Trump,2413,"5,684"
"Nevada, Lincoln",NV,Lincoln,Nevada,NV,democrat,Hillary Clinton,2132,"5,154"
"Nevada, Lincoln",NV,Lincoln,Nevada,NV,republican,Donald Trump,2132,"5,154"
"Nevada, Lyon",NV,Lyon,Nevada,NV,democrat,Hillary Clinton,23762,"52,707"
"Nevada, Lyon",NV,Lyon,Nevada,NV,republican,Donald Trump,23762,"52,707"
"Nevada, Mineral",NV,Mineral,Nevada,NV,democrat,Hillary Clinton,1997,"4,376"
"Nevada, Mineral",NV,Mineral,Nevada,NV,republican,Donald Trump,1997,"4,376"
"Nevada, Nye",NV,Nye,Nevada,NV,democrat,Hillary Clinton,19595,"43,248"
"Nevada, Nye",NV,Nye,Nevada,NV,republican,Donald Trump,19595,"43,248"
"Nevada, Pershing",NV,Pershing,Nevada,NV,democrat,Hillary Clinton,1982,"6,576"
"Nevada, Pershing",NV,Pershing,Nevada,NV,republican,Donald Trump,1982,"6,576"
"Nevada, Storey",NV,Storey,Nevada,NV,democrat,Hillary Clinton,2558,"3,986"
"Nevada, Storey",NV,Storey,Nevada,NV,republican,Donald Trump,2558,"3,986"
"Nevada, Washoe",NV,Washoe,Nevada,NV,democrat,Hillary Clinton,209909,"449,723"
"Nevada, Washoe",NV,Washoe,Nevada,NV,republican,Donald Trump,209909,"449,723"
"Nevada, White Pine",NV,White Pine,Nevada,NV,democrat,Hillary Clinton,3773,"9,749"
"Nevada, White Pine",NV,White Pine,Nevada,NV,republican,Donald Trump,3773,"9,749"
"New Hampshire, Belknap",NH,Belknap,New Hampshire,NH,democrat,Hillary Clinton,35045,"60,747"
"New Hampshire, Belknap",NH,Belknap,New Hampshire,NH,republican,Donald Trump,35045,"60,747"
"New Hampshire, Carroll",NH,Carroll,New Hampshire,NH,democrat,Hillary Clinton,29616,"47,497"
"New Hampshire, Carroll",NH,Carroll,New Hampshire,NH,republican,Donald Trump,29616,"47,497"
"New Hampshire, Cheshire",NH,Cheshire,New Hampshire,NH,democrat,Hillary Clinton,41895,"75,975"
"New Hampshire, Cheshire",NH,Cheshire,New Hampshire,NH,republican,Donald Trump,41895,"75,975"
"New Hampshire, Coos",NH,Coos,New Hampshire,NH,democrat,Hillary Clinton,15627,"31,916"
"New Hampshire, Coos",NH,Coos,New Hampshire,NH,republican,Donald Trump,15627,"31,916"
"New Hampshire, Grafton",NH,Grafton,New Hampshire,NH,democrat,Hillary Clinton,51191,"90,004"
"New Hampshire, Grafton",NH,Grafton,New Hampshire,NH,republican,Donald Trump,51191,"90,004"
"New Hampshire, Hillsborough",NH,Hillsborough,New Hampshire,NH,democrat,Hillary Clinton,214157,"411,333"
"New Hampshire, Hillsborough",NH,Hillsborough,New Hampshire,NH,republican,Donald Trump,214157,"411,333"
"New Hampshire, Merrimack",NH,Merrimack,New Hampshire,NH,democrat,Hillary Clinton,83648,"149,063"
"New Hampshire, Merrimack",NH,Merrimack,New Hampshire,NH,republican,Donald Trump,83648,"149,063"
"New Hampshire, Rockingham",NH,Rockingham,New Hampshire,NH,democrat,Hillary Clinton,181434,"304,377"
"New Hampshire, Rockingham",NH,Rockingham,New Hampshire,NH,republican,Donald Trump,181434,"304,377"
"New Hampshire, Strafford",NH,Strafford,New Hampshire,NH,democrat,Hillary Clinton,69000,"128,311"
"New Hampshire, Strafford",NH,Strafford,New Hampshire,NH,republican,Donald Trump,69000,"128,311"
"New Hampshire, Sullivan",NH,Sullivan,New Hampshire,NH,democrat,Hillary Clinton,22683,"43,084"
"New Hampshire, Sullivan",NH,Sullivan,New Hampshire,NH,republican,Donald Trump,22683,"43,084"
"New Jersey, Atlantic",NJ,Atlantic,New Jersey,NJ,democrat,Hillary Clinton,117291,"267,217"
"New Jersey, Atlantic",NJ,Atlantic,New Jersey,NJ,republican,Donald Trump,117291,"267,217"
"New Jersey, Bergen",NJ,Bergen,New Jersey,NJ,democrat,Hillary Clinton,419296,"928,120"
"New Jersey, Bergen",NJ,Bergen,New Jersey,NJ,republican,Donald Trump,419296,"928,120"
"New Jersey, Burlington",NJ,Burlington,New Jersey,NJ,democrat,Hillary Clinton,218943,"445,972"
"New Jersey, Burlington",NJ,Burlington,New Jersey,NJ,republican,Donald Trump,218943,"445,972"
"New Jersey, Camden",NJ,Camden,New Jersey,NJ,democrat,Hillary Clinton,226592,"507,002"
"New Jersey, Camden",NJ,Camden,New Jersey,NJ,republican,Donald Trump,226592,"507,002"
"New Jersey, Cape May",NJ,Cape May,New Jersey,NJ,democrat,Hillary Clinton,48722,"93,655"
"New Jersey, Cape May",NJ,Cape May,New Jersey,NJ,republican,Donald Trump,48722,"93,655"
"New Jersey, Cumberland",NJ,Cumberland,New Jersey,NJ,democrat,Hillary Clinton,54004,"153,233"
"New Jersey, Cumberland",NJ,Cumberland,New Jersey,NJ,republican,Donald Trump,54004,"153,233"
"New Jersey, Essex",NJ,Essex,New Jersey,NJ,democrat,Hillary Clinton,310934,"792,689"
"New Jersey, Essex",NJ,Essex,New Jersey,NJ,republican,Donald Trump,310934,"792,689"
"New Jersey, Gloucester",NJ,Gloucester,New Jersey,NJ,democrat,Hillary Clinton,139542,"290,761"
"New Jersey, Gloucester",NJ,Gloucester,New Jersey,NJ,republican,Donald Trump,139542,"290,761"
"New Jersey, Hudson",NJ,Hudson,New Jersey,NJ,democrat,Hillary Clinton,219375,"668,588"
"New Jersey, Hudson",NJ,Hudson,New Jersey,NJ,republican,Donald Trump,219375,"668,588"
"New Jersey, Hunterdon",NJ,Hunterdon,New Jersey,NJ,democrat,Hillary Clinton,70836,"124,775"
"New Jersey, Hunterdon",NJ,Hunterdon,New Jersey,NJ,republican,Donald Trump,70836,"124,775"
"New Jersey, Mercer",NJ,Mercer,New Jersey,NJ,democrat,Hillary Clinton,156529,"367,699"
"New Jersey, Mercer",NJ,Mercer,New Jersey,NJ,republican,Donald Trump,156529,"367,699"
"New Jersey, Middlesex",NJ,Middlesex,New Jersey,NJ,democrat,Hillary Clinton,326102,"825,457"
"New Jersey, Middlesex",NJ,Middlesex,New Jersey,NJ,republican,Donald Trump,326102,"825,457"
"New Jersey, Monmouth",NJ,Monmouth,New Jersey,NJ,democrat,Hillary Clinton,314377,"622,971"
"New Jersey, Monmouth",NJ,Monmouth,New Jersey,NJ,republican,Donald Trump,314377,"622,971"
"New Jersey, Morris",NJ,Morris,New Jersey,NJ,democrat,Hillary Clinton,250416,"493,801"
"New Jersey, Morris",NJ,Morris,New Jersey,NJ,republican,Donald Trump,250416,"493,801"
"New Jersey, Ocean",NJ,Ocean,New Jersey,NJ,democrat,Hillary Clinton,274362,"590,897"
"New Jersey, Ocean",NJ,Ocean,New Jersey,NJ,republican,Donald Trump,274362,"590,897"
"New Jersey, Passaic",NJ,Passaic,New Jersey,NJ,democrat,Hillary Clinton,194802,"504,147"
"New Jersey, Passaic",NJ,Passaic,New Jersey,NJ,republican,Donald Trump,194802,"504,147"
"New Jersey, Salem",NJ,Salem,New Jersey,NJ,democrat,Hillary Clinton,29494,"63,203"
"New Jersey, Salem",NJ,Salem,New Jersey,NJ,republican,Donald Trump,29494,"63,203"
"New Jersey, Somerset",NJ,Somerset,New Jersey,NJ,democrat,Hillary Clinton,157092,"329,875"
"New Jersey, Somerset",NJ,Somerset,New Jersey,NJ,republican,Donald Trump,157092,"329,875"
"New Jersey, Sussex",NJ,Sussex,New Jersey,NJ,democrat,Hillary Clinton,74126,"141,925"
"New Jersey, Sussex",NJ,Sussex,New Jersey,NJ,republican,Donald Trump,74126,"141,925"
"New Jersey, Union",NJ,Union,New Jersey,NJ,democrat,Hillary Clinton,221975,"552,781"
"New Jersey, Union",NJ,Union,New Jersey,NJ,republican,Donald Trump,221975,"552,781"
"New Jersey, Warren",NJ,Warren,New Jersey,NJ,democrat,Hillary Clinton,49236,"106,059"
"New Jersey, Warren",NJ,Warren,New Jersey,NJ,republican,Donald Trump,49236,"106,059"
"New Mexico, Bernalillo",NM,Bernalillo,New Mexico,NM,democrat,Hillary Clinton,274662,"677,683"
"New Mexico, Bernalillo",NM,Bernalillo,New Mexico,NM,republican,Donald Trump,274662,"677,683"
"New Mexico, Catron",NM,Catron,New Mexico,NM,democrat,Hillary Clinton,2049,"3,518"
"New Mexico, Catron",NM,Catron,New Mexico,NM,republican,Donald Trump,2049,"3,518"
"New Mexico, Chaves",NM,Chaves,New Mexico,NM,democrat,Hillary Clinton,20271,"65,646"
"New Mexico, Chaves",NM,Chaves,New Mexico,NM,republican,Donald Trump,20271,"65,646"
"New Mexico, Cibola",NM,Cibola,New Mexico,NM,democrat,Hillary Clinton,8063,"27,049"
"New Mexico, Cibola",NM,Cibola,New Mexico,NM,republican,Donald Trump,8063,"27,049"
"New Mexico, Colfax",NM,Colfax,New Mexico,NM,democrat,Hillary Clinton,5332,"12,250"
"New Mexico, Colfax",NM,Colfax,New Mexico,NM,republican,Donald Trump,5332,"12,250"
"New Mexico, Curry",NM,Curry,New Mexico,NM,democrat,Hillary Clinton,13370,"50,283"
"New Mexico, Curry",NM,Curry,New Mexico,NM,republican,Donald Trump,13370,"50,283"
"New Mexico, De Baca",NM,De Baca,New Mexico,NM,democrat,Hillary Clinton,910,"1,835"
"New Mexico, De Baca",NM,De Baca,New Mexico,NM,republican,Donald Trump,910,"1,835"
"New Mexico, Eddy",NM,Eddy,New Mexico,NM,democrat,Hillary Clinton,19667,"57,650"
"New Mexico, Eddy",NM,Eddy,New Mexico,NM,republican,Donald Trump,19667,"57,650"
"New Mexico, Grant",NM,Grant,New Mexico,NM,democrat,Hillary Clinton,12811,"28,040"
"New Mexico, Grant",NM,Grant,New Mexico,NM,republican,Donald Trump,12811,"28,040"
"New Mexico, Guadalupe",NM,Guadalupe,New Mexico,NM,democrat,Hillary Clinton,1827,"4,369"
"New Mexico, Guadalupe",NM,Guadalupe,New Mexico,NM,republican,Donald Trump,1827,"4,369"
"New Mexico, Harding",NM,Harding,New Mexico,NM,democrat,Hillary Clinton,527,687
"New Mexico, Harding",NM,Harding,New Mexico,NM,republican,Donald Trump,527,687
"New Mexico, Hidalgo",NM,Hidalgo,New Mexico,NM,democrat,Hillary Clinton,1872,"4,324"
"New Mexico, Hidalgo",NM,Hidalgo,New Mexico,NM,republican,Donald Trump,1872,"4,324"
"New Mexico, Lea",NM,Lea,New Mexico,NM,democrat,Hillary Clinton,17712,"70,249"
"New Mexico, Lea",NM,Lea,New Mexico,NM,republican,Donald Trump,17712,"70,249"
"New Mexico, Lincoln",NM,Lincoln,New Mexico,NM,democrat,Hillary Clinton,8902,"19,397"
"New Mexico, Lincoln",NM,Lincoln,New Mexico,NM,republican,Donald Trump,8902,"19,397"
"New Mexico, Los Alamos",NM,Los Alamos,New Mexico,NM,democrat,Hillary Clinton,10885,"18,209"
"New Mexico, Los Alamos",NM,Los Alamos,New Mexico,NM,republican,Donald Trump,10885,"18,209"
"New Mexico, Luna",NM,Luna,New Mexico,NM,democrat,Hillary Clinton,7295,"24,362"
"New Mexico, Luna",NM,Luna,New Mexico,NM,republican,Donald Trump,7295,"24,362"
"New Mexico, McKinley",NM,McKinley,New Mexico,NM,democrat,Hillary Clinton,21703,"73,028"
"New Mexico, McKinley",NM,McKinley,New Mexico,NM,republican,Donald Trump,21703,"73,028"
"New Mexico, Mora",NM,Mora,New Mexico,NM,democrat,Hillary Clinton,2441,"4,533"
"New Mexico, Mora",NM,Mora,New Mexico,NM,republican,Donald Trump,2441,"4,533"
"New Mexico, Otero",NM,Otero,New Mexico,NM,democrat,Hillary Clinton,20060,"65,647"
"New Mexico, Otero",NM,Otero,New Mexico,NM,republican,Donald Trump,20060,"65,647"
"New Mexico, Quay",NM,Quay,New Mexico,NM,democrat,Hillary Clinton,3572,"8,390"
"New Mexico, Quay",NM,Quay,New Mexico,NM,republican,Donald Trump,3572,"8,390"
"New Mexico, Rio Arriba",NM,Rio Arriba,New Mexico,NM,democrat,Hillary Clinton,14878,"39,245"
"New Mexico, Rio Arriba",NM,Rio Arriba,New Mexico,NM,republican,Donald Trump,14878,"39,245"
"New Mexico, Roosevelt",NM,Roosevelt,New Mexico,NM,democrat,Hillary Clinton,5950,"19,145"
"New Mexico, Roosevelt",NM,Roosevelt,New Mexico,NM,republican,Donald Trump,5950,"19,145"
"New Mexico, San Juan",NM,San Juan,New Mexico,NM,democrat,Hillary Clinton,46110,"127,954"
"New Mexico, San Juan",NM,San Juan,New Mexico,NM,republican,Donald Trump,46110,"127,954"
"New Mexico, San Miguel",NM,San Miguel,New Mexico,NM,democrat,Hillary Clinton,10751,"28,005"
"New Mexico, San Miguel",NM,San Miguel,New Mexico,NM,republican,Donald Trump,10751,"28,005"
"New Mexico, Sandoval",NM,Sandoval,New Mexico,NM,democrat,Hillary Clinton,61690,"140,464"
"New Mexico, Sandoval",NM,Sandoval,New Mexico,NM,republican,Donald Trump,61690,"140,464"
"New Mexico, Santa Fe",NM,Santa Fe,New Mexico,NM,democrat,Hillary Clinton,71434,"148,758"
"New Mexico, Santa Fe",NM,Santa Fe,New Mexico,NM,republican,Donald Trump,71434,"148,758"
"New Mexico, Sierra",NM,Sierra,New Mexico,NM,democrat,Hillary Clinton,5181,"11,117"
"New Mexico, Sierra",NM,Sierra,New Mexico,NM,republican,Donald Trump,5181,"11,117"
"New Mexico, Socorro",NM,Socorro,New Mexico,NM,democrat,Hillary Clinton,6868,"16,964"
"New Mexico, Socorro",NM,Socorro,New Mexico,NM,republican,Donald Trump,6868,"16,964"
"New Mexico, Taos",NM,Taos,New Mexico,NM,democrat,Hillary Clinton,15260,"32,922"
"New Mexico, Taos",NM,Taos,New Mexico,NM,republican,Donald Trump,15260,"32,922"
"New Mexico, Torrance",NM,Torrance,New Mexico,NM,democrat,Hillary Clinton,6324,"15,491"
"New Mexico, Torrance",NM,Torrance,New Mexico,NM,republican,Donald Trump,6324,"15,491"
"New Mexico, Union",NM,Union,New Mexico,NM,democrat,Hillary Clinton,1702,"4,154"
"New Mexico, Union",NM,Union,New Mexico,NM,republican,Donald Trump,1702,"4,154"
"New Mexico, Valencia",NM,Valencia,New Mexico,NM,democrat,Hillary Clinton,27592,"75,599"
"New Mexico, Valencia",NM,Valencia,New Mexico,NM,republican,Donald Trump,27592,"75,599"
"New York, Albany",NY,Albany,New York,NY,democrat,Hillary Clinton,139830,"307,597"
"New York, Albany",NY,Albany,New York,NY,republican,Donald Trump,139830,"307,597"
"New York, Allegany",NY,Allegany,New York,NY,democrat,Hillary Clinton,18692,"47,044"
"New York, Allegany",NY,Allegany,New York,NY,republican,Donald Trump,18692,"47,044"
"New York, Bronx",NY,Bronx,New York,NY,democrat,Hillary Clinton,399522,"1,444,417"
"New York, Bronx",NY,Bronx,New York,NY,republican,Donald Trump,399522,"1,444,417"
"New York, Broome",NY,Broome,New York,NY,democrat,Hillary Clinton,86072,"194,498"
"New York, Broome",NY,Broome,New York,NY,republican,Donald Trump,86072,"194,498"
"New York, Cattaraugus",NY,Cattaraugus,New York,NY,democrat,Hillary Clinton,31161,"77,658"
"New York, Cattaraugus",NY,Cattaraugus,New York,NY,republican,Donald Trump,31161,"77,658"
"New York, Cayuga",NY,Cayuga,New York,NY,democrat,Hillary Clinton,33172,"77,674"
"New York, Cayuga",NY,Cayuga,New York,NY,republican,Donald Trump,33172,"77,674"
"New York, Chautauqua",NY,Chautauqua,New York,NY,democrat,Hillary Clinton,54234,"129,206"
"New York, Chautauqua",NY,Chautauqua,New York,NY,republican,Donald Trump,54234,"129,206"
"New York, Chemung",NY,Chemung,New York,NY,democrat,Hillary Clinton,36119,"85,644"
"New York, Chemung",NY,Chemung,New York,NY,republican,Donald Trump,36119,"85,644"
"New York, Chenango",NY,Chenango,New York,NY,democrat,Hillary Clinton,20160,"48,315"
"New York, Chenango",NY,Chenango,New York,NY,republican,Donald Trump,20160,"48,315"
"New York, Clinton",NY,Clinton,New York,NY,democrat,Hillary Clinton,32105,"80,500"
"New York, Clinton",NY,Clinton,New York,NY,republican,Donald Trump,32105,"80,500"
"New York, Columbia",NY,Columbia,New York,NY,democrat,Hillary Clinton,30902,"60,835"
"New York, Columbia",NY,Columbia,New York,NY,republican,Donald Trump,30902,"60,835"
"New York, Cortland",NY,Cortland,New York,NY,democrat,Hillary Clinton,20244,"47,915"
"New York, Cortland",NY,Cortland,New York,NY,republican,Donald Trump,20244,"47,915"
"New York, Delaware",NY,Delaware,New York,NY,democrat,Hillary Clinton,19792,"45,393"
"New York, Delaware",NY,Delaware,New York,NY,republican,Donald Trump,19792,"45,393"
"New York, Dutchess",NY,Dutchess,New York,NY,democrat,Hillary Clinton,130934,"293,029"
"New York, Dutchess",NY,Dutchess,New York,NY,republican,Donald Trump,130934,"293,029"
"New York, Erie",NY,Erie,New York,NY,democrat,Hillary Clinton,423625,"918,678"
"New York, Erie",NY,Erie,New York,NY,republican,Donald Trump,423625,"918,678"
"New York, Essex",NY,Essex,New York,NY,democrat,Hillary Clinton,17218,"37,671"
"New York, Essex",NY,Essex,New York,NY,republican,Donald Trump,17218,"37,671"
"New York, Franklin",NY,Franklin,New York,NY,democrat,Hillary Clinton,16952,"51,081"
"New York, Franklin",NY,Franklin,New York,NY,republican,Donald Trump,16952,"51,081"
"New York, Fulton",NY,Fulton,New York,NY,democrat,Hillary Clinton,21214,"53,610"
"New York, Fulton",NY,Fulton,New York,NY,republican,Donald Trump,21214,"53,610"
"New York, Genesee",NY,Genesee,New York,NY,democrat,Hillary Clinton,26432,"58,013"
"New York, Genesee",NY,Genesee,New York,NY,republican,Donald Trump,26432,"58,013"
"New York, Greene",NY,Greene,New York,NY,democrat,Hillary Clinton,22050,"47,494"
"New York, Greene",NY,Greene,New York,NY,republican,Donald Trump,22050,"47,494"
"New York, Hamilton",NY,Hamilton,New York,NY,democrat,Hillary Clinton,3225,"4,556"
"New York, Hamilton",NY,Hamilton,New York,NY,republican,Donald Trump,3225,"4,556"
"New York, Herkimer",NY,Herkimer,New York,NY,democrat,Hillary Clinton,26255,"62,436"
"New York, Herkimer",NY,Herkimer,New York,NY,republican,Donald Trump,26255,"62,436"
"New York, Jefferson",NY,Jefferson,New York,NY,democrat,Hillary Clinton,38236,"112,980"
"New York, Jefferson",NY,Jefferson,New York,NY,republican,Donald Trump,38236,"112,980"
"New York, Kings",NY,Kings,New York,NY,democrat,Hillary Clinton,805605,"2,608,423"
"New York, Kings",NY,Kings,New York,NY,republican,Donald Trump,805605,"2,608,423"
"New York, Lewis",NY,Lewis,New York,NY,democrat,Hillary Clinton,11325,"26,647"
"New York, Lewis",NY,Lewis,New York,NY,republican,Donald Trump,11325,"26,647"
"New York, Livingston",NY,Livingston,New York,NY,democrat,Hillary Clinton,30031,"64,000"
"New York, Livingston",NY,Livingston,New York,NY,republican,Donald Trump,30031,"64,000"
"New York, Madison",NY,Madison,New York,NY,democrat,Hillary Clinton,30064,"71,387"
"New York, Madison",NY,Madison,New York,NY,republican,Donald Trump,30064,"71,387"
"New York, Monroe",NY,Monroe,New York,NY,democrat,Hillary Clinton,347790,"743,770"
"New York, Monroe",NY,Monroe,New York,NY,republican,Donald Trump,347790,"743,770"
"New York, Montgomery",NY,Montgomery,New York,NY,democrat,Hillary Clinton,19054,"49,169"
"New York, Montgomery",NY,Montgomery,New York,NY,republican,Donald Trump,19054,"49,169"
"New York, Nassau",NY,Nassau,New York,NY,democrat,Hillary Clinton,636967,"1,355,952"
"New York, Nassau",NY,Nassau,New York,NY,republican,Donald Trump,636967,"1,355,952"
"New York, New York",NY,New York,New York,NY,democrat,Hillary Clinton,668939,"1,635,443"
"New York, New York",NY,New York,New York,NY,republican,Donald Trump,668939,"1,635,443"
"New York, Niagara",NY,Niagara,New York,NY,democrat,Hillary Clinton,92402,"211,554"
"New York, Niagara",NY,Niagara,New York,NY,republican,Donald Trump,92402,"211,554"
"New York, Oneida",NY,Oneida,New York,NY,democrat,Hillary Clinton,91009,"230,375"
"New York, Oneida",NY,Oneida,New York,NY,republican,Donald Trump,91009,"230,375"
"New York, Onondaga",NY,Onondaga,New York,NY,democrat,Hillary Clinton,208440,"464,109"
"New York, Onondaga",NY,Onondaga,New York,NY,republican,Donald Trump,208440,"464,109"
"New York, Ontario",NY,Ontario,New York,NY,democrat,Hillary Clinton,52258,"109,229"
"New York, Ontario",NY,Ontario,New York,NY,republican,Donald Trump,52258,"109,229"
"New York, Orange",NY,Orange,New York,NY,democrat,Hillary Clinton,152021,"377,799"
"New York, Orange",NY,Orange,New York,NY,republican,Donald Trump,152021,"377,799"
"New York, Orleans",NY,Orleans,New York,NY,democrat,Hillary Clinton,16380,"41,247"
"New York, Orleans",NY,Orleans,New York,NY,republican,Donald Trump,16380,"41,247"
"New York, Oswego",NY,Oswego,New York,NY,democrat,Hillary Clinton,48180,"118,895"
"New York, Oswego",NY,Oswego,New York,NY,republican,Donald Trump,48180,"118,895"
"New York, Otsego",NY,Otsego,New York,NY,democrat,Hillary Clinton,25668,"60,132"
"New York, Otsego",NY,Otsego,New York,NY,republican,Donald Trump,25668,"60,132"
"New York, Putnam",NY,Putnam,New York,NY,democrat,Hillary Clinton,48563,"98,761"
"New York, Putnam",NY,Putnam,New York,NY,republican,Donald Trump,48563,"98,761"
"New York, Queens",NY,Queens,New York,NY,democrat,Hillary Clinton,686393,"2,306,830"
"New York, Queens",NY,Queens,New York,NY,republican,Donald Trump,686393,"2,306,830"
"New York, Rensselaer",NY,Rensselaer,New York,NY,democrat,Hillary Clinton,71562,"159,294"
"New York, Rensselaer",NY,Rensselaer,New York,NY,republican,Donald Trump,71562,"159,294"
"New York, Richmond",NY,Richmond,New York,NY,democrat,Hillary Clinton,180960,"474,040"
"New York, Richmond",NY,Richmond,New York,NY,republican,Donald Trump,180960,"474,040"
"New York, Rockland",NY,Rockland,New York,NY,democrat,Hillary Clinton,135087,"323,258"
"New York, Rockland",NY,Rockland,New York,NY,republican,Donald Trump,135087,"323,258"
"New York, Saratoga",NY,Saratoga,New York,NY,democrat,Hillary Clinton,114094,"227,122"
"New York, Saratoga",NY,Saratoga,New York,NY,republican,Donald Trump,114094,"227,122"
"New York, Schenectady",NY,Schenectady,New York,NY,democrat,Hillary Clinton,67280,"154,475"
"New York, Schenectady",NY,Schenectady,New York,NY,republican,Donald Trump,67280,"154,475"
"New York, Schoharie",NY,Schoharie,New York,NY,democrat,Hillary Clinton,14050,"31,304"
"New York, Schoharie",NY,Schoharie,New York,NY,republican,Donald Trump,14050,"31,304"
"New York, Schuyler",NY,Schuyler,New York,NY,democrat,Hillary Clinton,8772,"17,967"
"New York, Schuyler",NY,Schuyler,New York,NY,republican,Donald Trump,8772,"17,967"
"New York, Seneca",NY,Seneca,New York,NY,democrat,Hillary Clinton,13980,"34,710"
"New York, Seneca",NY,Seneca,New York,NY,republican,Donald Trump,13980,"34,710"
"New York, St. Lawrence",NY,St. Lawrence,New York,NY,democrat,Hillary Clinton,39158,
"New York, St. Lawrence",NY,St. Lawrence,New York,NY,republican,Donald Trump,39158,
"New York, Steuben",NY,Steuben,New York,NY,democrat,Hillary Clinton,42002,"96,958"
"New York, Steuben",NY,Steuben,New York,NY,republican,Donald Trump,42002,"96,958"
"New York, Suffolk",NY,Suffolk,New York,NY,democrat,Hillary Clinton,681254,"1,486,406"
"New York, Suffolk",NY,Suffolk,New York,NY,republican,Donald Trump,681254,"1,486,406"
"New York, Sullivan",NY,Sullivan,New York,NY,democrat,Hillary Clinton,29955,"74,922"
"New York, Sullivan",NY,Sullivan,New York,NY,republican,Donald Trump,29955,"74,922"
"New York, Tioga",NY,Tioga,New York,NY,democrat,Hillary Clinton,22299,"48,824"
"New York, Tioga",NY,Tioga,New York,NY,republican,Donald Trump,22299,"48,824"
"New York, Tompkins",NY,Tompkins,New York,NY,democrat,Hillary Clinton,42678,"102,942"
"New York, Tompkins",NY,Tompkins,New York,NY,republican,Donald Trump,42678,"102,942"
"New York, Ulster",NY,Ulster,New York,NY,democrat,Hillary Clinton,81355,"179,042"
"New York, Ulster",NY,Ulster,New York,NY,republican,Donald Trump,81355,"179,042"
"New York, Warren",NY,Warren,New York,NY,democrat,Hillary Clinton,31408,"64,438"
"New York, Warren",NY,Warren,New York,NY,republican,Donald Trump,31408,"64,438"
"New York, Washington",NY,Washington,New York,NY,democrat,Hillary Clinton,24528,"61,795"
"New York, Washington",NY,Washington,New York,NY,republican,Donald Trump,24528,"61,795"
"New York, Wayne",NY,Wayne,New York,NY,democrat,Hillary Clinton,39687,"90,758"
"New York, Wayne",NY,Wayne,New York,NY,republican,Donald Trump,39687,"90,758"
"New York, Westchester",NY,Westchester,New York,NY,democrat,Hillary Clinton,420655,"970,267"
"New York, Westchester",NY,Westchester,New York,NY,republican,Donald Trump,420655,"970,267"
"New York, Wyoming",NY,Wyoming,New York,NY,democrat,Hillary Clinton,17298,"40,432"
"New York, Wyoming",NY,Wyoming,New York,NY,republican,Donald Trump,17298,"40,432"
"New York, Yates",NY,Yates,New York,NY,democrat,Hillary Clinton,10066,"25,059"
"New York, Yates",NY,Yates,New York,NY,republican,Donald Trump,10066,"25,059"
"North Carolina, Alamance",NC,Alamance,North Carolina,NC,democrat,Hillary Clinton,71157,"160,283"
"North Carolina, Alamance",NC,Alamance,North Carolina,NC,republican,Donald Trump,71157,"160,283"
"North Carolina, Alexander",NC,Alexander,North Carolina,NC,democrat,Hillary Clinton,18271,"37,133"
"North Carolina, Alexander",NC,Alexander,North Carolina,NC,republican,Donald Trump,18271,"37,133"
"North Carolina, Alleghany",NC,Alleghany,North Carolina,NC,democrat,Hillary Clinton,5315,"10,919"
"North Carolina, Alleghany",NC,Alleghany,North Carolina,NC,republican,Donald Trump,5315,"10,919"
"North Carolina, Anson",NC,Anson,North Carolina,NC,democrat,Hillary Clinton,10545,"25,165"
"North Carolina, Anson",NC,Anson,North Carolina,NC,republican,Donald Trump,10545,"25,165"
"North Carolina, Ashe",NC,Ashe,North Carolina,NC,democrat,Hillary Clinton,13424,"26,600"
"North Carolina, Ashe",NC,Ashe,North Carolina,NC,republican,Donald Trump,13424,"26,600"
"North Carolina, Avery",NC,Avery,North Carolina,NC,democrat,Hillary Clinton,8249,"17,442"
"North Carolina, Avery",NC,Avery,North Carolina,NC,republican,Donald Trump,8249,"17,442"
"North Carolina, Beaufort",NC,Beaufort,North Carolina,NC,democrat,Hillary Clinton,23938,"47,369"
